2465607.739995,39219.879171,-836789.804803,-3502900.062588,960727.330103,759272.935452,2923557.771843,506083.069910,2063968.331323,-5313524.923461,-4819417.516817,-1864959.099502,2545215.559068,3004430.542356,1395347.498590,2966544.768583,-3747467.156489,-1404828.454429,2135680.357789,1620935.108253,5976460.467513,-4438022.350084,-1340076.921928,-5286029.513906,-1792681.539235,2937280.880979,616106.723367,1020582.279966,-777952.743493,1702234.583698,-1385796.125104,689798.601397,364572.884780,4323882.149165,-2398371.837854,-4155113.041439,2781724.054439,-1124839.037680,691458.015180,-657139.188434,340758.342308,-4154425.256939,4004554.187599,-272894.953106,5463624.002922,-4348427.524339,-2417775.853423,-448540.505806,4617167.386831,-2874810.733887,-366557.066811,1194853.489040,-516061.581616,404081.406395,810807.006158,-3474709.415783,3718327.242172,-2395173.015422,2512368.086078,-1632524.602807,862578.616809,-2802703.162344,3214026.011030,-70479.666070,-1683009.422497,-815817.918335,2541842.442722,-322853.484855,-1019428.947191,-166273.278573,315164.470798,565096.160052,-518656.428146,82007.965665,147942.033831,117488.514294,-1265747.793667,1057754.135167,625090.517270,182037.731538,-2309905.965976,1303904.781316,1906689.040528,-3685173.020543,2928110.881940,-1177827.819381,136935.826989,58564.297915,-16767.802323
2465665.024548,50659.390272,-837713.335960,-3511885.132107,952241.389026,756931.933378,2922412.452663,513387.774678,2063520.807011,-5307414.879415,-4801852.608961,-1880839.134465,2546804.843273,2994507.271238,1393324.170682,2960571.877215,-3738324.182424,-1400894.516530,2142594.068465,1623738.496105,5960168.379850,-4429144.366828,-1346151.563518,-5285780.727129,-1788927.807761,2931771.652412,613897.531698,1027662.511562,-783694.067908,1707714.124803,-1381969.811026,696766.880767,358469.936838,4324298.638005,-2400194.488084,-4169665.192302,2786649.466298,-1126793.954544,694283.371085,-656276.785064,352028.272726,-4147867.242996,3998730.174892,-280412.596408,5455093.604146,-4352402.514310,-2402870.751974,-442683.645775,4606599.622415,-2874473.858288,-363012.323300,1192790.071435,-515369.709853,402943.154480,808275.219193,-3464997.454125,3706394.765553,-2385150.091039,2505007.393022,-1629741.157724,862071.875559,-2799930.907025,3210277.470245,-69623.468982,-1679298.276927,-823938.413606,2552222.861402,-331337.195460,-1015456.902055,-167166.696522,315247.695652,565470.331294,-520617.229229,86216.171336,143159.144315,119704.000683,-1263837.375584,1055099.235907,625191.583875,180784.530800,-2305592.069603,1303240.498536,1899807.642926,-3676573.995534,2923944.402677,-1177622.190770,137655.956375,58227.443058,-16714.922690
2461593.263114,45987.363584,-833049.783755,-3505379.060223,950834.064145,760908.587245,2918709.147885,512533.218554,2058608.541976,-5302106.026414,-4802977.661029,-1879639.818712,2549262.083089,2993922.911369,1391060.696438,2958812.420637,-3739130.126526,-1401400.463364,2141375.481177,1622715.954266,5964311.570424,-4428776.016996,-1342897.357530,-5283733.849313,-1791882.147250,2933239.586254,614404.595281,1024800.660582,-788159.785296,1706401.371650,-1380689.025649,697390.127849,359287.749031,4325472.469867,-2398597.040449,-4167272.432492,2784683.939854,-1123214.668715,692646.782774,-659599.603110,348536.184518,-4147364.493528,3995408.047839,-274770.314605,5460420.113256,-4353447.934669,-2405195.023696,-443385.171813,4602780.717371,-2873177.620456,-359191.355058,1191848.816767,-516514.939503,401354.213770,812312.492107,-3466768.129520,3705204.773624,-2385563.953181,2506557.589486,-1629171.734193,861086.891724,-2800442.021278,3211296.876139,-70390.706143,-1679590.865771,-821644.691255,2549357.455344,-330267.660585,-1014895.147026,-168138.687822,317068.045754,562130.054169,-516774.613080,83369.138559,144217.922732,121337.293779,-1267168.405648,1055738.466062,628543.400687,178125.769602,-2306472.074074,1305147.734589,1899246.243441,-3676417.935502,2922956.526044,-1176491.272666,137158.293087,58316.828727,-16721.288234
2454779.302346,38217.669602,-825299.723427,-3494481.502277,948504.381115,767482.859410,2912500.834530,511110.189758,2050414.937734,-5293220.659131,-4804779.093710,-1877619.027425,2553303.497571,2992946.769757,1387277.653682,2955854.412374,-3740442.245829,-1402179.239359,2139311.222179,1620960.521601,5971097.776896,-4428096.516387,-1337467.547662,-5280264.138523,-1796757.865394,2935634.395913,615230.538622,1020032.029498,-795545.571733,1704194.196148,-1378515.456237,698406.845791,360646.876918,4327330.465645,-2395904.908018,-4163221.622984,2781333.382387,-1117258.571557,689921.135254,-665068.724732,342739.585573,-4146464.110838,3989831.810114,-265406.473898,5469148.603976,-4355111.373779,-2409000.209711,-444547.097356,4596386.442758,-2870999.907788,-352831.273922,1190256.668757,-518398.946576,398695.744380,819010.309207,-3469638.981856,3703162.682663,-2386214.073664,2509067.721930,-1628183.426875,859453.541978,-2801253.056315,3212928.337474,-71670.216717,-1680024.885443,-817834.036653,2544546.487935,-328476.605561,-1013940.482900,-169766.396530,320108.152000,556565.262624,-510401.747381,78661.102721,145968.003538,124029.786334,-1272642.199696,1056761.237913,634086.213885,173726.710178,-2307898.954013,1308290.748166,1898284.994721,-3676108.305985,2921285.807625,-1174608.346388,136335.841422,58462.829828,-16731.428966
2445209.197026,27369.482653,-814487.205423,-3479168.270609,945285.319982,776564.868015,2903721.669028,509103.844830,2038949.493899,-5280690.126452,-4807091.809180,-1874684.124407,2558815.445523,2991511.646291,1381966.965990,2951683.148563,-3742188.210032,-1403231.573134,2136358.095564,1618417.032716,5980347.829181,-4427020.649783,-1329860.225551,-5275256.411809,-1803451.685804,2938874.946651,616369.976282,1013337.891249,-805763.970127,1701072.260487,-1375416.316697,699753.763933,362514.177086,4329737.573338,-2392069.052900,-4157409.856711,2776564.981667,-1108907.724417,686070.973780,-672642.355298,334639.089647,-4145032.622477,3981923.060177,-252356.065062,5481050.503395,-4357212.870912,-2414223.741595,-446168.669494,4587345.813635,-2867896.638174,-343926.560630,1187971.465384,-520989.500471,394953.370821,828318.651878,-3473471.520396,3700171.678102,-2387089.804243,2512495.319663,-1626708.530225,857117.449385,-2802265.254267,3215068.328834,-73456.735231,-1680531.469758,-812532.984167,2537760.231388,-325959.013477,-1012578.263764,-172036.103027,324334.626522,548830.927419,-501582.567763,72163.888723,148378.715604,127755.342950,-1280179.561422,1058150.376498,641716.680539,167661.559157,-2309827.873704,1312616.787144,1896889.491702,-3675563.742164,2918877.059475,-1171956.426558,135186.536815,58665.379355,-16745.262786
2432782.479232,13522.758994,-800610.573716,-3459390.257241,941274.893671,787960.554347,2892394.943187,506450.883377,2024216.797953,-5264527.520501,-4809843.880350,-1870780.846826,2565743.832603,2989761.781424,1375176.122777,2946279.245710,-3744371.610238,-1404463.092931,2132446.591920,1614837.765366,5991927.250647,-4425522.738487,-1320072.733989,-5268595.104873,-1811782.182856,2942831.519677,617772.582832,1004776.556331,-818646.501699,1697064.109628,-1371431.932930,701425.277951,364826.507838,4332504.692611,-2387050.390015,-4149676.983453,2770156.827425,-1098168.314966,681068.803278,-682054.098182,324297.228287,-4143062.723026,3971693.234079,-235692.600299,5495755.158840,-4359596.826800,-2420722.707740,-448198.296203,4575598.692986,-2863840.216467,-332530.964428,1185012.175404,-524278.517159,390085.228307,840230.123186,-3478147.440348,3696155.311494,-2388147.298725,2516683.428570,-1624645.419008,854121.410637,-2803457.141321,3217627.957001,-75759.162498,-1681061.537550,-805633.033526,2528776.909841,-322603.366020,-1010797.489660,-174974.614390,329779.547181,538940.779751,-490428.347998,63992.855093,151410.991452,132458.618736,-1289651.850639,1059876.212733,651265.553410,160141.094725,-2312344.059825,1318063.945595,1895165.528272,-3674821.472686,2915716.392362,-1168535.632085,133725.096305,58916.137670,-16761.343282
2417445.165782,-3294.314938,-783744.280897,-3435046.461593,936533.848375,801529.121722,2878426.025236,503121.860745,2006236.532726,-5244603.493788,-4812777.261861,-1865808.559369,2573908.286108,2987623.828964,1366862.661805,2939611.772374,-3746877.255279,-1405803.340162,2127491.147940,1610105.913961,6005500.608845,-4423424.277385,-1308099.553815,-5260087.507321,-1821597.047600,2947370.242273,619418.599844,994341.976318,-834042.137297,1692106.773820,-1366484.700295,703341.237258,367552.266530,4335365.235359,-2380767.132058,-4139853.300982,2761995.668140,-1085040.684460,674892.005787,-693168.186077,311750.764839,-4140368.931575,3959034.424240,-215507.486117,5512858.030765,-4362011.550786,-2428344.687858,-450619.076096,4561048.682392,-2858760.258852,-318671.384921,1181312.011649,-528199.276119,384082.832203,854627.449974,-3483426.794328,3690963.440932,-2389336.611451,2521499.712081,-1621881.771632,850423.479864,-2804677.802624,3220417.740828,-78567.692120,-1681490.857991,-797167.116414,2517525.725422,-318403.669069,-1008552.397069,-178585.551895,336428.140320,526935.854149,-477042.469772,54254.800937,155013.468069,138087.561551,-1300893.506764,1061869.334528,662582.390025,151275.180827,-2315353.810984,1324531.241990,1893056.230579,-3673734.672283,2911697.318073,-1164312.596543,131950.860642,59212.680982,-16779.106577
2399073.329276,-22990.210491,-763888.625855,-3406055.254506,931181.075246,816997.115733,2861804.720937,499049.418113,1985008.628125,-5220894.811322,-4815721.145407,-1859644.214189,2583172.397489,2985223.515375,1357074.263845,2931661.088691,-3749686.110195,-1407129.062147,2121392.066023,1603895.611404,6020825.619444,-4420648.222476,-1293925.972470,-5249541.488922,-1832638.626845,2952293.415662,621250.910015,982081.472746,-851713.783688,1686219.748656,-1360587.459278,705451.024681,370603.146320,4338024.772825,-2373136.617128,-4127695.030329,2751807.756856,-1069507.958814,667477.817951,-705665.928565,297059.111872,-4136857.040952,3943903.010270,-191892.608579,5531806.893274,-4364161.448210,-2436886.739740,-453388.905932,4543577.782896,-2852601.887861,-302388.001960,1176865.774669,-532727.693867,376873.604066,871506.650081,-3489110.371639,3684446.154141,-2390604.672979,2526753.186777,-1618261.192229,846028.270573,-2805834.056266,3223270.386268,-81891.919218,-1681712.528014,-787036.765567,2503737.166053,-313226.687685,-1005823.537226,-182889.757758,344295.169482,512868.499743,-461608.103916,43127.025263,159125.463851,144561.238872,-1313712.389340,1064091.068693,675409.283937,141344.324565,-2318921.106162,1331920.400937,1890649.447170,-3672294.235267,2906780.309209,-1159285.824711,129882.075469,59545.214464,-16796.871746
2377571.454644,-45484.604708,-741114.344295,-3372318.163263,925313.551480,834136.747284,2842405.170502,494206.589212,1960551.650806,-5193249.991550,-4818339.563056,-1852160.090897,2593323.772506,2982493.580972,1345794.593877,2922349.501902,-3752626.664843,-1408344.997887,2114021.162139,1596014.827837,6037446.603697,-4416966.869964,-1277556.020875,-5236688.392204,-1844650.289745,2957381.687195,623234.769991,968006.792654,-871427.662179,1679349.505755,-1353680.557729,707658.430096,373907.047828,4340113.617955,-2364044.806410,-4112939.904669,2739389.826877,-1051559.736095,658793.775300,-719330.634646,280286.574728,-4132286.962040,3926149.426664,-164969.847924,5552006.199908,-4365680.886653,-2446141.956970,-456457.211686,4523037.576847,-2845270.694615,-283725.934816,1171606.255882,-537788.686709,368427.434944,890739.129594,-3494877.771893,3676390.576908,-2391876.987353,2532252.948508,-1613625.901264,840890.871570,-2806736.081387,3225936.073537,-85717.483409,-1681578.469602,-775237.872229,2487257.434363,-307026.816691,-1002563.154006,-187886.317261,353353.452021,496812.583744,-444295.214092,30776.318176,163674.214377,151798.872191,-1327873.209133,1066454.995795,689507.661169,130556.679619,-2322973.725008,1340093.208479,1887918.624738,-3670344.962300,2900839.930819,-1153418.558579,127522.948725,59908.474665,-16813.574994
2352851.846824,-70683.592436,-715495.666099,-3333675.399718,919016.562644,852670.288147,2820083.515492,488531.463211,1932852.964268,-5161526.304189,-4820252.658744,-1843158.339850,2604091.729861,2979402.653713,1333014.327775,2911598.588274,-3755555.105611,-1409287.873389,2105232.616460,1586207.700506,6054868.714060,-4412143.145063,-1258949.622593,-5221227.065684,-1857358.811000,2962392.444031,625269.337400,952099.731039,-892889.970829,1671459.357830,-1345654.297721,709836.303921,377401.636411,4341224.769734,-2353379.246083,-4095274.581232,2724479.227207,-1031209.822843,648779.714582,-733879.004970,261500.873879,-4126358.031416,3905609.456999,-134893.375250,5572771.917146,-4366152.589849,-2455857.373204,-459800.031859,4499272.360663,-2836657.889844,-262714.669621,1165428.573450,-543282.554055,358696.614481,912186.045767,-3500352.170704,3666532.030328,-2393027.177761,2537726.613854,-1607788.351448,835001.751096,-2807194.880338,3228134.175997,-90046.752466,-1680880.274001,-761792.094148,2467911.028489,-299752.260212,-998707.697097,-193582.730511,363586.853723,478835.609936,-425293.360157,17390.956251,168588.850031,159687.282632,-1343080.707608,1068838.330518,704626.377267,119122.127207,-2327406.354063,1348898.170930,1884809.140409,-3667705.310117,2893754.745350,-1146692.807488,124891.012778,60292.601664,-16827.497707
