2439329.425793,-2910123.443136,-4165059.578812,393212.865151,-2059386.678348,704725.460226,163224.957571,4398840.390679,3876660.942488,-2402530.337878,-3895251.454994,2427919.183235,-2010283.122358,703721.888011,3858108.012810,4854672.642423,-5273504.942360,3530988.782439,5165412.312445,-3342228.720923,-7898262.110424,321263.262619,3307472.713991,4721808.219445,-217577.895280,-49190.907567,-5409849.395063,-6035926.249033,-1716320.197883,-5275825.310583,2095860.074914,3000588.317373,-717949.298196,674857.116630,-1644055.008661,4536657.557157,10275779.354417,4965955.768329,-4636803.124831,-4579958.164660,-3296909.117518,-3757026.124035,471867.284622,10562721.874358,4233618.850021,-10870229.193230,11742559.213690,-4958907.353530,938982.201211,-5428084.992078,-12029416.484390,8913040.878952,-2926287.932089,6917161.919948,-2673860.709922,-3216293.039025,-2095458.720739,-2481052.487329,-824934.292834,2020454.453835,12838099.693164,-4689468.136918,-7223402.800051,3436134.676581,10404313.241040,-9072978.203220,7319885.638824,-969427.987242,3748431.043389,2616385.841993,-14007357.327762,-9542046.302196,4773344.705526,10081723.250947,2393802.388560,-6113410.035716,-6224255.277223,-11367376.129054,13268959.614820,15352663.579819,-204543.104441,-5678600.153050,-4445504.565551,-2306988.879051,3559848.151739,-3027744.365164,6817823.798335,-9664421.344690,39886.914549,728782.054007,4925262.546906,3828354.475574,-3028648.115393,-3486935.462985,4991859.134043,-11863699.938457,11060502.199730,-163234.720669,-5925450.922526,4103940.284833,1654413.451521,2693878.571838,-7384606.264761,-7637794.267020,15058923.848293,-1930161.442512,-4642152.553095,-2963170.222847,10089277.105177,-4312757.755127,-3601962.025982,-237295.337333,1513565.528968,5205430.322378,2659521.171199,-16147055.877821,2962600.712891,9997219.345513,3460242.139099,-9218326.235048,724453.077896,5002151.716138,-6584148.302673,-980107.980322,6426831.551125,728462.231846,-5544748.185331,-928198.268910,5272597.852003,1923476.599111,-7628988.481376,2837008.329698,3140421.492298,-1751320.692679,-3865160.775479,5266072.125161,1671819.897629,-9639454.718358,7228616.008600,-1069836.756419,2919345.758933,-5717740.500144,-1055668.955906,10276450.350934,-1833975.981403,-10951617.317439,1261912.290239,5810658.025545,2157433.905685,-8294721.413015,18232300.705903,-18378087.042070,2702447.811715,1288228.620389,4013652.915767,-3642905.193180,1980143.573979,-1285901.937926,369041.152616,-4151.246173
2437999.910560,-2907862.069658,-4163626.175642,394138.928654,-2057607.634110,704630.438912,162314.447414,4399187.418542,3876177.816465,-2403918.712606,-3893186.084512,2425730.199948,-2015223.774735,703429.145860,3859832.423074,4851432.781497,-5273122.503409,3530231.069754,5165754.029682,-3342136.377347,-7897320.094824,322922.344285,3308055.439000,4720707.406100,-213723.918500,-49014.946224,-5409981.782040,-6034862.966165,-1717232.153573,-5275068.249919,2097466.577744,2997867.655782,-716047.180559,673909.388464,-1645631.706792,4535344.629990,10273565.556888,4962978.066597,-4635518.205535,-4575955.721840,-3298086.871934,-3750953.150134,472269.167368,10560228.883412,4229251.334709,-10866108.969960,11741171.051347,-4960451.786643,937971.017095,-5429119.923227,-12028689.442946,8911461.681920,-2926730.046452,6917142.479048,-2673081.781992,-3212839.228400,-2093400.791808,-2477757.474011,-825347.987321,2019632.328685,12833908.805500,-4688057.521307,-7221614.060586,3435592.368449,10401174.541564,-9071663.928534,7315584.208036,-972263.120277,3750912.944649,2614683.399045,-14004326.240949,-9537065.925193,4775563.086018,10079754.572145,2392174.560149,-6116208.594372,-6222213.086547,-11364264.346835,13265188.617242,15349960.678516,-202312.602578,-5678202.563582,-4445341.259142,-2305195.752144,3557907.358316,-3028559.718673,6817155.378516,-9661284.400036,39489.375216,728661.000079,4923686.836878,3829976.672647,-3030756.053387,-3486578.971259,4992358.354203,-11860913.446320,11056516.491538,-162089.835171,-5922918.119656,4102521.019612,1651909.292427,2691455.875854,-7378207.071916,-7636717.883024,15056324.667213,-1933493.685057,-4639745.405352,-2960449.675822,10084575.479817,-4310677.205878,-3601774.719624,-235763.089003,1511801.494529,5204149.134803,2660892.129969,-16145043.037989,2960697.109392,9996049.089671,3461604.239809,-9218548.563412,725362.473880,5000232.540705,-6583564.294714,-978385.290815,6425346.809022,727707.927747,-5542447.428018,-929469.857779,5271997.287874,1922814.183373,-7626455.508174,2837415.338765,3136038.862722,-1748385.083958,-3864059.751086,5263711.695941,1672431.550604,-9638571.324206,7228671.526811,-1071745.966798,2922076.976316,-5718562.806294,-1057126.733118,10276553.667232,-1834333.672282,-10950052.739531,1264197.081314,5807917.936124,2157126.097446,-8294542.757501,18228752.446593,-18371450.652364,2699203.113636,1289736.602683,4011679.868655,-3642227.813521,1980121.313129,-1285617.263461,368880.481983,-4140.183887
2438085.376758,-2906795.653106,-4160512.857879,393973.193168,-2057653.489169,702984.818719,163075.376697,4399625.394524,3873429.623745,-2402535.105321,-3893319.129212,2422613.084978,-2013636.698284,703461.606105,3858167.865382,4845368.915845,-5269023.612778,3528650.176027,5164391.569463,-3338368.026711,-7894532.990090,323329.269076,3306759.768668,4717914.330333,-212048.320141,-49920.276321,-5407823.230084,-6029392.932318,-1718048.309178,-5271571.372260,2096783.986037,2992624.390752,-716161.014431,674511.976169,-1647151.286248,4531458.314781,10268196.813855,4962561.437340,-4631200.393262,-4571737.920706,-3295245.922740,-3747679.611944,472037.154698,10552536.275105,4227068.179411,-10859517.143228,11735492.486564,-4959352.642617,937092.294745,-5429076.487679,-12023743.500167,8909024.945854,-2923443.543236,6911357.048502,-2670764.784329,-3210390.057000,-2094317.141585,-2474809.933395,-824357.300874,2018434.354453,12826454.300259,-4687592.201417,-7217392.248454,3436294.649090,10397191.815885,-9065828.474385,7312491.212316,-974538.480057,3749025.773656,2612816.479771,-13999492.738826,-9534085.657782,4774551.150816,10076472.511939,2391727.636403,-6112989.294136,-6217268.706985,-11359464.972336,13256339.086449,15344431.062619,-205099.323148,-5670795.127291,-4444364.421953,-2308017.290887,3558760.245930,-3029919.419734,6812751.477289,-9652263.768280,41334.049311,726675.231985,4921825.714660,3827699.731980,-3031735.758229,-3486054.684069,4992665.022137,-11852865.865956,11048686.184638,-161889.967729,-5920764.854660,4099238.969028,1651870.529044,2691535.115970,-7371991.179255,-7634759.413155,15047986.507536,-1933576.937929,-4637012.227643,-2959499.413465,10079212.334694,-4305829.377918,-3600150.926069,-237645.857013,1511670.468828,5201812.271607,2660662.897088,-16139077.687114,2958576.674409,9993910.544929,3459659.498904,-9216425.987069,726300.518065,4999172.144566,-6582591.856093,-976684.215553,6421917.051089,727811.775703,-5541019.328374,-930110.061734,5274015.537654,1920542.842265,-7626361.816693,2839119.082938,3132730.614889,-1745577.702558,-3863559.958706,5261362.559294,1672694.411396,-9636303.079709,7228686.860295,-1074145.673053,2920752.790754,-5714813.816056,-1055988.120026,10271342.121234,-1834186.863302,-10946386.494449,1266876.539173,5804298.167069,2155343.335323,-8290615.753986,18217968.291959,-18358230.693995,2694966.959894,1290691.494249,4008319.293022,-3640048.769979,1979721.626031,-1285578.694550,368944.807641,-4180.695028
2438231.394986,-2905013.768345,-4155325.358161,393672.782673,-2057725.528929,700228.097921,164375.054074,4400336.700436,3868808.585455,-2400203.873342,-3893538.257447,2417407.363486,-2010892.107400,703519.125748,3855362.258273,4835196.430610,-5262144.977162,3525972.681429,5162082.017899,-3332026.810345,-7889844.865800,324005.001073,3304572.950129,4713199.796558,-209292.717546,-51426.521244,-5404165.941685,-6020191.904797,-1719378.858156,-5265708.275681,2095611.975550,2983843.299089,-716360.367570,675528.196074,-1649668.466483,4524920.236227,10259166.734608,4961861.691864,-4623945.728500,-4564696.741463,-3290471.620649,-3742235.984954,471625.434144,10539588.507767,4223475.080020,-10848449.923727,11725941.277011,-4957468.033170,935619.437014,-5428980.759992,-12015331.655786,8904929.647093,-2917916.661346,6901596.746854,-2666864.949591,-3206333.187953,-2095876.440220,-2469910.576063,-822687.531164,2016447.174605,12813910.620060,-4686802.092443,-7210298.239802,3437449.866668,10390516.956968,-9056020.100352,7307366.356066,-978325.284643,3745792.707882,2609683.317314,-13991376.639658,-9529090.264919,4772826.464010,10070935.326700,2391015.718272,-6107541.705320,-6208933.551208,-11351404.560549,13241438.244180,15335121.920084,-209812.712717,-5658358.882341,-4442704.153129,-2312779.648715,3560241.592932,-3032193.403476,6805338.300087,-9637100.611203,44459.978160,723284.010683,4918722.944269,3823837.175945,-3033334.942387,-3485188.363797,4993167.858843,-11839311.064144,11035506.325659,-161571.468025,-5917146.996045,4093758.789574,1651791.303650,2691674.569520,-7361562.011839,-7631448.362124,15033956.212755,-1933704.839328,-4632433.586824,-2957904.694983,10070194.109897,-4297633.138536,-3597451.873217,-240837.531773,1511483.874757,5197884.116282,2660246.641459,-16129023.005559,2955024.695729,9990305.282271,3456347.123578,-9212814.340713,727873.124275,4997388.191906,-6580947.595425,-973844.689900,6416153.030269,728005.237773,-5538644.692960,-931171.884014,5277403.683219,1916756.287008,-7626245.350637,2841964.838040,3127230.615446,-1740887.181052,-3862730.318461,5257428.246791,1673120.140710,-9632460.554525,7228698.538493,-1078190.333747,2918502.734183,-5708486.350983,-1054012.765485,10262510.289679,-1833939.693102,-10940186.745124,1271328.458455,5798218.687157,2152388.233017,-8283985.969036,18199788.462749,-18336039.743234,2687897.267634,1292281.373127,4002675.089900,-3636388.365520,1979051.657730,-1285519.854350,369057.572302,-4249.833899
2438448.190105,-2902499.074482,-4148024.018485,393251.574553,-2057816.679392,696364.314615,166180.927783,4401310.513046,3862317.199683,-2396920.817915,-3893857.851586,2410114.797406,-2007049.152356,703601.559257,3851384.359800,4820893.800286,-5252481.263979,3522217.213968,5158841.064571,-3323156.388836,-7883221.949158,324968.735095,3301484.843972,4706622.401519,-205439.702433,-53536.152652,-5399028.666764,-6007321.331459,-1721211.058548,-5257468.379869,2093983.494271,2971499.338009,-716627.757590,676965.262179,-1653195.514841,4515741.727247,10246489.907932,4960859.003992,-4613804.304967,-4554836.439709,-3283739.808267,-3734588.523213,471060.847891,10521400.437274,4218447.624580,-10832904.637709,11712496.535190,-4954807.848050,933541.284437,-5428791.775045,-12003533.819653,8899152.821507,-2910173.307317,6887866.440718,-2661385.160317,-3200607.500546,-2098027.472345,-2463036.651732,-820292.272445,2013630.254822,12796272.495882,-4685678.265468,-7200351.365046,3439033.380853,10381134.955693,-9042256.463749,7300176.162519,-983660.791197,3741259.506164,2605323.110988,-13979950.794269,-9522065.775890,4770417.459749,10063144.409701,2389996.733708,-6099894.190211,-6197258.992298,-11340094.055445,13220545.128184,15322020.704870,-216419.191982,-5640902.659450,-4440341.172572,-2319446.147439,3562304.984279,-3035403.234256,6794920.548267,-9615786.336779,48836.215694,718502.643875,4914375.834016,3818428.461183,-3035576.326668,-3483972.764250,4993865.583347,-11820291.653317,11017019.443561,-161132.504725,-5912060.160670,4086048.866295,1651706.680701,2691884.006790,-7346983.336522,-7626782.684355,15014272.923462,-1933855.568993,-4626031.792284,-2955662.369349,10057536.248296,-4286164.578758,-3593620.744009,-245307.073268,1511198.348273,5192364.289812,2659628.791882,-16114832.493903,2950034.639204,9985222.495946,3451654.375765,-9207725.441694,730095.487363,4994886.964615,-6578630.019333,-969850.483359,6408032.682802,728254.416285,-5535265.194322,-932653.983439,5282123.199217,1911444.524889,-7626062.994126,2845949.805917,3119501.711058,-1734288.321631,-3861569.413017,5251903.383161,1673724.294195,-9627089.035952,7228717.291386,-1083827.496280,2915330.500485,-5699634.151708,-1051248.362460,10250174.268048,-1833617.555821,-10931507.109811,1277556.543717,5789726.423500,2148242.085023,-8274693.827523,18174281.384936,-18304903.185943,2677977.613413,1294518.207519,3994749.943333,-3631264.829850,1978124.818774,-1285433.548367,369208.834105,-4345.110129
2438700.109213,-2899255.007923,-4138649.422044,392707.523636,-2057911.327865,691401.099111,168508.455213,4402533.093009,3853961.445486,-2392709.151537,-3894234.242945,2400748.103906,-2002080.258605,703687.988637,3846275.376553,4802544.404745,-5240049.221119,3517374.671733,5154637.295297,-3311738.687401,-7874702.530317,326186.855185,3297498.038994,4698121.859750,-200504.418874,-56235.007434,-5392392.907260,-5990751.332412,-1723558.573787,-5246870.275722,2091875.813822,2955677.095315,-716970.032847,678802.499249,-1657700.236527,4503942.457656,10230153.506489,4959548.747752,-4600749.212591,-4542167.905008,-3275096.690563,-3724775.066986,470318.241596,10498014.111508,4211981.426245,-10812892.801320,11695180.813178,-4951375.209866,930874.991031,-5428533.643521,-11988295.817685,8891691.115036,-2900210.212177,6870223.338517,-2654335.593383,-3193269.810129,-2100790.019954,-2454218.019177,-817239.368717,2010029.147357,12773578.860415,-4684219.530281,-7187535.639648,3441061.728551,10369033.502982,-9024544.075878,7290912.260647,-990475.072862,3735402.483815,2599701.572527,-13965232.220260,-9512989.457103,4767295.391455,10053084.403404,2388690.514139,-6090045.900608,-6182236.886826,-11325518.717276,13193658.508110,15305133.443985,-224890.682052,-5618480.348000,-4437299.630526,-2327986.147565,3564922.762669,-3039482.510101,6781525.019842,-9588401.972459,54462.850467,712358.717740,4908769.397552,3811455.939261,-3038431.232731,-3482372.923577,4994712.021372,-11795808.436156,10993223.191714,-160564.802023,-5905496.527923,4076147.582234,1651561.912456,2692136.704319,-7328200.408866,-7620762.230864,14988911.794242,-1934048.681708,-4617778.399063,-2952760.799620,10041247.209703,-4271421.621006,-3588716.811473,-251028.426414,1510833.904029,5185243.732884,2658834.579613,-16096547.634007,2943617.909259,9978630.730589,3445635.179769,-9201146.400343,732946.232033,4991640.247871,-6575616.579378,-964737.510067,6397595.531800,728587.913789,-5530926.234844,-934549.088217,5288158.720600,1904615.514765,-7625782.307569,2851033.950940,3109591.343855,-1725833.716408,-3860047.713927,5244780.487269,1674479.880735,-9620111.855191,7228689.743246,-1091078.835146,2911246.620740,-5688217.313845,-1047692.100374,10234247.481953,-1833177.285244,-10920277.720584,1285520.618961,5778778.224791,2142922.982004,-8262696.305608,18141409.747000,-18264837.061564,2665242.414941,1297376.999032,3984553.076620,-3624654.814479,1976914.442289,-1285318.755219,369405.621427,-4468.448833
2438985.592317,-2895277.127622,-4127151.247201,392029.199190,-2057987.676399,685359.257342,171354.370953,4403969.284502,3843725.371840,-2387569.104431,-3894644.800796,2389276.563965,-1996007.563918,703773.825103,3839996.805217,4780109.667639,-5224829.117023,3511434.923067,5149435.958937,-3297756.876729,-7864233.503526,327681.705648,3292628.258402,4687675.079841,-194467.815767,-59525.016190,-5384228.194810,-5970435.653529,-1726431.653871,-5233878.271882,2089272.329286,2936347.354419,-717378.861270,681010.266184,-1663189.298127,4489488.496907,10210123.239144,4957882.974177,-4584768.381277,-4526626.996787,-3264526.612014,-3712749.292596,469421.123202,10469363.349272,4204028.334301,-10788353.063825,11673925.526788,-4947154.313239,927613.710811,-5428176.204186,-11969572.584249,8882492.445148,-2888034.957016,6848651.104789,-2645700.752530,-3184284.314055,-2104124.025169,-2443415.381086,-813528.322439,2005610.428088,12745761.634438,-4682407.710324,-7171836.051270,3443524.723344,10354155.403900,-9002818.647952,7279514.863885,-998780.334291,3728238.433198,2592759.336039,-13947078.317239,-9501793.218595,4763412.147547,10040668.890082,2387061.182615,-6077988.663986,-6163799.407873,-11307564.864438,13160678.351216,15284353.164179,-235203.878153,-5591067.310741,-4433543.101735,-2338359.088155,3568032.829934,-3044396.685388,6765112.000861,-9554909.894195,61313.718675,704883.859984,4901867.187384,3802914.698821,-3041895.157799,-3480366.153395,4995685.076258,-11765820.451440,10964073.450272,-159864.417285,-5897403.140373,4064014.423381,1651345.055639,2692385.834689,-7305145.359481,-7613342.889751,14957790.026193,-1934278.181319,-4607625.093656,-2949176.403811,10021232.469824,-4253387.267285,-3582696.370575,-257995.484671,1510368.665324,5176503.021635,2657854.233830,-16074094.444678,2935759.535786,9970471.810223,3438285.607719,-9193011.394397,736393.365520,4987608.478781,-6571857.574653,-958485.027046,6384799.395244,728976.980639,-5525550.468829,-936864.978749,5295447.380113,1896257.004153,-7625318.571066,2857194.417765,3097457.536456,-1715505.371782,-3858135.890392,5236028.547234,1675359.894785,-9611447.751706,7228556.892158,-1099926.747206,2906234.068703,-5674205.087755,-1043349.443393,10214662.395732,-1832593.112556,-10906433.603405,1295241.850527,5765319.445289,2136398.203680,-8247952.956512,18101089.301374,-18215725.804215,2649667.657444,1300832.313257,3972097.321405,-3616558.264449,1975397.829966,-1285150.158054,369639.437309,-4619.272378
2439314.999770,-2890574.886614,-4113535.775146,391231.893559,-2058061.709976,678232.405060,174681.133360,4405620.845092,3831629.425731,-2381468.086664,-3895082.537098,2375715.160369,-1988876.974605,703871.495881,3832547.354706,4753608.628635,-5206826.109489,3504404.646988,5143271.237357,-3281247.589737,-7851792.552877,329441.072927,3286826.754535,4675351.941431,-187340.516279,-63411.302937,-5374562.268695,-5946435.920494,-1729809.985094,-5218485.855569,2086190.219870,2913502.260306,-717857.031049,683618.239460,-1669636.359317,4472399.432620,10186395.521811,4955861.490172,-4565908.205421,-4508264.637247,-3251997.262893,-3698517.567713,468372.955547,10435498.905628,4194597.504916,-10759329.959406,11648749.179559,-4942127.308232,923745.410689,-5427683.243769,-11947411.533090,8871554.987447,-2873666.068694,6823147.042265,-2635497.893974,-3173634.526547,-2107997.364608,-2430647.140673,-809143.477014,2000369.015876,12712822.606516,-4680217.569553,-7153248.212031,3446383.109126,10336523.895287,-8977124.205826,7265959.500028,-1008571.921226,3719788.552151,2584582.757049,-13925533.647260,-9488499.047878,4758776.713716,10025940.424498,2385081.223093,-6063706.774213,-6142026.323530,-11286278.512468,13121706.878454,15259675.998838,-247344.806284,-5558701.784871,-4429055.895534,-2350554.750717,3571663.941646,-3050176.733245,6745667.302076,-9515299.018675,69371.519707,696055.744258,4893703.957060,3792822.970198,-3045966.719840,-3477974.680878,4996795.545986,-11730362.948545,10929615.484959,-159050.606386,-5887780.166559,4049646.252235,1651073.024224,2692659.872393,-7277896.445044,-7604517.764888,14920942.840136,-1934502.987432,-4595632.674792,-2944923.620204,9997575.271371,-4232142.336977,-3575538.797088,-266185.817593,1509782.597208,5166151.553002,2656662.711085,-16047443.416503,2926458.365260,9960762.646161,3429562.861442,-9183324.386640,740457.980435,4982803.231307,-6567354.164304,-951096.633510,6369636.179696,729412.584996,-5519138.689670,-939568.500330,5303968.926473,1886364.809557,-7624671.649962,2864432.689071,3083104.813067,-1703301.725224,-3855849.437008,5225663.608279,1676390.029201,-9601162.564404,7228325.959292,-1110315.675189,2900308.229760,-5657655.832725,-1038278.033056,10191554.050413,-1831891.000264,-10890038.108284,1306704.769075,5749403.714929,2128673.893739,-8230507.966673,18053398.495901,-18157647.092259,2631285.274103,1304884.048684,3957373.421334,-3606988.428178,1973604.226297,-1284936.938938,369905.218967,-4795.326717
2439633.384917,-2885055.008397,-4097789.776315,390287.982435,-2058060.135697,670010.651192,178528.546939,4407405.553779,3817636.195763,-2374433.872946,-3895529.346242,2360085.246834,-1980608.056520,703922.934311,3823898.778741,4723029.302009,-5185986.320813,3496248.458526,5136024.863425,-3262188.456908,-7837357.123502,331466.658251,3280104.516052,4661044.280993,-179154.095213,-67848.751530,-5363305.731247,-5918702.110433,-1733661.017542,-5200673.528537,2082623.984489,2887198.404135,-718382.709328,686603.529803,-1677033.354981,4452658.438345,10158899.641679,4953422.741671,-4544125.904008,-4487044.399914,-3237528.428968,-3682087.476119,467156.015487,10396311.366526,4183689.035446,-10725691.679785,11619509.451339,-4936293.782475,919260.603034,-5427001.063129,-11921641.026483,8858790.539043,-2857071.262565,6793685.472866,-2623697.727381,-3161347.475268,-2112366.209339,-2415930.315223,-804058.123890,1994331.141971,12674644.127145,-4677628.225223,-7131721.927619,3449626.289437,10316014.002738,-8947390.313736,7250228.084816,-1019820.168260,3709972.578975,2575081.863710,-13900486.323967,-9472964.296967,4753407.644731,10008767.519538,2382785.110023,-6047198.574449,-6116827.313405,-11261563.989293,13076567.673564,15230997.173332,-261294.578265,-5521354.094439,-4423822.864904,-2364524.696552,3575749.143543,-3056778.946580,6723192.001679,-9469539.576387,78674.777853,685844.602384,4884221.749527,3781147.667537,-3050616.219918,-3475136.608063,4997964.074141,-11689304.103240,10889716.372854,-158109.362171,-5876577.553874,4033030.468261,1650720.773519,2692929.380623,-7246360.807058,-7594247.449855,14878232.464889,-1934731.735358,-4581733.399016,-2939942.363206,9970141.297582,-4207602.355319,-3567255.815725,-275591.770913,1509081.048591,5154128.063645,2655237.719127,-16016438.036386,2915689.289894,9949367.073994,3419479.706585,-9171998.646622,745145.519199,4977155.418523,-6562061.812566,-942573.416459,6352077.436460,729915.484255,-5511666.183738,-942670.666609,5313663.151477,1874955.533877,-7623760.119664,2872684.308421,3066538.133744,-1689231.595457,-3853135.884097,5213629.387261,1677530.050766,-9589116.387043,7227926.942185,-1122281.869440,2893436.274379,-5638491.400537,-1032400.716095,10164749.760007,-1831065.513485,-10870930.386933,1319823.698750,5730992.447013,2119771.616039,-8210235.997413,17998074.206944,-18090412.521908,2610070.402168,1309535.401109,3940340.286144,-3595897.753073,1971494.387077,-1284663.139503,370204.063390,-4998.181529
2439964.701459,-2878775.363882,-4079869.453327,389206.367313,-2057983.968280,660742.350267,182852.513526,4409321.711927,3801706.608039,-2366454.827480,-3895909.779337,2342313.331165,-1971261.823807,703963.304522,3814018.569194,4688340.450232,-5162312.124183,3486951.166844,5127721.807997,-3240542.944816,-7820842.561531,333786.569452,3272417.170649,4644759.119738,-169872.671760,-72874.206282,-5350450.273358,-5887169.127627,-1737997.110072,-5180385.483554,2078542.731718,2857362.633997,-718951.952176,689940.938157,-1685351.759685,4430198.780979,10127563.270000,4950512.153871,-4519405.258629,-4462923.480792,-3221081.188167,-3663373.066587,465788.228164,10351758.438244,4171238.596882,-10687394.687304,11586170.284053,-4929610.042074,914167.679193,-5426096.899378,-11892220.613677,8844141.988922,-2838274.738385,6760204.324290,-2610267.973414,-3147345.373984,-2117224.257347,-2399205.372834,-798310.982618,1987428.416884,12631167.589775,-4674616.522303,-7107228.583733,3453229.076872,10292603.369361,-8913540.840560,7232239.305782,-1032550.504815,3698843.183593,2564256.528185,-13871775.270331,-9455154.257825,4747181.780579,9989065.731124,2380094.507591,-6028422.914504,-6088146.742896,-11233291.096611,13025218.457019,15198165.640661,-277017.950502,-5479008.331393,-4417769.104880,-2380245.279683,3580213.983652,-3064154.894620,6697599.645081,-9417546.700220,89160.631815,674295.269530,4873390.543520,3767877.879282,-3055837.373680,-3471814.845591,4999159.675614,-11642623.757253,10844361.871866,-157045.653287,-5863726.014524,4014127.615774,1650229.918431,2693135.519244,-7210430.847330,-7582457.584855,14829548.139531,-1934970.196074,-4565872.773592,-2934211.921310,9938878.771135,-4179808.446097,-3557804.753202,-286168.663319,1508220.979685,5140416.552947,2653569.572503,-15980998.980969,2903436.200822,9936233.169430,3408015.685808,-9158972.852113,750416.410496,4970644.559860,-6555899.996680,-932917.244917,6332067.339721,730441.093535,-5503040.784659,-946166.452774,5324485.499168,1861980.403370,-7622492.012355,2881929.934004,3047712.519265,-1673269.517863,-3849965.699860,5199884.699760,1678762.970280,-9575229.297324,7227290.687807,-1135803.051129,2885626.568549,-5616682.478395,-1025796.699698,10134217.679984,-1830052.826875,-10849063.696341,1334658.122594,5709983.707876,2109653.270480,-8187115.941248,17935081.218254,-18013931.182736,2586020.057213,1314744.551500,3921013.626418,-3583295.712062,1969059.313093,-1284308.087911,370526.706739,-5226.801514
