-3695854.989439,2103852.169793,3868537.138379,-1643644.681910,3126866.957255,-113328.233432,-2971358.252887,-8649977.433809,-4635706.544811,-120802.479710,14150167.271673,5717799.281343,990546.565629,-3359193.331243,7611884.393532,2530351.438937,-5070041.256027,-3247564.576316,-6017502.145174,-8078494.711221,-4029340.484873,-5715534.122403,6201417.682464,385136.663020,2589222.745088,3517636.149210,954962.938025,2034942.183785,4444891.284054,2067340.133427,13391643.418548,-18183438.748108,12383614.555005,-1882866.019086,-5447090.518657,321007.776996,-3432829.235595,-3750557.371947,-4020706.643377,-6514506.248246,3844099.664204,-1273515.920006,6416799.959035,10192552.114560,871964.788569,-2483997.487216,-3761542.541151,3118599.653461,-6878877.102143,-4126975.880691,-3862479.652609,3213189.421066,-3147596.345557,7537508.494921,5141484.293655,7962581.936737,3268152.187759,-7620503.333403,-631995.875549,-1028433.525013,-9943996.483197,-1666667.059919,8275020.905546,-5572923.605821,-4978484.113047,12765641.188374,798555.379078,-3164959.240082,-3002584.741642,-3337706.258699,6838343.930492,553916.791249,-8008130.804234,13122901.911418,-5057943.132909,-6116582.425247,5643180.725480,8185525.307047,-16509573.116046,-1344096.810845,11920614.528846,-3054835.578735,-2454685.841861,3465873.258377,-2275895.207773,1418850.823174,3387133.229457,-12708258.238807,8568114.099677,-2324687.987811,5311702.741481,-1125842.283875,-1684433.552207,1929403.326486,-5950749.689535,1047532.324255,5240699.320825,-5161308.397453,3217265.756094,1512707.012146,-4634213.050843,4355576.681306,-996720.294309,-1763993.658520,-5126835.997269,8081142.476559,-1055621.574268,2212332.346585,-2744435.646212,-7385719.626038,8476952.814081,5431460.449367,-12770002.409178,2351544.886202,10273101.575191,-11837056.299228,6047132.166331,-2006625.696854,1451389.454499,3659686.389580,-10987883.252020,6920631.979348,3015155.005506,-810888.808138,-9284905.468514,9233817.594630,-1065172.346561,-2621204.167437,2846510.644073,-2096229.415862,2194732.121057,-5035858.720439,4483478.989948,-1102874.253778,232521.084231,-1156966.965951,2730706.387492,-3141982.715768,1595274.666529,-289082.651928
-3696988.495111,2105362.330329,3867486.015324,-1642986.904652,3126975.437057,-113892.790466,-2968811.357248,-8647889.352153,-4634786.778815,-121687.378251,14145483.125727,5714913.398421,989976.437128,-3359643.559204,7611389.893362,2532030.401536,-5068919.745429,-3247708.353389,-6014956.520906,-8075937.438726,-4030155.854458,-5715149.557757,6200979.238665,384593.213676,2589803.423270,3517137.558873,955429.631400,2035335.144377,4444159.293258,2066280.008938,13387800.140296,-18178912.026805,12380075.767643,-1883052.898355,-5445514.712218,320393.485353,-3433928.136090,-3749622.724252,-4020665.682844,-6512636.777798,3844746.616052,-1273353.533288,6416498.435311,10190018.901222,873401.386594,-2484688.836410,-3760040.124606,3117570.940418,-6877041.104185,-4125914.950471,-3860857.284718,3213800.116382,-3146681.982158,7532712.885143,5139362.593835,7959343.495613,3265692.570671,-7616856.454041,-631538.422940,-1027574.089395,-9940453.773269,-1664767.166306,8272947.607323,-5571817.905971,-4978517.932533,12761873.779400,798798.996590,-3163413.585937,-3001282.990069,-3337767.011117,6836495.450434,553028.813563,-8006497.885809,13119666.701552,-5055907.111770,-6114468.032456,5642124.884253,8183232.917360,-16506856.869127,-1341545.098307,11915225.957119,-3052651.346911,-2454667.515862,3466314.040416,-2277619.978607,1419158.551921,3387047.103784,-12704204.247951,8566043.989492,-2324920.369439,5309796.162141,-1127229.572353,-1683424.156406,1931417.053237,-5950014.008278,1048199.300832,5238018.806592,-5160739.642607,3217802.390708,1511601.248281,-4634552.695057,4356469.542858,-994990.316216,-1764486.561962,-5127854.131955,8079367.832495,-1053646.498090,2212048.247632,-2744305.649052,-7385493.671518,8477171.345038,5429456.101502,-12766878.786988,2349501.749882,10271749.450701,-11833121.216419,6044411.777360,-2005835.398464,1450899.900152,3658104.511525,-10984067.133395,6919577.403076,3012867.298306,-810909.613216,-9281292.183945,9231689.041663,-1065986.053166,-2620442.722426,2845534.257401,-2094910.213648,2193788.022756,-5033737.879869,4482362.419882,-1104959.631558,234117.782614,-1156473.481258,2730411.525350,-3142322.837466,1595462.992897,-289099.888374
-3696547.778141,2103202.279970,3865272.253882,-1642187.180627,3125075.041583,-112575.813098,-2968572.723074,-8647312.152058,-4633575.056105,-121031.185542,14145189.308156,5713679.447742,990074.968498,-3358803.259990,7612024.013249,2533274.976897,-5067682.174149,-3248194.041468,-6014181.016812,-8075668.491801,-4028872.965987,-5713309.702367,6199724.343551,383529.173831,2590121.763453,3516086.912608,956329.949061,2034280.060816,4442352.577137,2065716.093222,13384207.877240,-18174929.145022,12377348.212528,-1884640.025508,-5445483.141629,320488.486339,-3434225.007804,-3748968.564435,-4017543.369969,-6511289.743178,3844418.999291,-1271593.978794,6416491.811058,10189854.393016,873875.166524,-2485047.078311,-3760543.810072,3116402.225738,-6876630.881575,-4124061.004711,-3859203.607095,3211066.196283,-3147272.260461,7530927.660831,5139197.119231,7956043.781596,3264918.036880,-7616549.115598,-629704.270033,-1026426.138399,-9937740.534212,-1661250.549473,8271755.020077,-5570023.075345,-4981112.041652,12757953.157044,797824.628824,-3161447.769367,-3001697.021310,-3336875.255717,6835462.494792,552787.621794,-8003449.489432,13118192.813572,-5055603.577438,-6114222.259690,5640490.916305,8181297.195881,-16502574.713042,-1341199.754764,11911993.147086,-3051172.254951,-2454720.901815,3466433.005001,-2278548.846361,1419360.258454,3386871.201478,-12700581.496179,8564184.086387,-2326957.325852,5310168.451460,-1128393.912442,-1682681.988879,1933918.644344,-5950856.226318,1047918.988331,5237694.791871,-5160751.191714,3218121.997910,1509752.085955,-4632619.407729,4356923.155236,-996964.180693,-1763314.343673,-5126233.215905,8076890.090635,-1052797.451157,2211040.616548,-2743616.016883,-7383592.804946,8475302.306943,5427620.869861,-12763272.261937,2348618.026395,10269576.942372,-11830648.395026,6043411.747282,-2005976.352227,1451243.902425,3656857.954329,-10981003.315966,6917114.679748,3011747.452888,-809892.730424,-9278345.514836,9229830.623373,-1067776.551430,-2618674.063951,2843581.515802,-2092408.519754,2192858.697978,-5033546.040760,4480149.207605,-1100684.998855,231412.977774,-1157056.790248,2731669.039233,-3142504.112036,1595255.065762,-289036.318915
-3695804.748055,2099637.663792,3861573.075730,-1640862.027591,3121930.858322,-110428.262213,-2968215.551025,-8646315.959915,-4631528.521465,-119911.415695,14144687.767304,5711635.836259,990229.657012,-3357405.346520,7613062.275280,2535286.252914,-5065623.704208,-3248997.900850,-6012846.590552,-8075254.486266,-4026687.646346,-5710295.951960,6197616.711388,381814.719931,2590616.138554,3514369.568487,957819.007578,2032521.388406,4439354.575612,2064764.666590,13378208.892010,-18168278.778550,12372819.722459,-1887280.178480,-5445407.162940,320617.272433,-3434657.447752,-3747889.813234,-4012317.001614,-6509083.384218,3843822.548954,-1268655.254535,6416461.392451,10189551.391709,874666.259400,-2485627.377253,-3761344.299581,3114424.776939,-6875925.960416,-4120987.893989,-3856500.667656,3206476.750192,-3148202.586909,7528064.940530,5138901.984969,7950581.008673,3263630.436292,-7616033.571218,-626682.178569,-1024513.718963,-9933274.982322,-1655458.258650,8269780.813059,-5567082.214194,-4985364.758392,12751470.776133,796196.888865,-3158166.504893,-3002381.875538,-3335361.960731,6833706.804500,552417.743223,-7998398.758760,13115715.145449,-5055111.549882,-6113803.478549,5637760.574985,8178067.955698,-16495381.665838,-1340659.857222,11906629.891053,-3048733.066497,-2454783.356428,3466565.481027,-2280045.560053,1419691.693018,3386598.967164,-12694555.746914,8561045.928225,-2330337.818341,5310785.936061,-1130285.994948,-1681442.663705,1938031.065029,-5952260.709666,1047461.697994,5237190.332332,-5160786.535279,3218639.624505,1506669.603536,-4629369.632497,4357650.620515,-1000247.115831,-1761360.464640,-5123519.148658,8072759.635637,-1051406.197728,2209372.585658,-2742460.043312,-7380418.406792,8472175.526917,5424561.464222,-12757281.041550,2347207.305342,10265899.770573,-11826507.042572,6041735.860511,-2006198.984854,1451806.428936,3654784.715287,-10975885.442712,6912986.268855,3009895.923450,-808188.927351,-9273467.045718,9226762.746830,-1070744.935508,-2615765.646748,2840327.610759,-2088227.561381,2191336.505131,-5033249.752415,4476442.424161,-1093531.955373,226895.425624,-1158026.572468,2733753.541399,-3142794.184358,1594904.175651,-288929.937589
-3694738.492147,2094615.406173,3856388.354272,-1638999.939734,3117498.791950,-107402.676830,-2967668.372338,-8644883.121549,-4628641.442202,-118345.978411,14143893.061710,5708720.005858,990410.442457,-3355411.413133,7614482.715990,2538123.903231,-5062700.404112,-3250111.156249,-6010981.021816,-8074591.968626,-4023637.039556,-5706004.828047,6194630.943390,379386.178912,2591304.699288,3511914.319914,959885.820314,2030040.478150,4435119.342643,2063470.062056,13369745.003337,-18158863.253707,12366401.871235,-1890974.376902,-5445283.333483,320801.632361,-3435275.994840,-3746328.415027,-4004984.443820,-6505925.194857,3842988.493367,-1264533.932242,6416390.613234,10189059.853312,875747.045064,-2486437.675219,-3762481.644438,3111658.197818,-6874912.498617,-4116637.587486,-3852641.167497,3200062.632638,-3149511.292552,7523937.980323,5138453.480315,7942843.630159,3261808.882146,-7615246.501101,-622400.724696,-1021846.927115,-9926934.903707,-1647306.168163,8266975.420352,-5562879.388132,-4991340.631719,12742268.531212,793895.431668,-3153591.078854,-3003300.137766,-3333233.315144,6831263.106124,551881.479474,-7991269.331467,13112167.861949,-5054372.586899,-6113203.090060,5633900.780141,8173497.432551,-16485233.815032,-1339853.681111,11899022.122692,-3045298.443946,-2454862.605660,3466769.612789,-2282149.361282,1420129.783241,3386185.485318,-12686022.897784,8556613.979772,-2335042.825148,5311601.855939,-1132939.303353,-1679713.567505,1943806.194443,-5954207.524241,1046837.049421,5236423.373764,-5160778.410440,3219331.372473,1502339.271575,-4624778.064225,4358647.846026,-1004862.097985,-1758591.609316,-5119706.613325,8066938.892324,-1049455.469482,2207031.960645,-2740831.775979,-7375933.123623,8467749.977151,5420242.259595,-12748793.034595,2345185.326085,10260714.430754,-11820668.193669,6039381.653201,-2006501.641827,1452571.919060,3651860.879308,-10968650.526834,6907188.521350,3007259.758397,-805800.021610,-9266554.953965,9222375.500401,-1074913.217855,-2611613.098156,2835747.440383,-2082377.801745,2189153.584077,-5032780.405014,4471251.497977,-1083526.061197,220574.479038,-1159385.155001,2736642.146693,-3143157.630799,1594392.295048,-288777.719665
-3693292.235796,2088163.308386,3849626.102567,-1636617.686377,3111817.355278,-103565.146666,-2967035.597153,-8642886.828041,-4624836.282580,-116274.727334,14142690.662517,5704948.246415,990630.892374,-3352817.601181,7616251.257921,2541679.486982,-5058890.555240,-3251507.143559,-6008424.364142,-8073767.590695,-4019601.980394,-5700488.635383,6190673.767868,376347.497639,2592078.625258,3508805.615702,962510.435517,2026804.465094,4429657.825521,2061796.510206,13358599.011362,-18146498.760024,12358075.810137,-1895807.045630,-5445003.434632,320954.246683,-3435858.058148,-3744280.140213,-3995381.645540,-6501863.307965,3841728.164382,-1259161.471157,6416214.613958,10188319.513699,877081.850729,-2487472.813767,-3763849.101736,3107979.386771,-6873497.992278,-4111042.426489,-3847746.850830,3191625.181337,-3151020.107521,7518822.295977,5137843.863491,7932850.646509,3259495.139790,-7614107.054918,-616953.681035,-1018393.987518,-9918883.636600,-1636988.869600,8263291.139859,-5557453.572472,-4998808.162405,12730363.571455,790839.729015,-3147620.912976,-3004392.369439,-3330363.602203,6827943.508556,551290.921371,-7982089.870362,13107430.386075,-5053435.203834,-6112358.456684,5628837.633432,8167504.406411,-16471811.414871,-1338880.460231,11889156.997128,-3040897.192144,-2454887.499128,3466813.377741,-2284718.140066,1420703.644204,3385680.718014,-12674931.818089,8550674.107271,-2341045.094467,5312643.760131,-1136245.754092,-1677461.165705,1951123.584304,-5956753.013329,1046068.569073,5235533.939215,-5160782.294632,3220148.007192,1496696.001781,-4618670.137843,4359847.378950,-1010899.949479,-1754958.690668,-5114713.541507,8059420.182555,-1047098.196305,2204115.600670,-2738729.626979,-7370075.901462,8461930.599916,5414674.377651,-12737836.110020,2342758.939891,10253756.396680,-11813007.351229,6036337.858312,-2006891.572930,1453544.017758,3648048.653159,-10959176.334435,6899586.674935,3003853.029911,-802687.308682,-9257586.232712,9216689.776773,-1080325.782962,-2606281.821413,2829870.143473,-2074830.914230,2186373.115773,-5032152.688878,4464406.451349,-1070449.366594,212355.654117,-1161142.049573,2740318.473045,-3143542.017734,1593690.443179,-288574.944709
-3691480.445854,2080228.459314,3841336.889753,-1633663.666532,3104793.930126,-98846.399657,-2966165.562267,-8640385.999670,-4620140.190899,-113767.769302,14141036.941548,5700259.879393,990875.861182,-3349592.474898,7618326.448868,2546025.948666,-5054172.698042,-3253125.840451,-6005276.699349,-8072623.926126,-4014646.857854,-5693633.943532,6185776.302610,372559.542963,2593001.776221,3504908.387964,965728.551801,2022814.693482,4422895.417880,2059746.734599,13344871.332447,-18131188.238960,12347738.166407,-1901626.072306,-5444642.636016,321194.461359,-3436627.292179,-3741689.764338,-3983661.877322,-6496774.672027,3840217.556195,-1252600.384190,6415927.368281,10187263.577967,878683.622783,-2488687.172953,-3765524.728283,3103483.973327,-6871713.870134,-4104121.186324,-3841651.672440,3181343.241352,-3152872.196829,7512331.343430,5137037.552020,7920511.810446,3256597.662792,-7612624.514752,-610232.476019,-1014164.939954,-9908833.818119,-1624287.691167,8258652.753845,-5550692.702640,-5007945.645247,12715611.651358,787114.240722,-3140353.584372,-3005692.574111,-3326865.034227,6823890.521167,550524.550558,-7970737.693466,13101482.652394,-5052174.384298,-6111282.910298,5622597.194101,8160072.561727,-16455289.704806,-1337602.904702,11876928.834818,-3035487.573599,-2454902.668219,3466926.402889,-2287877.598887,1421353.806263,3384980.419681,-12661203.530311,8543369.936844,-2348328.783230,5313834.191308,-1140315.913067,-1674705.537470,1960036.520210,-5959718.548409,1045120.102568,5234304.286891,-5160685.801148,3221112.874106,1489803.502238,-4611205.607034,4361274.009630,-1018222.369768,-1750516.992618,-5108547.504511,8050068.098812,-1044118.091860,2200494.162668,-2736130.441791,-7362830.902612,8454726.154597,5407788.965811,-12724238.706792,2339664.228910,10245211.139840,-11803522.926377,6032534.848599,-2007328.419816,1454697.246913,3643366.067431,-10947514.808091,6890276.588380,2999660.489154,-798914.970019,-9246506.875796,9209570.773699,-1086878.804008,-2599660.429386,2822620.721821,-2065633.121669,2182932.980745,-5031290.972622,4456039.584707,-1054547.019388,202353.496901,-1163269.535298,2744771.219722,-3143978.784661,1592817.307062,-288324.215720
-3689233.902401,2070840.901255,3831456.551042,-1630177.767988,3096470.176980,-93315.816277,-2965148.000500,-8637193.172967,-4614453.115508,-110750.234242,14138751.894714,5694603.077659,991100.916348,-3345691.603137,7620623.936478,2551050.835492,-5048488.542118,-3254979.225461,-6001376.482267,-8071170.262534,-4008651.041718,-5685479.531404,6179821.247717,368169.459999,2593970.874907,3500292.625940,969464.153688,2018051.374561,4414834.908319,2057319.663264,13328301.846830,-18112677.763805,12335311.807261,-1908541.684821,-5444052.399643,321391.680585,-3437319.244829,-3738533.838701,-3969616.360458,-6490681.701454,3838227.744263,-1244771.019254,6415429.983373,10185778.442692,880502.166290,-2490086.998628,-3767402.099202,3098051.737866,-6869422.402440,-4095890.700086,-3834430.805513,3169045.230618,-3154887.644088,7504702.595854,5135976.882987,7905782.727587,3253158.527487,-7610672.349280,-602308.507657,-1009158.514972,-9896923.370711,-1609393.492505,8253029.200321,-5542586.381699,-5018521.136342,12697953.292058,782630.177056,-3131702.494928,-3007107.355699,-3322580.471079,6818899.926435,549688.159096,-7957233.353002,13094156.058392,-5050621.485956,-6109875.899566,5615064.188260,8151100.739414,-16435286.916713,-1336093.696614,11862265.438516,-3029093.403690,-2454818.343431,3466847.911803,-2291467.685721,1422088.025482,3384129.499905,-12644710.668557,8534437.093789,-2356840.548552,5315134.234558,-1145009.330245,-1671415.829144,1970458.152485,-5963206.348720,1044051.159082,5232845.334383,-5160499.451159,3222133.381496,1481580.112069,-4602144.876542,4362830.597294,-1026960.199432,-1745162.745590,-5101156.741744,8038913.955757,-1040716.387971,2196273.337450,-2733025.807768,-7354103.448802,8445999.808620,5399567.838135,-12707965.424181,2336134.722617,10234732.564334,-11792076.168727,6027994.294812,-2007823.795630,1456012.329993,3637755.440096,-10933467.820916,6879097.442056,2994639.201665,-794409.151973,-9233247.144046,9200989.059296,-1094636.456490,-2591777.912876,2814020.253955,-2054725.872721,2178827.713914,-5030179.953207,4446002.140856,-1035606.987271,190472.670660,-1165769.337655,2749928.977976,-3144351.627991,1591717.384405,-288017.278057
-3686518.017850,2059937.912150,3819947.202537,-1626086.209332,3086757.110178,-86915.467996,-2963872.320059,-8633354.170812,-4607795.661184,-107286.746066,14135718.654459,5687961.500869,991353.785672,-3341106.063090,7623135.016417,2556820.470380,-5041818.846568,-3256934.336843,-5996731.151128,-8069316.745590,-4001676.972860,-5675873.631855,6172813.924399,363019.797502,2594961.150937,3494849.927346,973777.610180,2012484.714609,4405409.065026,2054491.670701,13308817.571096,-18090853.754156,12320689.786620,-1916472.709236,-5443267.228578,321649.995851,-3438076.278813,-3734711.815921,-3953333.278551,-6483456.372625,3835883.305727,-1235686.346410,6414703.588045,10183810.617186,882507.567128,-2491633.365132,-3769524.666569,3091696.696122,-6866643.863991,-4086271.880402,-3825975.158758,3154786.210251,-3157136.767391,7495627.717698,5134676.754726,7888583.848149,3249106.498766,-7608190.686523,-593109.179597,-1003340.288978,-9882937.002436,-1592184.723890,8246256.146740,-5533005.611013,-5030575.052231,12677228.464542,777394.126695,-3121681.733261,-3008630.938453,-3317598.442309,6813015.656142,548729.454729,-7941453.525055,13085379.908282,-5048667.049648,-6108130.654442,5606236.357441,8140497.594878,-16411805.809237,-1334263.238923,11845048.037163,-3021654.034955,-2454674.754418,3466707.309869,-2295577.419503,1422913.661083,3383039.378102,-12625377.148335,8523922.576346,-2366582.323521,5316544.620529,-1150419.927286,-1667579.993900,1982360.366373,-5967029.066556,1042797.787711,5231020.899103,-5160138.473690,3223219.281835,1472045.264277,-4591558.300647,4364518.266967,-1037023.213800,-1738953.700695,-5092468.580247,8025794.043461,-1036756.316744,2191399.355414,-2729411.854626,-7343851.852864,8435709.453729,5389990.897960,-12688892.543554,2331983.767787,10222403.155343,-11778591.497174,6022628.643315,-2008352.672865,1457486.841916,3631203.430566,-10917024.838585,6866074.351508,2988789.997153,-789233.672353,-9217706.334030,9190804.729075,-1103558.135543,-2582507.371418,2804014.945652,-2042181.479218,2174047.552281,-5028726.091328,4434294.520347,-1013738.589139,176774.137532,-1168625.459271,2755792.626139,-3144683.235941,1590400.497853,-287654.876681
-3683263.364038,2047527.555813,3806748.839075,-1621422.547965,3075667.277610,-79705.381295,-2962388.731831,-8628672.795197,-4600042.846491,-103305.981140,14131732.956485,5680256.911969,991552.068150,-3335756.691587,7625757.592287,2563226.914391,-5034084.332698,-3258995.342613,-5991207.449368,-8067019.491097,-3993580.326415,-5664834.071519,6164611.381588,357235.300299,2595885.930090,3488599.626340,978590.871479,2006072.781642,4394582.110371,2051294.878443,13286191.355618,-18065446.050381,12303753.782392,-1925464.676570,-5442165.497345,321881.099892,-3438688.179884,-3730187.468379,-3934625.840923,-6475088.045510,3832977.279376,-1225289.736113,6413654.389802,10181185.121699,884649.048231,-2493303.198204,-3771818.056488,3084324.832882,-6863239.717874,-4075249.410078,-3816303.406881,3138426.708574,-3159446.329072,7485264.039437,5133048.844985,7868816.531834,3244457.669444,-7605058.672050,-582670.994846,-996701.575373,-9866935.731541,-1572785.019340,8238301.870555,-5521916.107408,-5043947.621636,12653317.367729,771334.538264,-3110243.570383,-3010162.618893,-3311770.811393,6806086.598887,547716.535485,-7923362.974946,13074955.598635,-5046303.342558,-6105970.702665,5595994.477530,8128155.535066,-16384475.477448,-1332143.641661,11825157.756579,-3013204.258103,-2454369.258127,3466301.862852,-2300049.127063,1423772.112048,3381717.646113,-12603006.837234,8511575.735503,-2377468.864830,5317983.669722,-1156434.953881,-1663184.472514,1995672.528599,-5971239.415653,1041426.993947,5228878.389871,-5159586.368334,3224279.057343,1461131.500643,-4579236.812210,4366243.191981,-1048530.630338,-1731766.909104,-5082420.238020,8010668.483604,-1032381.667418,2185947.630141,-2725267.078579,-7331964.616500,8423711.924044,5378994.777207,-12666905.950695,2327369.677654,10207916.767075,-11762926.420918,6016442.242674,-2008916.797208,1459093.926208,3623654.326662,-10897992.414327,6851066.013103,2982066.700643,-783332.359104,-9199797.555566,9178941.224606,-1113667.000300,-2571846.048715,2792592.626677,-2027945.880571,2168571.885679,-5026903.871868,4420802.897834,-988767.657274,161174.939381,-1171845.937335,2762298.757613,-3144859.554447,1588809.705748,-287228.134602
