442393.723454,-2927695.074835,-4498164.902007,1023622.746853,9513829.960072,-574960.451744,230028.258696,-6864001.944479,5650954.639660,195040.694654,-5085963.367579,748877.223769,5416981.230102,-6630126.184776,-342178.973554,5009035.956187,3032161.104811,2746526.006014,-7949548.041321,-466374.987383,4854443.600295,-8338198.055323,-137116.798379,1225707.498640,2701392.639473,1447094.505504,3078740.551631,3971329.835914,-6515239.351037,-965377.837255,-2866883.823136,-2094116.872621,5497054.955348,376443.911169,-1405923.078966,2166983.289752,-793332.445091,-5153127.479386,2026157.881599,7264782.590770,1903140.515107,-9457436.658027,-480068.836636,-245981.375405,5067192.162643,-2523927.765193,327232.195825,3107683.225975,-2720379.792354,-2638023.592158,4915110.213634,-1541821.484023,-2862113.104966,2320342.479414,-2090018.499337,6253670.067289,-3643506.837827,-2969874.191411,-1349281.512157,8066212.743671,-5661728.701277,1694863.844656,-2504845.809765,5994560.394475,-7529299.438917,4373414.045134,-720129.880250,1773231.654799,-5096477.179869,5738838.672182,-2289397.687863,-3374661.161622,6005081.338735,-3890334.315913,1672554.979176,-1283813.311355,1097960.491861,-1474904.772936,2399369.752426,-995304.346937,-2462035.556532,3525412.319293,-1633110.428958,70938.793792,79048.059380,122543.479879,-100155.583948,18988.163695
438628.246904,-2929613.361324,-4498129.996290,1009818.220685,9509494.858283,-558143.788906,235037.300298,-6869124.006841,5669710.873700,191313.356525,-5073245.320657,755794.975216,5405947.141276,-6680536.648478,-323877.629599,5041749.437690,3034000.491696,2743726.276768,-7980077.274124,-482947.669888,4871907.071201,-8345661.294898,-128302.947104,1265497.764194,2672077.008004,1452203.517355,3075494.709916,3998928.902538,-6532843.919798,-972508.512999,-2877926.434320,-2114204.412787,5534859.381223,374683.257362,-1400242.030899,2141406.770852,-801374.105017,-5150413.320558,2039537.831326,7296743.944330,1900313.030403,-9473402.690963,-521893.696304,-223101.740023,5072753.293937,-2496645.913499,303445.210741,3097466.171979,-2705564.220094,-2646914.772966,4925968.718845,-1549272.796414,-2860475.513653,2322284.442793,-2104992.003787,6274334.981453,-3634925.274695,-3001002.254479,-1345161.533170,8095055.227460,-5689464.227872,1706608.272672,-2508943.134141,6005038.073398,-7551330.835840,4391563.510138,-723252.548350,1780401.210458,-5122617.700883,5768526.667807,-2298204.096461,-3397117.146021,6040031.112986,-3910029.790718,1672661.689825,-1276556.069789,1095494.620195,-1487694.289597,2433332.973258,-1025000.572632,-2477098.890023,3568993.543064,-1657933.191497,74502.701653,76637.690206,126624.453519,-102135.784644,19315.332917
434913.676370,-2931307.119537,-4496265.431854,1011150.570710,9516969.531209,-557758.694908,234409.646910,-6863694.134204,5663890.719814,181686.923657,-5077997.337006,756986.970759,5403767.643237,-6667741.707852,-321940.942361,5037729.744459,3030550.413830,2748651.832673,-7979745.517698,-482346.679256,4874414.046791,-8337605.240878,-138798.870793,1254192.450822,2683859.663795,1450315.624678,3075004.503623,3989808.558282,-6532485.317115,-969924.063852,-2873781.082720,-2107545.195526,5530326.924426,373127.640808,-1398408.534897,2150628.468397,-800650.143718,-5154874.948142,2029272.508507,7289037.791700,1896528.194482,-9462170.118266,-515660.288755,-220293.924565,5080140.915287,-2505708.236884,300414.077517,3090741.470921,-2705098.526245,-2638112.308727,4925085.510967,-1551520.992450,-2860468.123972,2321037.466690,-2096480.369080,6264823.664797,-3639669.175383,-2990094.668708,-1344448.064131,8087576.189083,-5685257.755447,1705593.861224,-2509512.488831,6004261.089747,-7547338.462956,4388070.776600,-721026.713931,1773706.395895,-5110379.030326,5758042.076528,-2297232.946737,-3388845.417906,6031316.501417,-3907304.258043,1674468.365252,-1278102.208225,1094011.868015,-1483786.081485,2426571.281539,-1018423.487828,-2474664.406192,3559445.377522,-1653728.337127,78217.956218,72255.932107,128222.062521,-102334.821902,19316.189573
428729.009396,-2934068.549081,-4493043.567121,1013335.278069,9529224.190048,-557130.725676,233296.433562,-6854463.645458,5654058.125067,165670.105992,-5085763.029316,758932.759176,5400030.169857,-6646290.479381,-318683.547144,5030902.832559,3024824.696008,2756758.588143,-7979058.778259,-481339.668020,4878442.498033,-8324018.886037,-156291.923312,1235280.695419,2703510.446684,1447176.276978,3074171.572252,3974512.443882,-6531725.610784,-965617.496055,-2866814.167142,-2096437.202855,5522609.255221,370538.502272,-1395336.868512,2165938.609145,-799398.587894,-5162156.212422,2012118.240106,7276040.923761,1890180.399930,-9443247.486565,-505234.653344,-215635.844836,5092286.509772,-2520789.623086,295411.289769,3079531.874707,-2704306.034545,-2623386.588339,4923505.019597,-1555232.798909,-2860404.909737,2318896.067201,-2082231.125422,6248856.336030,-3647492.177508,-2971871.909758,-1343284.874481,8075010.270284,-5678135.259431,1703856.304320,-2510414.187533,6002850.657637,-7540544.880230,4382196.324157,-717332.727385,1762504.797425,-5089844.710301,5740405.603858,-2295517.757613,-3375024.438399,6016678.634795,-3902672.592025,1677430.116134,-1280640.383915,1091507.303295,-1477237.135086,2415254.457449,-1007435.846036,-2470574.699713,3543472.060461,-1646678.999492,84389.830162,64966.221054,130875.421674,-102662.676263,19317.014088
420106.643179,-2937787.636931,-4488414.672810,1016357.914391,9545898.526031,-556234.927898,231765.067797,-6841374.158489,5640160.566192,143397.309374,-5096415.234783,761640.134111,5394586.403567,-6616152.778034,-314157.704145,5021212.364207,3016712.786523,2767932.120998,-7977748.731763,-479949.579214,4883863.609382,-8304740.099062,-180610.686352,1208988.263434,2730635.487775,1442724.047555,3072855.735905,3953085.620067,-6530414.221423,-959599.892908,-2857004.951838,-2080854.617752,5511727.507589,366907.248318,-1391003.127785,2187109.085686,-797637.842434,-5172094.198515,1988170.226245,7257668.332953,1881286.212682,-9416568.878213,-490709.478664,-209133.027921,5109025.657588,-2541641.838413,288380.866816,3063768.075098,-2703054.069236,-2602778.395883,4921079.836814,-1560330.365256,-2860166.722911,2315807.659453,-2062347.458301,6226392.777267,-3658219.493402,-2946390.455645,-1341583.555106,8057137.849136,-5667966.213061,1701368.782717,-2511560.311370,6000634.267723,-7530770.801801,4373807.958220,-712127.836865,1746849.546231,-5061099.507949,5715669.259193,-2293058.597489,-3355651.947758,5996061.480323,-3896057.516740,1681466.759582,-1284109.585850,1087985.898259,-1468077.242205,2399414.554461,-992119.230922,-2464755.653868,3521077.706466,-1636793.832624,92969.206318,54827.709764,134556.680206,-103112.884194,19317.116337
409056.118386,-2942319.500639,-4482164.645753,1020159.044481,9566549.037673,-555096.017291,229740.720858,-6824104.089196,5621940.155576,114918.362011,-5109672.613908,765072.638513,5387189.202942,-6577047.135060,-308319.208011,5008397.024691,3006184.528548,2782001.981745,-7975480.732518,-478163.048143,4890383.424325,-8279426.021465,-211738.873365,1175211.390007,2765169.629272,1436937.477867,3070988.144289,3925329.972476,-6528197.408335,-951863.474384,-2844234.515784,-2060735.428983,5497388.193453,362246.387843,-1385371.926636,2213987.252568,-795299.940623,-5184401.839753,1957337.885039,7233616.102585,1869778.806128,-9381737.889534,-472023.091978,-200824.940620,5130074.071974,-2568184.600739,279385.746346,3043383.363516,-2701296.748770,-2576156.531134,4917588.359536,-1566748.489651,-2859622.078892,2311652.434857,-2036735.553029,6197171.535252,-3671648.264957,-2913557.890937,-1339350.420945,8033681.532021,-5654508.295671,1698045.421015,-2512844.068703,5997355.190738,-7517702.163690,4362751.649184,-705411.335210,1726657.659473,-5023892.169154,5683538.374323,-2289697.719204,-3330625.925359,5969213.835340,-3887270.810698,1686480.820649,-1288438.742225,1083389.678102,-1456235.402814,2378944.046102,-972422.513036,-2457108.407797,3492103.444162,-1623979.132380,103919.713918,41867.600026,139243.463821,-103675.913161,19314.992710
395666.310150,-2947484.674526,-4474116.521077,1024743.305628,9590512.264322,-553726.351943,227272.804671,-6802461.658405,5599184.039913,80426.441862,-5125314.761955,769234.945307,5377589.200089,-6528801.607629,-301241.811579,4992291.492607,2993049.006847,2798769.822117,-7971676.694028,-476026.493826,4897732.708612,-8247734.859109,-249448.825755,1134256.193782,2806507.148307,1429656.851635,3068339.361181,3891217.380310,-6524738.236047,-942418.128787,-2828421.502586,-2035976.575747,5479557.218789,356552.318567,-1378411.317429,2246282.612594,-792411.830830,-5198841.038199,1919721.298475,7203593.444089,1855648.551685,-9338501.089640,-449209.164768,-190729.547744,5155179.363062,-2600086.652097,268319.163364,3018194.694377,-2698768.449381,-2543530.954545,4912748.233396,-1574363.331791,-2858538.629111,2306298.669355,-2005477.655071,6161005.056920,-3687504.290102,-2873332.343102,-1336472.919419,8004203.414102,-5637494.180425,1693828.070953,-2514102.905700,5992674.604900,-7500958.683739,4348754.804798,-697098.641841,1701969.293479,-4978250.349099,5643984.856700,-2285409.310365,-3299851.377092,5935917.459203,-3876118.736282,1692336.726211,-1293535.216381,1077705.569239,-1441701.494195,2353784.868332,-948375.332309,-2447470.611979,3456408.730935,-1608176.600347,117185.930100,26155.056268,144891.873032,-104337.604925,19308.689601
379945.641360,-2953058.091523,-4463990.751706,1029978.187338,9617117.640643,-552122.902220,224255.988029,-6775983.883361,5571572.620125,40057.725465,-5142869.714737,774049.248775,5365389.891283,-6471080.234691,-292863.743263,4972526.900108,2977337.118866,2817919.091214,-7965919.126355,-473516.702779,4905455.198043,-8209170.700999,-293670.147217,1086027.397816,2854506.862458,1420934.081092,3064810.452045,3850525.062481,-6519558.729368,-931269.423534,-2809419.748600,-2006552.064943,5457804.505200,349827.876809,-1370044.832101,2283666.612984,-788850.055543,-5214882.395506,1875236.280462,7167215.167428,1838802.784358,-9286331.338002,-422266.886805,-178903.980044,5183814.602746,-2637139.393086,255304.903041,2988192.781976,-2695433.599462,-2504756.808488,4906219.293800,-1583053.766637,-2856734.045938,2299578.107847,-1968494.864027,6117596.298639,-3705449.928585,-2825688.481813,-1332952.208289,7968331.741251,-5616561.025738,1688577.629102,-2515175.865355,5986218.760855,-7480106.108683,4331630.137030,-687214.209945,1672693.370334,-4923862.515872,5596619.421376,-2279934.701306,-3263271.521603,5895893.116534,-3862357.595183,1698875.879448,-1299275.027031,1070860.578858,-1424420.089935,2323875.672103,-919998.397169,-2435730.073310,3413890.921185,-1589307.119967,132679.154492,7765.860577,151462.229772,-105085.660755,19296.548311
361979.976186,-2958763.926782,-4451526.364016,1035826.218010,9645444.115751,-550289.439033,220727.872204,-6744344.446885,5538802.840618,-5944.101637,-5161947.118414,779495.084528,5350225.077467,-6403636.933561,-283253.727733,4948853.588735,2958817.244406,2839153.473141,-7957486.332855,-470681.310245,4913151.062463,-8163242.156087,-344097.198365,1030852.682595,2908445.223272,1410582.747465,3060114.752430,3803194.683864,-6512136.926618,-918442.152558,-2787110.190386,-1972358.173464,5431997.750847,342079.987039,-1360241.188396,2325702.901505,-784618.900936,-5232115.503275,1823991.650105,7124099.085095,1819227.782169,-9224838.583175,-391266.256504,-165385.833957,5215553.962187,-2678908.420364,240269.925528,2953174.328295,-2690986.492648,-2459821.025548,4897603.413132,-1592647.313932,-2853907.885658,2291312.327500,-1925883.778870,6066684.139859,-3725084.640280,-2770603.520441,-1328659.723985,7925519.236888,-5591357.361126,1682210.068946,-2515842.784302,5977524.870132,-7454631.399396,4311035.180169,-675661.438328,1638853.106759,-4860701.484971,5541332.601476,-2273182.089399,-3220781.742261,5848845.552066,-3845717.978316,1705903.160022,-1305515.885582,1062821.236483,-1404374.768820,2289153.534907,-887347.740367,-2421680.230571,3364387.158552,-1567296.734732,150315.106388,-13203.940977,158897.184730,-105901.982519,19276.107931
341847.310208,-2964306.399117,-4436337.841566,1042211.768224,9674460.433920,-548262.836603,216639.441092,-6707010.202808,5500417.761224,-57338.902126,-5182034.631467,785530.397841,5331591.589587,-6326019.302470,-272413.231003,4920807.146005,2937336.002944,2862103.223989,-7945548.835730,-467517.843621,4920255.039100,-8109295.894880,-400532.530158,968835.290463,2967797.271071,1398499.037348,3053991.223969,3748969.141077,-6501835.379219,-903915.566133,-2761278.067004,-1933255.155431,5401725.368949,333311.795792,-1348909.054619,2371990.162359,-779654.604892,-5249987.703154,1765962.508390,7073645.620848,1796822.761557,-9153350.908155,-356155.475576,-150240.781742,5249822.668914,-2725018.077669,223213.345338,2912957.025415,-2685195.132945,-2408582.869245,4886425.210706,-1602968.657844,-2849737.333973,2281256.166055,-1877580.669505,6007810.441445,-3745942.175722,-2707959.004309,-1323523.379079,7875103.968100,-5561362.608801,1674558.230150,-2515851.249613,5966021.722859,-7423855.663282,4286585.733817,-662406.297913,1600402.138099,-4788492.875826,5477749.735903,-2264935.954670,-3172199.892042,5794314.099763,-3825819.968851,1713181.473988,-1312085.331199,1053500.085249,-1381475.148143,2249462.240396,-850401.119966,-2405099.373047,3307645.310879,-1542002.133329,169981.746665,-36643.562851,167128.661856,-106764.008706,19244.197235
