2195683.172031,10757667.259897,-5311253.877778,4922176.569019,-5036288.594903,-11222.661308,-15879114.830589,22979858.025916,10263806.723022,-26138415.925501,8981611.617580,11095867.555809,-9733919.166183,23760357.348926,-29667398.215402,-14171471.294605,7505626.359373,-4842467.499756,-10417745.240658,-8011954.582665,-522033.565038,13229446.219468,18379131.740139,-9077166.024057,-2988248.209765,730450.470020,-5645651.605390,9243582.662007,11333236.606276,7343011.895086,-20010657.810042,2620065.556922,11696729.677880,-12879959.641637,22314421.219612,-33885962.954936,22506676.716522,-5919812.505238,16914806.040219,-5385849.953825,3918044.209431,-3988688.921224,-9015477.987978,-1704089.153367,6683015.879309,-22244951.001736,-15428238.181930,29367677.070339,-16535254.108492,-2574162.669583,17629366.249016,5790532.388192,8520784.672022,-19693426.791802,3471750.121743,-445831.556746,5267720.228023,-950704.177530,-3011926.000934,-6880171.265100,8955205.662886,-5670620.251167,8429792.511082,9861751.244664,512142.450141,-24164272.828091,-4679294.643515,26536350.416683,-10911579.985338,-14617495.078955,23929198.446494,-2688154.328949,9828244.348968,-6236460.581639,-2233969.278325,-10734673.645620,-3202933.358560,-5737526.585605,-9119248.709026,16879453.584115,16124912.124143,-15110218.599150,-5617075.789415,-13542519.194779,25827973.818604,12881347.972133,-4659501.409743,-13625685.825399,427791.204906,13230532.248122,-4030117.957588,-10877314.000906,-14090184.903910,1365202.184290,21568463.394645,2556095.326486,-6609540.215213,-5537047.027143,2850192.968324,2373625.762899,1352346.041488,-13980323.964077,12207436.019737,2944964.269031,-2127057.719237,6550129.806775,-5827526.428239,-13758026.814729,5502862.183128,-3815299.973216,14466374.466628,-9820615.992304,16988014.941876,-5585776.884403,-15045860.295680,16971275.390205,-13141832.650597,1174830.203883,-8951024.475628,11064213.717978,15705981.379049,2589759.335311,-33401857.983830,6974489.765228,3014499.003521,-3525065.836703,32485917.401461,-13981208.159180,-16952713.173011,1331650.464043,14101398.105152,-11031138.847856,5487024.676140,-11631393.233961,18780725.995389,-7079708.497848,1459977.938231,-13129516.978787,6342341.278885,9649488.131448,-13108414.122996,24292130.237823,-32414273.652586,17193124.109004,3582148.501669,-7440293.588993,2297368.587080,9811564.532817,-27686060.668906,10619079.470418,13141144.608140,-6711435.765059,12011484.654662,-18303813.670102,7114331.263142,2304761.052626,-8679023.544509,9794055.816885,4206983.511951,-26235180.199046,19015470.750459,2599277.514099,5448415.654356,-14448651.901097,687597.853453,14188422.793905,-18795516.002554,14015352.210945,-5653450.081053,937228.351850
2194763.101803,10758457.912889,-5314224.327739,4919902.942012,-5035422.904670,-13428.745194,-15878085.062531,22983660.117332,10270082.837929,-26139743.340138,8981508.823926,11096819.801389,-9735811.532763,23763158.084840,-29670588.236499,-14176274.302663,7510015.351310,-4841145.080909,-10418846.861295,-8014365.658796,-521715.890344,13228013.185099,18381460.938856,-9079244.807256,-2987964.099880,729469.816567,-5647427.609424,9247226.671086,11331356.416551,7343329.382802,-20012820.783529,2621159.997155,11698676.717983,-12881035.310976,22320781.382356,-33886032.773906,22509392.516737,-5919654.462828,16917435.479370,-5389401.149668,3914232.860896,-3988693.048331,-9019103.095514,-1704521.989635,6683735.971569,-22247654.195888,-15428932.566978,29371316.230202,-16535257.136692,-2574848.710599,17629000.379891,5793344.307363,8519199.670276,-19692946.844601,3470928.731979,-447787.353581,5270444.913152,-951377.269644,-3013279.688192,-6880594.367193,8957392.613205,-5667926.760379,8434251.555247,9863769.920213,508888.936252,-24169660.535927,-4682218.143019,26542112.362482,-10913868.362692,-14619813.864885,23932310.029963,-2690884.382394,9824427.007177,-6234701.768695,-2231081.722679,-10732072.329767,-3203384.679305,-5737159.899156,-9119790.533421,16878102.749698,16127140.146436,-15113570.785156,-5618254.170262,-13543017.199983,25832912.591302,12878566.291534,-4659472.186680,-13625283.082380,430969.858915,13232161.698183,-4033653.609581,-10879610.450946,-14089988.737059,1362385.155960,21573519.773028,2554331.700473,-6608268.347763,-5535838.505657,2847830.252103,2374761.062927,1352461.871958,-13984483.017472,12212278.242941,2945758.889133,-2129027.717263,6549015.659756,-5824619.849000,-13762585.682384,5504089.284490,-3815375.324781,14471689.350060,-9824557.285511,16990657.649867,-5591492.454794,-15045428.655337,16976672.609240,-13142226.837362,1170559.465518,-8950263.328804,11065159.056292,15708739.894137,2588154.617480,-33403397.972566,6973169.597209,3013589.922671,-3521534.888448,32489903.054361,-13983353.595375,-16959273.711949,1334771.351444,14103449.165061,-11032620.226246,5488369.569767,-11634480.769393,18784496.510690,-7080161.354179,1458920.529979,-13132265.814573,6345133.919511,9650655.653287,-13111033.326722,24296465.573730,-32420484.786821,17197477.532644,3581156.149726,-7440373.181428,2297474.258554,9813222.264291,-27691631.375700,10622484.058105,13141328.585390,-6710959.347747,12014873.359614,-18307271.953747,7111516.461547,2306994.904801,-8680969.376242,9797014.263757,4209168.679750,-26238068.236763,19013814.110839,2600610.521789,5449718.700811,-14450737.314894,689517.432857,14188220.224453,-18797790.885501,14018007.691049,-5654679.067729,937438.350923
2196070.268024,10759708.226689,-5314629.002200,4917780.851147,-5033747.100297,-15617.980016,-15877629.476276,22983537.490455,10268370.351486,-26136261.762284,8981469.830477,11096687.168700,-9737402.699001,23760085.121337,-29667905.899856,-14175861.973752,7510292.419106,-4841501.834115,-10416328.434199,-8014284.664259,-521951.768793,13224803.425146,18380806.805441,-9078612.747734,-2987597.814447,729108.995567,-5648398.025242,9248772.349572,11329927.045043,7344611.945480,-20010715.089065,2621137.827247,11696189.706713,-12880000.163736,22320313.210057,-33881517.907954,22506228.363472,-5920452.331753,16916675.498124,-5389669.581565,3916087.474195,-3989495.407659,-9017262.313646,-1705983.668270,6682430.216689,-22247850.254852,-15427185.380702,29369124.010368,-16532635.931173,-2576686.091575,17626758.374957,5794088.250698,8519377.939109,-19688970.820661,3469925.464404,-447980.671582,5268100.780286,-949841.717019,-3010844.077923,-6881201.012920,8955196.458336,-5666831.859339,8433856.024442,9863361.540876,508997.649385,-24166813.874946,-4685609.329377,26542183.972730,-10913013.531503,-14619048.639234,23930414.042252,-2692219.195792,9822858.004897,-6231184.622731,-2233174.044198,-10731673.134281,-3201644.225078,-5735150.077089,-9117456.451333,16874428.996019,16125851.223057,-15111604.883109,-5619410.280116,-13541396.726273,25830731.023765,12877457.861434,-4658296.741906,-13623737.705843,429033.643791,13231206.042974,-4033976.230494,-10876302.915571,-14089604.788626,1361181.286809,21573332.506083,2552995.069502,-6607696.504475,-5533810.409769,2846226.142751,2374002.391768,1352844.278505,-13981833.269958,12209730.884938,2944804.367973,-2127630.930968,6548107.158564,-5825069.139236,-13759117.057489,5502310.100133,-3814285.300704,14471126.914947,-9826287.002546,16988223.443987,-5589063.114769,-15043719.992029,16976916.561850,-13142508.439939,1169018.234050,-8948998.989805,11064557.158500,15708891.317111,2586014.946520,-33402578.050029,6976015.347917,3013839.971627,-3520427.945224,32483465.590874,-13982685.759114,-16955837.819824,1334667.650548,14103954.814964,-11033904.137421,5488397.836851,-11633627.164965,18782430.157593,-7078433.505119,1458042.598447,-13130761.445934,6344839.367125,9649398.073296,-13109519.157759,24292600.000507,-32415157.753552,17195036.950527,3580005.285859,-7438805.165048,2297240.769929,9811716.804340,-27689153.817419,10623497.529384,13138007.429756,-6710917.848639,12016586.723070,-18306335.509788,7107532.939527,2309095.583285,-8678832.438829,9793017.975765,4211958.345704,-26234165.291787,19006854.173748,2602690.541173,5448685.082031,-14448849.115042,690459.960194,14186501.347478,-18797716.824024,14018271.755479,-5654606.797346,937379.928583
2198257.406288,10761803.763843,-5315282.304619,4914260.496131,-5030996.895375,-19246.513041,-15876861.174593,22983307.202504,10265521.995893,-26130467.310349,8981373.909287,11096465.155839,-9740026.888367,23754992.269143,-29663493.880527,-14175130.538061,7510696.349967,-4842060.618774,-10412218.106546,-8014171.498551,-522317.944833,13219532.137365,18379686.086208,-9077520.548242,-2986972.243349,728470.126191,-5649962.234072,9251352.112089,11327602.235120,7346722.789380,-20007237.722890,2621035.747972,11692087.175537,-12878306.212320,22319529.401875,-33874059.401158,22500955.879620,-5921730.564714,16915443.925279,-5390096.287482,3919174.288652,-3990869.573909,-9014162.120506,-1708414.346435,6680271.227061,-22248191.919987,-15424293.343835,29365478.686877,-16528320.374757,-2579746.467105,17623092.163902,5795281.887753,8519702.157632,-19682427.551486,3468274.735064,-448270.143152,5264253.981046,-947283.085318,-3006824.102453,-6882195.859225,8951565.671521,-5665067.588416,8433170.474676,9862687.491247,509216.341131,-24162119.308803,-4691207.464091,26542268.090454,-10911584.821984,-14617730.806834,23927251.191178,-2694437.372074,9820290.815961,-6225364.269050,-2236690.394149,-10731022.696800,-3198746.776554,-5731859.401194,-9113572.276238,16868390.290105,16123729.902910,-15108353.139184,-5621326.651652,-13538764.882187,25827145.044100,12875679.093043,-4656376.270104,-13621157.580845,425768.540881,13229594.676191,-4034475.889347,-10870825.865373,-14089012.117168,1359247.787923,21573007.483092,2550840.722290,-6606783.833053,-5530483.936123,2843553.148347,2372793.427987,1353454.860072,-13977424.872435,12205496.736636,2943197.939622,-2125314.749454,6546658.396840,-5825830.887085,-13753349.640566,5499287.269117,-3812456.426310,14470186.213526,-9829141.865385,16984252.328740,-5585056.629673,-15040953.303333,16977358.389970,-13142983.665584,1166455.267124,-8946859.700426,11063532.599877,15709106.019854,2582497.282130,-33401188.240813,6980738.311992,3014225.776111,-3518643.674869,32472818.174785,-13981550.854399,-16950099.135566,1334450.379423,14104777.759520,-11036026.745379,5488453.419609,-11632188.945189,18778962.719613,-7075586.744742,1456652.023887,-13128273.436537,6344328.138547,9647285.294841,-13106980.563353,24286199.037868,-32406327.227240,17190964.357004,3578137.941530,-7436253.650742,2296880.856318,9809254.157141,-27685089.333422,10625180.293924,13132522.951563,-6710883.798948,12019437.269121,-18304793.825728,7100965.108200,2312583.771632,-8675275.675227,9786341.811948,4216571.725109,-26227714.893272,18995405.425290,2606112.718143,5446951.694628,-14445711.297253,692002.570194,14183662.173528,-18797574.947394,14018691.486854,-5654482.754283,937283.097176
2201321.600725,10764682.720089,-5316185.485073,4909295.563440,-5027104.528892,-24348.171070,-15875666.111636,22982812.162646,10261507.564580,-26122182.951720,8981129.992494,11096109.777774,-9743628.408755,23747739.137469,-29657174.399279,-14174036.051263,7511223.238670,-4842761.881003,-10406406.221285,-8014000.127651,-522843.183331,13212109.735999,18377983.419969,-9075914.062795,-2986084.706111,727558.485699,-5652135.081086,9254891.692753,11324297.431616,7349600.351239,-20002220.494968,2620838.690742,11686296.098067,-12875846.044970,22318322.928267,-33863399.709738,22493455.029758,-5923444.849267,16913658.309128,-5390663.788869,3923397.158990,-3992773.533457,-9009764.132518,-1711809.354970,6677184.531687,-22248562.454801,-15420166.149893,29360237.588212,-16522222.384277,-2584006.973025,17617865.671985,5796915.300668,8520140.490125,-19673184.433435,3465889.193395,-448648.198659,5258870.647209,-943689.976363,-3001181.175894,-6883535.814312,8946454.410402,-5662543.563072,8432206.724267,9861665.899022,509496.007969,-24155449.013733,-4699052.098772,26542274.104631,-10909522.276251,-14615834.357692,23922724.839451,-2697566.227125,9816633.683993,-6217162.397700,-2241575.091848,-10730031.351353,-3194674.370640,-5727234.918958,-9108128.506582,16859856.930321,16120696.310116,-15103740.314656,-5623942.993096,-13535044.474860,25821996.908090,12873087.294233,-4653649.605886,-13617438.964442,421230.081793,13227232.940296,-4035143.558661,-10863125.876270,-14088124.187062,1356562.346849,21572431.437966,2547813.035111,-6605489.582034,-5525779.395505,2839795.869104,2371090.615090,1354306.870886,-13971220.480271,12199569.629282,2940889.729972,-2122039.295275,6544567.735964,-5826836.219176,-13745216.229877,5495034.153866,-3809924.140230,14468845.733842,-9833069.941823,16978582.569416,-5579442.556937,-15037001.149689,16977946.051277,-13143668.913055,1162913.690294,-8943799.616314,11062010.112671,15709321.918499,2577560.350334,-33399029.268553,6987286.446022,3014723.473821,-3516115.592578,32457757.642867,-13979878.601515,-16941999.359793,1334163.706813,14105837.360866,-11038950.663673,5488529.989266,-11630149.952108,18774037.509309,-7071562.665694,1454698.706330,-13124745.827417,6343610.334757,9644241.884123,-13103345.513440,24277139.052230,-32393823.364069,17185174.328847,3575513.739527,-7432653.192137,2296362.089068,9805791.215142,-27679266.164268,10627422.490089,13124824.076813,-6710792.745086,12023374.611841,-18302561.954169,7091694.007360,2317504.883022,-8670251.369484,9776933.549134,4222987.423726,-26218517.199928,18979297.361536,2610852.163896,5444490.884550,-14441221.422032,694155.073526,14179605.644563,-18797270.175183,14019203.273307,-5654280.290173,937143.043605
2205229.440720,10768284.174908,-5317261.689664,4902906.972278,-5022068.320314,-30878.251675,-15874015.040287,22981918.369658,10256196.587931,-26111278.903399,8980734.442461,11095532.623375,-9748137.547839,23738173.849527,-29648750.075102,-14172447.679908,7511805.841892,-4843621.660585,-10398845.932326,-8013700.178988,-523513.365272,13202453.706762,18375606.148237,-9073736.212829,-2984934.166720,726404.851402,-5654843.014853,9259314.239342,11319977.648444,7353236.029569,-19995576.820201,2620542.962519,11678729.838192,-12872559.892264,22316518.442969,-33849412.624981,22483587.334135,-5925605.344488,16911178.069403,-5391305.649496,3928821.753276,-3995189.720680,-9003998.131649,-1716146.871654,6673154.382469,-22248808.519175,-15414713.737771,29353202.582335,-16514235.579495,-2589454.170122,17611012.963997,5798936.236205,8520648.758727,-19661144.576905,3462811.129762,-449118.213511,5251865.247292,-939059.797027,-2993893.808685,-6885182.563483,8939777.739447,-5659267.053665,8430857.422845,9860237.424451,509882.799827,-24146624.939028,-4709069.725872,26542004.228433,-10906753.166711,-14613258.540132,23916660.805103,-2701509.344008,9811871.699779,-6206568.791256,-2247855.066262,-10728679.706493,-3189418.538198,-5721243.535344,-9101041.701819,16848745.890684,16116613.637975,-15097633.401753,-5627264.015678,-13530139.461051,25815120.180235,12869660.312265,-4650096.598471,-13612542.530130,415385.143732,13224065.421912,-4035942.976908,-10853114.733133,-14086878.462922,1353135.277579,21571461.989093,2543906.665663,-6603775.948703,-5519703.016571,2834980.577621,2368860.414002,1355390.871034,-13963082.392444,12191780.790066,2937914.432148,-2117798.820738,6541833.347119,-5828116.429476,-13734588.261504,5489531.096452,-3806667.636415,14466932.846309,-9837982.804205,16971137.769363,-5572118.036148,-15031804.408040,16978493.997043,-13144427.496050,1158389.196100,-8939790.679636,11059949.027021,15709421.741550,2571236.248962,-33395954.457572,6995624.045813,3015360.769980,-3512860.176852,32438075.982838,-13977584.374264,-16931374.732577,1333737.078260,14107062.411294,-11042582.536752,5488549.258986,-11627396.020856,18767509.821102,-7066313.428622,1452174.212616,-13120062.367852,6342579.808300,9640263.160632,-13098544.141576,24265247.087622,-32377419.366551,17177546.845972,3572114.198078,-7427951.792334,2295667.069842,9801230.911654,-27671460.970535,10630155.378963,13114818.407203,-6710619.545444,12028298.149401,-18299486.586036,7079718.603273,2323794.252388,-8663701.401148,9764744.210630,4231170.868699,-26206460.785508,18958468.725570,2616896.350512,5441273.620253,-14435304.669834,696893.027109,14174269.745606,-18796689.304962,14019712.261264,-5653959.267355,936952.955287
2209968.704830,10772653.583582,-5318570.304777,4895123.130466,-5015934.141407,-38828.507842,-15872027.782591,22980939.360213,10249654.393509,-26098019.328815,8980372.318898,11094792.999228,-9753678.156900,23726461.746209,-29638372.022443,-14170550.600314,7512573.711809,-4844810.148487,-10389522.935134,-8013264.051496,-524348.098892,13190564.261843,18372786.851334,-9071168.077392,-2983514.699097,725068.116638,-5658183.189596,9264704.799653,11314591.224063,7357731.221928,-19987493.531497,2620355.764957,11669425.075893,-12868536.166982,22314278.247783,-33832287.408832,22471538.857223,-5928349.176891,16908070.964225,-5392097.660487,3935537.186452,-3998076.569850,-8997042.152678,-1721459.577308,6668257.092487,-22249039.367265,-15408012.986590,29344557.223105,-16504378.901678,-2596111.498426,17602562.737527,5801442.092851,8521179.011663,-19646300.079768,3459096.639428,-449755.091501,5243243.438117,-933430.066440,-2984971.116747,-6887241.877464,8931573.874725,-5655224.986854,8429162.728321,9858517.943704,510332.625925,-24135749.788339,-4721274.287508,26541626.964813,-10903368.747323,-14610080.429222,23909212.472838,-2706280.726711,9806036.205356,-6193660.137644,-2255525.035134,-10727056.696381,-3182970.013250,-5713840.946252,-9092331.131766,16835060.411673,16111558.551613,-15090114.455898,-5631342.035069,-13524014.139114,25806622.787086,12865436.435695,-4645747.345669,-13606616.080113,408242.675883,13220268.515514,-4036961.624586,-10840822.350404,-14085245.274854,1348811.336722,21570279.310546,2539072.606320,-6601616.206362,-5512250.794268,2829090.083740,2366073.156563,1356744.276727,-13953067.106533,12182159.967097,2934339.437295,-2112626.579362,6538451.999684,-5829681.014575,-13721589.439753,5482865.270112,-3802635.134260,14464510.680707,-9844005.501238,16961963.032906,-5563096.702772,-15025366.622568,16979006.441478,-13145186.210127,1152807.817130,-8934966.454398,11057482.223407,15709573.979387,2563460.822075,-33392248.161312,7005861.125355,3016201.388358,-3508846.209953,32413928.329573,-13974804.951331,-16918391.152757,1333254.139817,14108568.056781,-11047009.987984,5488539.957316,-11624013.707844,18759546.762898,-7059893.481873,1449011.809415,-13114287.689036,6341314.673780,9635457.922506,-13092699.723585,24250618.064181,-32357275.787340,17168223.419143,3567895.934524,-7422124.646806,2294800.678342,9795536.143208,-27661815.959553,10633569.013774,13102466.176207,-6710343.301412,12034260.697032,-18295691.451091,7065135.729694,2331371.130827,-8655699.507449,9749921.878981,4241210.496142,-26191722.733757,18932846.828407,2624393.100230,5437352.014974,-14428097.543137,700266.283697,14167725.687186,-18795974.924218,14020329.682178,-5653560.309696,936718.622736
2215539.627780,10777732.150594,-5320120.448039,4885907.836602,-5008651.349180,-48228.428270,-15869543.837501,22979610.944673,10241915.231315,-26082201.507349,8979868.415132,11093863.922345,-9760149.109036,23712513.743892,-29625966.667535,-14168268.195193,7513464.174617,-4846137.193327,-10378455.859765,-8012727.588609,-525293.529906,13176451.535494,18369323.682206,-9068064.776046,-2981827.819530,723477.502626,-5662098.867798,9271016.753900,11308147.115923,7362946.983345,-19977815.292430,2620097.685307,11658384.432868,-12863704.439851,22311521.492158,-33811820.020369,22457213.750123,-5931512.006319,16904300.235278,-5393033.460789,3943342.643355,-4001464.653144,-8988781.117927,-1727695.222903,6662419.677149,-22249164.786756,-15400038.804430,29334186.698286,-16492665.142494,-2603920.727856,17592490.760012,5804370.926351,8521762.854174,-19628670.305138,3454677.187905,-450495.388832,5233068.314675,-926812.936467,-2974453.044763,-6889619.820986,8921892.652302,-5650404.159583,8427148.524026,9856429.349616,510818.825496,-24122823.241655,-4735625.276296,26541017.886034,-10899299.693572,-14606282.985818,23900275.450960,-2711924.735654,9799070.437434,-6178367.430083,-2264506.068727,-10725011.992699,-3175357.455475,-5705072.149707,-9082045.471097,16818816.394813,16105503.901638,-15081182.855837,-5636095.207524,-13516704.321596,25796461.600869,12860316.365330,-4640593.816136,-13599537.463309,399874.963036,13215714.296126,-4038154.945990,-10826294.330481,-14083193.907768,1343682.409420,21568768.962251,2533326.140670,-6599020.102843,-5503413.018584,2822114.417907,2362788.987584,1358324.586592,-13941219.761792,12170810.486494,2930107.619623,-2106544.695186,6534409.227235,-5831458.085553,-13706215.890623,5474981.162427,-3797868.514983,14461613.717774,-9851031.170264,16951036.683444,-5552493.659220,-15017672.382556,16979531.125263,-13145999.775610,1146217.430599,-8929215.464523,11054497.968687,15709646.710151,2554296.675165,-33387639.195628,7017823.301346,3017137.792239,-3504030.172353,32385282.278751,-13971424.927809,-16903040.901455,1332692.848142,14110234.321393,-11052152.757088,5488527.386666,-11619964.529357,18750033.766037,-7052276.416164,1445264.628120,-13107401.832657,6339806.125469,9629709.204685,-13085719.149506,24233249.732090,-32333382.431058,17157159.567317,3562906.079414,-7415223.584991,2293761.414583,9788784.671643,-27650295.392793,10637517.161100,13087838.084481,-6709966.302241,12041225.170933,-18291120.397355,7047868.329279,2340341.743388,-8646257.612770,9732431.260138,4252990.160141,-26174191.475845,18902551.199768,2633198.551323,5432705.722740,-14419521.428806,704239.668573,14159915.120926,-18794999.019804,14020960.751102,-5653053.459844,936436.722334
2221861.010014,10783469.027084,-5321812.031266,4875310.482568,-5000269.263170,-58983.643926,-15866613.624206,22977990.436641,10232837.675714,-26063854.912029,8979361.319705,11092633.994344,-9767531.321503,23696217.480327,-29611328.173203,-14165533.512127,7514477.582169,-4847781.549989,-10365557.613766,-8011963.832815,-526386.498748,13159991.221838,18365285.740121,-9064512.064337,-2979850.577586,721735.306684,-5666561.327005,9278163.623388,11300539.084123,7368963.500587,-19966561.721892,2619961.476770,11645513.227715,-12858031.557932,22308090.820839,-33787980.105076,22440543.109093,-5935222.945671,16899720.960583,-5394056.021728,3952419.010900,-4005265.982416,-8979278.729245,-1734858.950860,6655683.042443,-22249031.833699,-15390678.293154,29321913.727867,-16478937.414976,-2612889.986570,17580694.689564,5807716.134651,8522272.694054,-19608088.880147,3449641.139205,-451414.915002,5221241.096714,-919214.674882,-2962322.671892,-6892334.655757,8910615.477739,-5644792.590129,8424669.588243,9853979.607296,511366.217717,-24107635.751152,-4752016.061913,26540012.391061,-10894520.310892,-14601747.035306,23889717.835266,-2718290.783660,9790963.310998,-6160768.939164,-2274844.865472,-10722619.817553,-3166546.710194,-5694838.010598,-9070042.289848,16799866.634338,16098304.226320,-15070689.282529,-5641576.327613,-13508019.284277,25784430.497558,12854294.788590,-4634611.096408,-13591340.666604,390229.755702,13210441.962618,-4039546.791526,-10809392.671837,-14080607.656885,1337624.356375,21566845.119640,2526637.491291,-6595898.586761,-5493196.796094,2814075.953730,2358906.606880,1360171.739536,-13927359.054685,12157480.085557,2925302.801485,-2099550.551395,6529691.245353,-5833480.908219,-13688382.202775,5465933.628045,-3792297.847136,14458023.959151,-9859042.322021,16938263.650438,-5540143.734049,-15008622.552983,16979784.647699,-13146601.361351,1138560.374350,-8922605.213378,11051027.354367,15709613.253851,2543706.743165,-33382129.207164,7031582.588614,3018283.560926,-3498444.156693,32351931.206710,-13967436.491762,-16885210.897607,1332051.119902,14112046.201220,-11057948.693910,5488408.877845,-11615169.606094,18738926.215645,-7043439.426376,1440854.424002,-13099287.482805,6337974.007795,9623088.494294,-13077591.319319,24212942.170018,-32305502.898356,17144272.657113,3557074.130810,-7407133.674353,2292530.831613,9780780.459928,-27636664.996742,10642056.869264,13070747.328998,-6709413.986500,12049058.147961,-18285634.040658,7028014.922518,2350491.948507,-8635314.416532,9712309.390893,4266556.362827,-26153832.036938,18867379.244130,2643436.179364,5427315.300532,-14409546.150394,708812.515522,14150785.427172,-18793688.907978,14021542.195228,-5652407.323154,936101.009429
2229018.495515,10789784.501574,-5323652.231337,4863288.436648,-4990701.287215,-71168.701813,-15863081.104800,22975792.566159,10222289.493544,-26042670.321073,8978685.816710,11091065.121551,-9775734.073704,23677379.183766,-29594244.567987,-14162225.076059,7515539.223089,-4849616.405368,-10350694.422089,-8010974.384708,-527617.964315,13141121.357643,18360427.834599,-9060344.470379,-2977568.406166,719816.505157,-5671528.437685,9286056.564568,11291686.537701,7375625.517265,-19953484.440058,2619821.321619,11630703.564703,-12851371.582852,22303793.859691,-33760383.577557,22421312.347706,-5939353.402629,16894214.870019,-5395099.635848,3962660.492613,-4009483.806447,-8968369.906424,-1742949.419850,6647907.658583,-22248482.846480,-15379869.940316,29307532.575533,-16463127.417049,-2622982.186027,17567070.584949,5811397.721186,8522751.239819,-19584425.046231,3443877.603521,-452400.126432,5207706.817319,-910617.789804,-2948509.578615,-6895348.136623,8897678.617256,-5638349.782603,8421709.532306,9850996.337053,511996.708937,-24090017.648847,-4770471.631540,26538420.481240,-10888901.148751,-14596416.647946,23877356.404021,-2725438.969305,9781696.307268,-6140724.417947,-2286523.323469,-10719746.713167,-3156496.535752,-5683122.858337,-9056363.525680,16778093.297448,16089839.984751,-15058509.582624,-5647637.519639,-13497944.046794,25770343.453927,12847232.581412,-4627762.243128,-13581894.004616,379340.901631,13204268.557293,-4041032.165060,-10790052.976122,-14077409.499015,1330733.664508,21564283.788544,2518971.968450,-6592269.278309,-5481516.115701,2804986.759533,2354415.107017,1362258.002977,-13911418.565554,12142150.470120,2919820.063180,-2091543.626877,6524183.902279,-5835698.282758,-13667934.988740,5455659.938995,-3785963.903849,14453686.266204,-9867886.774170,16923418.128884,-5525987.326309,-14998114.756101,16979720.150495,-13147073.268264,1129976.613291,-8915039.490188,11046923.088232,15709300.598051,2531707.215079,-33375380.048514,7047066.899620,3019546.906322,-3492045.071583,32313572.208146,-13962685.229495,-16864705.029754,1331311.424939,14113834.717834,-11064329.638476,5488196.412898,-11609556.336494,18726055.977773,-7033301.517385,1435772.153851,-13089836.839604,6335776.428525,9615442.549644,-13068141.440094,24189484.459960,-32273352.659094,17129388.943123,3550386.883611,-7397821.445159,2291097.712260,9771482.327940,-27620637.332328,10646937.714772,13051175.006163,-6708651.651203,12057707.299228,-18279119.019413,7005435.201313,2361955.614361,-8622831.844935,9689429.929734,4281798.894179,-26130320.411884,18827222.098066,2655006.830202,5421094.414846,-14397992.341263,713981.801332,14140201.854701,-18791881.625668,14021949.132675,-5651568.145379,935702.072321
