-2374598.309948,544607.938796,-1717462.391829,-783041.037851,1963900.740183,7319035.382947,-4107205.746651,6104027.057458,-5702130.681609,-1924848.429016,5957031.318745,603961.938785,-2936571.682242,4400633.543852,1325142.983287,-5480595.585422,-642823.527160,-993689.004457,3822301.710640,-6139058.950145,-1553389.630789,-5029286.636073,-2873787.733362,-515896.460153,2137620.378627,5173236.124594,-308816.872546,12589.662940,3937468.066991,-791061.224740,1442500.148223,-5479908.008400,3039019.113352,50397.190597,1824851.483362,4346927.033972,2732226.917195,2498016.356780,-6131781.635534,-1944699.374833,-2937673.559659,-2344693.931212,1511969.059338,9196044.656849,1853645.419151,-7563316.454485,-4610848.888496,-1253995.877942,3738895.000874,-47109.792595,-3399016.155164,715409.372490,-2004823.242959,1491364.452585,3698849.426953,1350343.950644,-681859.280907,2703845.659472,1043436.342307,-1639954.556349,-2698550.693329,3504115.176162,503753.189425,1238051.871513,-7435803.552746,-1129398.274206,5770865.053869,-5927355.904964,-4868023.147328,1978388.736518,5490245.524789,-3479503.500595,-2417381.573034,7269105.570086,631819.231956,5291905.922951,-1215511.448302,688189.682621,-5273242.698304,3758104.059154,-3220618.298728,2462269.695351,1043737.066568,-7548638.845172,991503.634911,-3125705.076104,6541829.675604,-870600.299688,444635.325855,-10037620.444684,4581243.901890,-2018132.151714,8459853.400180,1918042.103633,-1372356.156904,635495.419475,-927476.508206,-2085296.829119,2982869.399271,668044.346687,-8026646.129371,-1193491.428705,4453839.828594,1347284.161984,2167481.320277,-3146295.118328,253504.190546,920517.431898,-764540.673998,2004989.835737,-1894154.667953,-6869485.270269,6591010.210472,1012411.414239,11085502.848188,-11248552.819708,-2681716.357040,-3172654.353138,-414961.847913,1920674.398174,12270027.608267,-6445754.517524,758707.372073,-2802772.562296,-4807341.218094,4149156.571471,1440265.176539,-212668.774030,-92091.930368,2982679.032973,-8500832.078131,9675688.724769,-6464300.489157,-1103406.454515,1271122.491336,5586618.803640,-3340844.767275,-2178271.396852,4246049.233049,-1815456.364087,-3352097.146759,1537394.676892,1607159.464659,-1691167.018584,4216788.239791,-4277030.875371,3988045.552563,-8596842.711447,8250622.019037,-2451512.033882,-414505.845397,2702331.282269,-4549692.788509,3772859.955660,-1614874.075091,-1414390.222237,1108169.084869,278810.792761,1921678.336641,-3551812.684910,2625976.399875,-656073.952444,-2696399.375443,3338854.935301,-278084.265822,3403008.852203,-80262.172371,-7152383.638262,-4918402.629598,7078369.423381,6294251.348672,-2561384.913080,-4984810.204053,2465697.123653,-2464617.184578,5204196.972317,-2686279.945148,-1573395.877748,1799383.952329,-417065.214484
-2372304.627335,542307.387572,-1714214.315578,-785144.808645,1959922.505782,7319640.825409,-4105028.558523,6103310.392917,-5700505.303746,-1926173.463138,5954767.362683,606554.108326,-2934475.750761,4399156.067069,1325201.863335,-5480188.001749,-644730.396006,-993201.433727,3820885.879774,-6139362.110524,-1555851.791354,-5024604.238438,-2871985.100885,-519020.506126,2141620.504083,5171863.556256,-308922.742886,12241.432565,3939640.823162,-794332.783467,1441993.213154,-5475828.982081,3036292.365403,48682.041045,1824870.094340,4348774.845959,2733316.380559,2498366.674812,-6135523.177577,-1945999.149200,-2937111.281358,-2343949.336113,1512602.773150,9196976.287331,1855855.680668,-7561627.982610,-4611386.172882,-1253268.758446,3733011.502444,-49863.904474,-3400460.075141,714260.299894,-2001319.718064,1491673.355835,3701178.117727,1352084.200998,-678937.527482,2704145.142550,1043489.540383,-1642905.405671,-2693441.042915,3500865.432197,507036.377049,1231930.100235,-7434509.150392,-1133434.951300,5768384.150095,-5924406.244826,-4869642.757460,1977893.131937,5493081.438912,-3478802.043281,-2418326.381659,7268755.965005,632778.214589,5294681.972323,-1214273.149355,690041.713779,-5276908.330755,3757154.261924,-3219972.541088,2462292.671073,1040786.705102,-7544089.895701,990145.561752,-3126768.837407,6540175.777520,-869033.062918,443499.921806,-10035622.216162,4580252.938604,-2020371.692967,8457518.566698,1918918.301799,-1366598.354313,639580.815795,-931174.627011,-2084717.295786,2980096.042362,666836.006814,-8027416.297073,-1192994.294192,4454313.719012,1348643.425770,2168743.087161,-3149310.311503,254934.275077,920794.334000,-764257.039434,2002423.544555,-1891287.673754,-6867362.811421,6586984.827587,1014227.993287,11080887.173031,-11246298.978830,-2681809.464567,-3171236.447139,-408575.868609,1918136.260860,12263658.324931,-6446251.999516,760364.385031,-2802223.284698,-4803115.739292,4146472.290459,1440174.837047,-214952.598163,-93505.332720,2989348.217019,-8503963.552145,9678078.779767,-6466668.455635,-1107718.371299,1274087.711351,5586042.526210,-3336331.974680,-2179721.891959,4243675.488108,-1814245.461811,-3352666.464410,1536400.105968,1609013.369617,-1691735.732678,4217509.055698,-4277247.117123,3987914.549975,-8600727.344349,8255862.191658,-2452339.208012,-416615.280800,2704401.874781,-4550824.663542,3772742.092926,-1614137.935145,-1414849.771001,1107895.065861,278947.220794,1922819.548207,-3553208.937056,2625937.941686,-654180.574593,-2700694.598097,3341088.391410,-273896.641692,3400535.477919,-80057.801507,-7156672.504793,-4916842.598792,7080704.973570,6292180.074413,-2558369.844948,-4984997.799577,2462615.948481,-2464653.835744,5207173.423575,-2687551.032989,-1574077.251879,1799973.187702,-417170.792497
-2372210.395203,541442.527197,-1714955.470948,-785761.918606,1957671.271719,7319739.028727,-4103934.723862,6102846.286032,-5699083.872200,-1925409.023423,5953215.313070,607571.856129,-2934186.451591,4399262.955539,1324813.674359,-5479930.745715,-643188.470923,-991961.644964,3821230.977451,-6138801.541660,-1555061.481808,-5023446.623849,-2871125.760488,-520220.009024,2141565.018820,5170726.815541,-311023.136035,11479.246542,3940879.902317,-794944.118615,1441093.117795,-5475210.189690,3036444.603944,47926.557011,1823824.301177,4348537.517560,2734131.007263,2497575.469263,-6136173.420722,-1944670.654078,-2936424.344013,-2341572.766289,1512676.906498,9195955.555524,1855147.609694,-7562426.260817,-4610945.429458,-1251589.713192,3731683.649808,-50658.102687,-3400912.201927,715432.552941,-2000636.433841,1491585.040570,3700706.993978,1351718.090640,-678277.178775,2703054.520586,1043983.810577,-1641795.221901,-2693662.016040,3499444.073838,508471.600958,1231459.617952,-7433830.833443,-1134022.222802,5766332.289863,-5923946.066437,-4870162.842384,1979146.840144,5494438.512715,-3477917.259357,-2418233.277833,7266539.114425,633983.415379,5293752.444598,-1214777.116126,690286.907301,-5276002.798476,3757460.736716,-3221020.125631,2462194.291314,1039459.892490,-7543311.853689,990656.016123,-3125931.230518,6538691.864941,-867807.872429,442414.537779,-10033190.369225,4579775.065695,-2019032.369536,8454917.004165,1917218.291612,-1364522.869981,638781.926217,-930899.861113,-2084189.802847,2980326.765782,665213.175824,-8025784.984554,-1192904.841771,4454304.826208,1347729.927521,2168869.489981,-3149726.214037,255627.551059,921558.825779,-764831.020518,2001409.626208,-1889671.229695,-6867204.836617,6585057.611785,1015886.107744,11078063.505687,-11245451.776766,-2680093.583187,-3170547.462335,-407881.633387,1918190.992064,12259930.429115,-6446551.347081,762533.506586,-2801871.654203,-4802184.821683,4144517.675305,1440961.353042,-215413.047244,-93239.387754,2989600.559834,-8503853.054057,9677686.821644,-6466445.079049,-1107933.331726,1273658.524210,5586048.418283,-3335222.329948,-2179779.607795,4242927.550556,-1814362.987080,-3351986.252297,1536006.248899,1608157.657234,-1690009.093441,4216955.875564,-4278324.942180,3989386.672075,-8601641.525794,8255518.098323,-2450930.226318,-417914.297086,2705014.701486,-4550720.215971,3772100.373840,-1613325.905647,-1416178.004325,1108684.761769,280450.883350,1921893.615685,-3554124.162439,2624881.774594,-652807.218160,-2700103.025133,3341100.065040,-273447.385085,3399307.599462,-80622.483046,-7156078.161900,-4915531.592074,7079619.081656,6291840.539754,-2557994.986584,-4985108.531067,2463251.294999,-2465660.144256,5207932.596230,-2687738.815394,-1574287.331256,1800163.094130,-417216.748902
-2372080.718069,540010.979437,-1716231.324817,-786744.320019,1953915.924228,7319864.166985,-4102138.831278,6102117.389900,-5696722.755419,-1924076.741005,5950626.095815,609233.158176,-2933731.428507,4399478.362719,1324157.578512,-5479520.535492,-640559.124207,-989907.502253,3821829.757587,-6137854.257718,-1553700.040846,-5021576.430734,-2869700.792050,-522171.971147,2141395.805581,5168830.194984,-314544.046464,10202.841616,3942942.300363,-795892.690452,1439599.892326,-5474264.125984,3036735.464897,46677.407798,1822085.977036,4348170.198694,2735475.331732,2496184.379484,-6137200.195287,-1942412.765468,-2935286.915796,-2337572.351957,1512766.176604,9194254.334787,1853877.324516,-7563833.008357,-4610224.488488,-1248761.918118,3729547.119055,-51941.171612,-3401628.469969,717431.958057,-1999509.923052,1491450.034577,3699878.888308,1351076.414099,-677222.845293,2701175.766959,1044835.890832,-1639895.318505,-2694112.019809,3497094.081086,510858.446883,1230790.648213,-7432747.473287,-1134956.687368,5762927.434666,-5923201.352233,-4871012.923234,1981298.663931,5496666.205503,-3476501.736105,-2418069.015866,7262837.925638,636016.130952,5292106.200585,-1215621.323420,690669.853630,-5274425.485312,3757991.383472,-3222800.506281,2462045.255003,1037247.317420,-7542071.560166,991589.077658,-3124527.268718,6536271.607294,-865804.528083,440625.909562,-10029156.972970,4578978.445054,-2016799.930634,8450567.517686,1914351.069726,-1361077.557404,637407.977319,-930386.558687,-2083342.953557,2980777.869021,662543.773405,-8023077.730392,-1192777.923724,4454277.088263,1346183.671059,2169069.197042,-3150382.065459,256768.899671,922866.393052,-765813.856899,1999749.806967,-1887022.241998,-6866955.514167,6581857.808298,1018635.305578,11073478.696405,-11244144.683674,-2677199.714058,-3169381.848380,-406832.609540,1918304.133330,12253785.181540,-6447026.646810,766137.632959,-2801320.458394,-4800658.724042,4141281.817354,1442278.984806,-216161.412252,-92780.722782,2989943.887515,-8503616.386993,9677022.308352,-6466100.764924,-1108226.041916,1272903.654487,5586101.289606,-3333433.282778,-2179852.069156,4241664.819234,-1814564.133386,-3350808.883997,1535347.058782,1606696.147999,-1687124.011762,4216057.115334,-4280167.893835,3991849.553494,-8603077.789706,8254855.567587,-2448563.929248,-420081.547261,2706062.174086,-4550575.747743,3771038.185452,-1611965.763281,-1418407.685916,1110028.247765,282951.797787,1920319.466669,-3555611.136210,2623087.920828,-650500.674833,-2699110.712983,3341172.727309,-272827.717775,3397304.603367,-81546.447435,-7155047.489758,-4913349.737436,7077767.470373,6291297.943098,-2557386.514478,-4985337.329029,2464403.705094,-2467374.501375,5209166.720608,-2688012.817918,-1574655.176445,1800483.474390,-417293.736053
-2371849.166881,537977.327625,-1717972.442164,-788174.272098,1948586.938873,7320027.454078,-4099560.308775,6101024.300345,-5693342.950503,-1922248.268129,5946954.278031,611600.589000,-2933025.107156,4399753.774513,1323250.895045,-5478903.957216,-636913.426605,-987011.987298,3822636.305969,-6136530.494353,-1551817.825440,-5018882.976038,-2867692.535119,-524955.290776,2141192.235807,5166138.775985,-319480.692578,8411.782854,3945867.219429,-797268.808836,1437493.140186,-5472846.090806,3037101.892744,44900.144531,1819631.536744,4347617.524302,2737380.064748,2494253.735624,-6138657.218508,-1939261.850148,-2933677.540360,-2331959.723916,1512916.628718,9191844.657314,1852140.705891,-7565727.938826,-4609178.332328,-1244783.491923,3726439.556588,-53800.575198,-3402665.495521,720192.426915,-1997912.084947,1491259.755364,3698755.841299,1350197.401354,-675669.071684,2698553.092865,1046023.442545,-1637264.922132,-2694659.838879,3493765.283261,514232.090560,1229738.671263,-7431168.320791,-1136326.121296,5758071.498350,-5922100.834937,-4872197.216412,1984292.300845,5499810.832906,-3474437.095328,-2417835.750287,7257579.938074,638858.072733,5289840.061569,-1216783.095098,691229.118345,-5272266.631042,3758714.510909,-3225257.643966,2461806.869715,1034129.566084,-7540236.732874,992848.146226,-3122541.147042,6532796.129533,-862966.030145,438090.542241,-10023414.291399,4577822.742061,-2013669.466893,8444407.934089,1910340.773092,-1356176.035485,635503.567514,-929707.724336,-2082112.555365,2981340.712183,658769.116361,-8019217.996327,-1192604.001570,4454208.998574,1344062.961419,2169330.737869,-3151320.072861,258383.508092,924698.647856,-767187.519105,1997373.498428,-1883259.495243,-6866544.128592,6577311.925055,1022508.072242,11066890.910555,-11242183.361291,-2673151.637815,-3167720.944434,-405247.811544,1918409.615656,12245001.071438,-6447659.058607,771213.751894,-2800501.630766,-4798457.148259,4136671.420193,1444133.667526,-217232.602311,-92173.244198,2990514.133743,-8503292.869882,9676073.227138,-6465601.466448,-1108707.102136,1271877.922065,5586146.096467,-3330842.776815,-2179971.349988,4239858.637068,-1814835.852144,-3349148.977965,1534396.144403,1604678.293196,-1683085.279511,4214775.623326,-4282709.579079,3995281.393326,-8605127.755378,8253966.612660,-2445250.269307,-423123.978809,2707522.292944,-4550356.246355,3769529.769416,-1610050.608451,-1421514.380315,1111879.405382,286483.248141,1918109.181291,-3557701.528326,2620557.302559,-647244.591017,-2697747.468968,3341258.241521,-271855.097338,3394433.120594,-82859.462745,-7153605.955034,-4910255.537903,7075160.010405,6290481.407489,-2556471.846103,-4985625.337888,2465948.663692,-2469754.264916,5210908.651457,-2688427.056898,-1575137.309246,1800916.284940,-417398.947098
-2371592.763459,535418.069278,-1720231.545762,-789965.301907,1941805.356028,7320212.262424,-4096285.300890,6099643.440106,-5689056.539749,-1919860.963406,5942244.378150,614595.762831,-2932146.303827,4400090.984051,1322093.917267,-5478108.673724,-632219.507845,-983301.675088,3823667.380217,-6134800.034174,-1549375.399879,-5015472.354358,-2865136.253918,-528451.034152,2140894.380317,5162684.445402,-325806.668713,6113.216927,3949568.215011,-798978.106503,1434797.934396,-5471078.977953,3037578.638649,42651.313520,1816502.700032,4346935.830458,2739770.525179,2491748.104788,-6140475.658337,-1935218.237975,-2931610.388040,-2324776.937567,1513083.364653,9188735.140773,1849876.661644,-7568143.129864,-4607837.239721,-1239711.036604,3722535.053752,-56140.707859,-3403969.275967,723756.860746,-1995855.274156,1491008.177606,3697267.483649,1349053.807659,-673731.871487,2695171.012358,1047522.052158,-1633879.267184,-2695407.592417,3489526.583165,518518.287571,1228471.773098,-7429130.293154,-1138024.600481,5751902.315822,-5920691.295123,-4873698.140049,1988106.449828,5503788.661037,-3471832.273453,-2417541.047740,7250875.620197,642484.947759,5286886.751559,-1218270.849986,691911.983751,-5269431.672456,3759628.097239,-3228407.404226,2461513.960033,1030133.760824,-7537923.545540,994478.747300,-3119963.413883,6528383.594712,-859357.583846,434872.940724,-10016088.475110,4576361.840469,-2009661.017407,8436516.031079,1905186.786761,-1349955.594507,633039.082201,-928798.864200,-2080554.401211,2982106.772266,653968.842108,-8014279.390136,-1192386.071252,4454116.474300,1341307.566847,2169650.989146,-3152457.049615,260421.419338,927028.276138,-768921.775746,1994353.042804,-1878471.664494,-6866037.617573,6571508.851957,1027451.079492,11058497.329209,-11239692.186651,-2667947.867682,-3165577.201116,-403323.438630,1918565.232497,12233830.212941,-6448465.512457,777676.797691,-2799450.699230,-4795667.039564,4130813.481493,1446484.165000,-218596.695988,-91359.247653,2991162.533235,-8502811.261544,9674795.951138,-6464943.992442,-1109235.827758,1270517.840074,5586191.017722,-3327575.618512,-2180084.492106,4237545.532144,-1815179.095971,-3347018.769380,1533194.746998,1602064.146162,-1677906.754336,4213126.009504,-4285949.638772,3999632.649033,-8607644.260775,8252738.810943,-2440998.874293,-427003.199403,2709383.671660,-4550071.318070,3767598.168059,-1607592.719640,-1425495.795564,1114256.381975,290974.177714,1915291.624932,-3560359.413130,2617313.795784,-643079.485591,-2695972.299295,3341362.747161,-270709.319568,3390797.310207,-84517.952051,-7151715.412955,-4906290.313661,7071782.462959,6289453.777798,-2555356.085268,-4985975.367565,2467968.209587,-2472818.336871,5213102.358926,-2688893.460498,-1575799.018259,1801482.712759,-417534.393595
-2371232.462580,532260.510149,-1722946.064783,-792180.365019,1933446.217949,7320375.296142,-4092236.813256,6097878.384409,-5683726.424472,-1916943.600701,5936427.503848,618281.420684,-2931031.422271,4400484.619070,1320684.809534,-5477087.074836,-626504.401014,-978743.562644,3824893.689019,-6132649.407453,-1546387.409231,-5011228.458821,-2861971.467859,-532759.786334,2140522.585892,5158418.978041,-333551.163886,3302.446392,3954103.672440,-801093.109405,1431493.522114,-5468845.464206,3038120.095736,39879.225484,1812644.712239,4346046.569814,2742687.552560,2488682.422719,-6142667.944504,-1930267.469627,-2929063.984076,-2315954.335220,1513290.609621,9184885.391914,1847119.092277,-7571043.131834,-4606163.131054,-1233488.666599,3717677.769625,-59026.474352,-3405553.771428,728086.207589,-1993323.098983,1490691.093229,3695450.286411,1347652.168680,-671300.477421,2691013.502471,1049365.995344,-1629744.983159,-2696270.666483,3484315.588999,523770.258577,1226849.394853,-7426575.947016,-1140127.313874,5744267.990980,-5918916.292321,-4875492.588280,1992771.778910,5508642.505880,-3468604.096088,-2417166.167325,7242589.996993,646923.279863,5283242.984573,-1220057.622884,692766.342658,-5265977.880455,3760730.837450,-3232223.321330,2461126.678971,1025234.798770,-7535007.522580,996462.250988,-3116794.727016,6522923.358391,-854926.265354,430897.719445,-10007039.032855,4574534.102490,-2004760.345908,8426789.089072,1898890.498203,-1342297.253641,630037.988813,-927710.111206,-2078601.761043,2982991.351883,648081.167735,-8008179.446737,-1192132.734571,4453970.464036,1337968.616198,2170028.238868,-3153844.467895,262913.916369,929877.079582,-771053.756261,1990643.509519,-1872585.133222,-6865341.626738,6564333.151729,1033495.981103,11048099.596060,-11236531.096991,-2661562.560840,-3162923.587437,-400900.011256,1918702.721684,12220008.101666,-6449385.321887,785592.020786,-2798130.423623,-4792201.427045,4123580.106190,1449366.515552,-220265.818840,-90396.040962,2991988.437046,-8502181.044495,9673187.132975,-6464113.390741,-1109923.545102,1268868.745607,5586221.010281,-3323516.294875,-2180233.154265,4234669.598974,-1815582.262289,-3344385.105875,1531703.663923,1598869.305259,-1671572.241847,4211091.184720,-4289872.998523,4004917.292570,-8610697.835439,8251215.235265,-2435778.305044,-431756.947760,2711644.335947,-4549688.911409,3765204.930073,-1604579.644614,-1430339.088209,1117132.747778,296495.627621,1911810.990344,-3563572.493337,2613305.932126,-637969.676244,-2693796.435137,3341474.211128,-269259.105497,3386298.779391,-86559.063822,-7149351.910994,-4901412.404481,7067603.113190,6288135.318487,-2553925.970748,-4986373.256162,2470390.224570,-2476533.113058,5215758.294829,-2689480.637175,-1576561.199331,1802148.731550,-417695.421401
-2370785.884008,528543.126339,-1726078.534925,-794824.031673,1923553.439357,7320511.590980,-4087438.850574,6095738.480893,-5677410.540697,-1913499.213504,5929491.799985,622644.873216,-2929641.390738,4400863.844956,1319055.372291,-5475801.562476,-619791.368924,-973357.835870,3826279.501942,-6130074.703004,-1542863.372117,-5006180.530235,-2858235.033376,-537778.807497,2140094.313405,5153326.651344,-342674.654321,-2.952897,3959447.715382,-803599.437969,1427594.560476,-5466168.644408,3038686.633168,36593.497368,1808121.275595,4345014.706321,2746066.960310,2485035.467937,-6145219.372742,-1924476.077744,-2926022.642160,-2305597.915049,1513520.550125,9180328.820855,1843874.724160,-7574309.958492,-4604175.513964,-1226148.417041,3711874.843209,-62421.126657,-3407421.183699,733152.006895,-1990256.480849,1490308.553471,3693309.710898,1345999.889821,-668408.722722,2686096.763996,1051504.549909,-1624955.485777,-2697192.592669,3478149.801234,529954.329697,1224868.539826,-7423470.825599,-1142636.572203,5735235.228590,-5916730.657640,-4877584.071705,1998238.253470,5514296.677630,-3464750.401771,-2416732.078074,7232816.983019,652103.940283,5278966.115990,-1222142.628607,693793.478984,-5261911.771987,3761959.074870,-3236652.087734,2460657.149167,1019417.694535,-7531481.983838,998759.774262,-3113034.653916,6516471.726404,-849711.636990,426245.124569,-9996322.294223,4572355.694551,-1999063.393985,8415271.852873,1891475.005050,-1333202.946939,626549.277753,-926495.815332,-2076252.103087,2983959.386926,641173.172212,-8000941.053718,-1191833.046163,4453748.302409,1334059.351362,2170432.782419,-3155428.715777,265831.558657,933213.681642,-773534.103103,1986248.702644,-1865637.480771,-6864440.564032,6555795.259959,1040612.188154,11035724.360975,-11232702.695214,-2653993.897267,-3159742.096688,-398011.802705,1918800.393962,12203586.708597,-6450411.346100,794899.560663,-2796513.191201,-4788061.647032,4115026.813855,1452729.256805,-222261.779195,-89277.082344,2993019.679853,-8501380.007437,9671205.059360,-6463126.678144,-1110718.357093,1266933.259217,5586197.701138,-3318690.237423,-2180365.422810,4231207.627573,-1816029.301069,-3341257.511728,1529925.273690,1595113.051994,-1664110.966265,4208650.542047,-4294409.998509,4011062.941414,-8614239.621242,8249388.350087,-2429611.089674,-437373.180228,2714315.940729,-4549231.090299,3762357.550656,-1600986.101514,-1436045.144864,1120483.493801,302991.139828,1907736.252323,-3567346.773760,2608575.696767,-631927.549013,-2691276.811065,3341618.352335,-267547.163340,3380972.811684,-88949.937521,-7146540.798540,-4895622.390332,7062635.491148,6286529.580832,-2552215.741891,-4986800.642715,2473204.738742,-2480887.548971,5218863.013567,-2690150.931887,-1577460.951488,1802926.307287,-417882.649699
-2370224.176949,524276.519328,-1729607.578253,-797893.198288,1912105.955575,7320568.624803,-4081867.480219,6093172.076167,-5670067.222409,-1909519.786594,5921397.421804,627685.370251,-2927982.176366,4401225.191508,1317202.312052,-5474226.006485,-612098.655523,-967126.182786,3827805.513527,-6127034.132010,-1538790.302975,-5000293.498544,-2853898.916198,-543527.282220,2139575.496266,5147390.306157,-353191.789170,-3801.009567,3965581.484633,-806494.314809,1423103.822662,-5462999.926838,3039258.436962,32812.468283,1802896.931660,4343778.986009,2749882.387709,2480826.237688,-6148087.129591,-1917827.982780,-2922481.601035,-2293671.833496,1513777.542757,9175012.876286,1840154.808819,-7577915.802606,-4601837.663834,-1217707.342372,3705112.030264,-66332.920901,-3409561.287083,738944.569141,-1986673.917023,1489842.052745,3690825.477173,1344090.656452,-665024.441869,2680399.062489,1053940.333556,-1619488.219263,-2698167.006401,3471027.149500,537061.110214,1222512.984775,-7419767.388946,-1145529.761753,5724759.476054,-5914112.402932,-4879926.245120,2004485.805959,5520747.538077,-3460275.703591,-2416232.898466,7221497.545222,658039.942901,5274004.374848,-1224501.264777,694988.686437,-5257226.513924,3763310.683543,-3241671.106538,2460081.328390,1012690.469132,-7527303.512852,1001362.861572,-3108645.667231,6509000.328308,-843700.168261,420876.516384,-9983893.479457,4569797.228579,-1992544.507349,8401915.962940,1882948.418547,-1322690.061360,622552.045845,-925129.257784,-2073485.418527,2985009.198733,633234.321872,-7992522.869959,-1191515.681630,4453446.749635,1329584.692211,2170852.067844,-3157188.978195,269164.204781,937021.945976,-776359.605780,1981170.077156,-1857610.198999,-6863308.832420,6545874.164818,1048782.723245,11021282.232256,-11228095.057348,-2645251.468724,-3156009.616091,-394668.422957,1918846.447285,12184502.914584,-6451492.179440,805591.672010,-2794584.921989,-4783233.083787,4105120.696225,1456577.909817,-224562.944010,-88015.506339,2994229.801159,-8500366.455748,9668799.212521,-6461930.353015,-1111619.509495,1264695.395944,5586093.193831,-3313065.085799,-2180495.274031,4227153.640997,-1816510.393314,-3337626.950355,1527861.440650,1590777.582982,-1655521.596345,4205805.314897,-4299542.700921,4018028.986951,-8618199.911812,8247196.049632,-2422479.832645,-443838.935652,2717363.545314,-4548658.024382,3759045.973128,-1596832.886749,-1442580.754679,1124282.179778,310480.767829,1903038.812767,-3571645.615598,2603094.157661,-624958.603707,-2688367.532054,3341756.076029,-265569.627599,3374798.163214,-91695.950947,-7143218.579905,-4888902.137094,7056836.189810,6284581.590777,-2550199.208689,-4987203.312404,2476376.242758,-2485860.969866,5222378.341427,-2690894.921640,-1578471.274831,1803795.532889,-418092.290517
-2369592.434473,519478.479849,-1733624.821831,-801310.364266,1899112.989094,7320507.277662,-4075534.602367,6090177.509439,-5661674.852153,-1904942.265627,5912147.892468,633346.871451,-2926082.977353,4401601.763041,1315120.808129,-5472367.069956,-603359.607714,-960037.556842,3829497.921352,-6123486.813369,-1534119.583785,-4993609.131059,-2848968.699046,-549976.819210,2138867.451257,5140609.444324,-365129.601331,-8106.806383,3972471.008577,-809681.811695,1417990.711304,-5459395.014413,3039876.782800,28551.269394,1796942.106480,4342321.357092,2754146.659774,2475970.022348,-6151184.448628,-1910239.472584,-2918439.547388,-2280096.951460,1514023.028938,9168861.063870,1835864.600015,-7581938.866856,-4599105.717972,-1208147.899491,3697493.190523,-70751.959353,-3411933.737581,745518.848974,-1982597.150098,1489290.562604,3687933.640652,1341887.809545,-661197.215387,2673881.144503,1056670.362403,-1613239.866643,-2699314.768351,3462970.459896,545078.638605,1219905.972293,-7415472.088713,-1148758.614219,5712847.298836,-5911077.766936,-4882485.293732,2011534.871917,5527947.258704,-3455195.989702,-2415643.608169,7208577.694732,664742.827008,5268255.268875,-1227129.161509,696269.583829,-5251798.532580,3764818.936431,-3247320.151602,2459406.905198,1005059.735513,-7522530.152462,1004362.858442,-3103560.163788,6500472.662743,-836920.316142,414783.159582,-9969710.465088,4566856.984385,-1985121.341257,8386644.786163,1873254.115344,-1310806.678495,617957.800369,-923502.508516,-2070345.282346,2986235.322358,624274.774796,-7982884.660695,-1191187.914062,4453013.590505,1324513.248428,2171260.287892,-3159054.163939,272885.258169,941320.999162,-779545.699549,1975433.877422,-1848532.274552,-6861941.775419,6534548.149514,1057999.831954,11004838.815643,-11222755.013774,-2635307.235246,-3151677.188328,-390992.063564,1918862.958032,12162798.729427,-6452615.377963,817651.355378,-2792341.236361,-4777732.475813,4093867.335004,1460910.311189,-227150.269507,-86579.696210,2995496.859933,-8499029.287918,9665901.787231,-6460500.124259,-1112548.425953,1262080.615685,5585928.687092,-3306694.124777,-2180585.875743,4222501.738593,-1817035.478316,-3333451.542797,1525502.215347,1585842.142393,-1645784.515086,4202528.712881,-4305280.935459,4025794.133210,-8622442.243995,8244527.870510,-2414384.049157,-451129.071394,2720765.798072,-4547940.162491,3755244.462327,-1592117.254028,-1449936.705364,1128543.211206,318962.967244,1897678.179006,-3576427.090358,2596819.197695,-617033.450372,-2685020.320880,3341865.008741,-263441.081449,3367820.712451,-94796.564155,-7139283.554668,-4881233.557780,7050107.354988,6282312.028938,-2547918.918804,-4987583.204334,2479998.459959,-2491498.126198,5226257.732253,-2691652.911319,-1579615.378312,1804757.367508,-418323.516235
