-2327452.043899,3641521.348226,350954.071373,-2360887.949768,-8333251.595125,-7812612.655589,8536795.327548,-1836281.580321,4070467.992843,-1842428.229258,5018193.792001,15444837.104959,10690585.224742,-2698356.397164,-18634111.308638,-511810.880747,1908097.273077,-5138131.204174,-1674744.020716,-227308.647990,-5232085.682940,4259662.193975,731545.019644,4416910.410690,-3084831.758810,4074907.677975,-1772648.004241,-645380.906940,-2460082.758352,13149540.389724,-2468760.736405,-558733.533813,-13609620.947971,667888.660464,-255903.239733,6623550.476814,-506212.613206,1547416.139184,4503865.193044,3810752.616219,-7044997.437029,-4902027.173303,-8620939.633108,5607353.163562,11457211.823873,-3589889.069108,-4078229.579206,5756807.479538,-8706665.138591,1042856.390202,4235977.658122,6546184.586290,-6748464.069884,-1906182.133348,-1265616.298694,4136882.685810,345676.581699,-4511389.644097,2678981.153253,-177901.335217,6494274.007822,-13180469.177558,7105656.483038,834695.248009,2539409.449399,-4713131.222905,-2513906.451990,6276429.399918,-1379762.704287,-4465289.378059,7207957.063252,-6862710.594512,4689250.610560,-3779941.437340,4967514.695589,-6563060.762263,6898283.680942,-4040308.046052,-755680.976976,1241868.225881,3822722.959972,-5096528.994012,-522344.412782,4512638.589454,-3895041.231541,1351810.163694,340178.666056,525009.136295,875094.217299,-6428558.069086,8744416.841652,-6071179.585177,2676576.290569,1343855.161397,-4454704.725857,5049070.250534,-4817742.768266,3438172.114811,-1276148.340317,170152.775063
-2301294.511176,3625322.024087,360936.397283,-2400724.168872,-8309407.480772,-7856662.042586,8563661.360972,-1830191.678784,4077441.371889,-1927053.778902,5116198.565138,15495677.622851,10685229.867868,-2695285.308173,-18753784.858584,-484773.266134,1932310.399346,-5151584.474861,-1659378.235375,-189304.407779,-5283396.048493,4321670.926227,725919.318669,4346460.766324,-3030893.259582,4049330.100154,-1804626.725647,-650684.919708,-2481556.144940,13244441.183582,-2463009.923818,-613953.722514,-13566278.003105,643480.096794,-253332.200160,6655502.828543,-522116.094091,1515343.875490,4506412.134486,3805695.481743,-7037863.427814,-4923515.159605,-8676305.359391,5718680.562851,11503540.328009,-3624869.851756,-4134021.036627,5791788.881165,-8750512.425834,1020341.257789,4300681.025616,6567423.531340,-6790329.269108,-1924764.814358,-1271272.073814,4199581.420844,328477.535962,-4541524.144627,2678224.903743,-140063.846536,6467989.159230,-13209537.174651,7125956.279443,892796.429567,2516310.987733,-4778027.390324,-2508668.971556,6362651.721483,-1445541.027667,-4444170.654165,7198791.827970,-6871557.060555,4721983.145723,-3804347.325659,4972061.454788,-6586292.400008,6943076.209802,-4066514.258592,-754955.697834,1234085.331025,3862108.553262,-5135839.618756,-523979.024482,4535799.637653,-3907092.120082,1348683.336133,359584.134195,475673.956455,943179.965724,-6475121.655653,8748659.481667,-6034087.376146,2648650.358167,1315445.499448,-4423903.996812,5041983.384881,-4783953.540677,3387004.209919,-1249995.203743,165679.709236
-2298647.476543,3624224.754044,368420.915542,-2410207.834147,-8310290.394463,-7860245.397472,8566277.918782,-1831911.297562,4073068.516214,-1930920.913314,5125955.345581,15508112.790484,10692705.716087,-2697549.875809,-18768290.262802,-486899.349679,1930499.139935,-5155310.271334,-1658562.330636,-183312.622176,-5289446.969385,4324628.910831,733135.865807,4345407.609844,-3033383.510244,4056201.124204,-1810718.738812,-652290.703063,-2482691.890210,13250574.806655,-2469337.551174,-612718.287938,-13572481.250057,646496.199144,-256056.352945,6665819.593364,-522719.730545,1512220.153811,4511524.311063,3810243.722928,-7046966.336540,-4933682.771540,-8670593.604743,5722917.470059,11508375.805169,-3627716.523919,-4141839.344720,5794422.595614,-8749722.984479,1019823.306042,4306006.250731,6574704.974625,-6805744.875454,-1920908.655175,-1271466.337632,4205761.230274,324206.298708,-4546186.880869,2682078.756617,-138306.863835,6471402.750448,-13216224.824651,7121910.025028,899770.106234,2524348.374748,-4791438.695112,-2509521.298273,6373108.247511,-1450324.542213,-4447295.012646,7204589.189002,-6877653.337328,4727969.819387,-3808474.039898,4973054.558010,-6587222.343517,6946512.581080,-4069238.125253,-755431.329487,1232287.928339,3871523.062392,-5146235.080075,-520970.438309,4537359.714381,-3908318.718083,1350828.527353,355581.936020,476498.126522,946652.501030,-6477650.700995,8749391.643223,-6033269.439941,2648560.220842,1312777.433389,-4425206.731766,5047087.927732,-4783919.978441,3382575.609702,-1247228.862873,165158.704260
-2294245.056195,3622382.917807,380853.668152,-2425914.627349,-8311659.413795,-7866063.168849,8570462.002220,-1834785.577640,4065771.005775,-1937201.626786,5142024.475812,15528502.795272,10704967.182230,-2701272.432281,-18792016.266285,-490477.078574,1927440.474196,-5161386.072269,-1657215.508195,-173400.003276,-5299354.017695,4329397.347723,745135.607709,4343678.122372,-3037540.943884,4067591.642802,-1820808.251662,-654944.616725,-2484527.452010,13260484.491356,-2479794.055213,-610594.675749,-13582647.345276,651530.193864,-260587.693478,6682839.971874,-523743.379301,1507049.055021,4519991.094488,3817726.465116,-7062000.052436,-4950485.331893,-8660909.244137,5729778.991052,11516187.322512,-3632372.328717,-4154724.472026,5798708.231351,-8748267.452886,1018988.935292,4314728.028831,6586683.883759,-6831245.670051,-1914414.752253,-1271793.131865,4215925.282212,317114.650858,-4553836.463458,2688441.779189,-135423.611424,6477002.061913,-13227109.577232,7115058.667818,911298.588070,2537683.826167,-4813589.056565,-2510931.846113,6390336.236482,-1458182.738798,-4452465.611891,7214147.749907,-6887702.465405,4737842.542099,-3815264.058714,4974643.360056,-6588669.562555,6952083.524679,-4073674.270758,-756213.121117,1229293.481289,3887060.553915,-5163381.237514,-515968.669316,4539863.693299,-3910287.965151,1354375.241366,348918.471576,477881.573586,952377.731652,-6481751.147888,8750506.238099,-6031855.325169,2648374.042837,1308362.479657,-4427324.599166,5055478.743650,-4783799.952334,3375199.423787,-1242633.775404,164294.283520
-2288014.934360,3619664.279345,398233.552840,-2447910.167106,-8313351.324814,-7874052.856418,8576248.020723,-1838676.960305,4055441.150825,-1946148.930280,5164529.578432,15556764.622952,10721873.535687,-2706443.835329,-18825011.179848,-495334.675055,1923203.745111,-5169873.426488,-1655254.348617,-159465.799410,-5313173.998794,4336150.405585,761818.519896,4340959.723642,-3043052.714741,4083311.206900,-1834912.436111,-658696.220242,-2487116.182032,13274230.455904,-2494332.906561,-607687.532209,-13596386.764375,658462.825372,-266893.742855,6706508.032770,-525186.661039,1499658.195067,4531741.363558,3828088.580097,-7082781.512406,-4973870.780093,-8647329.539100,5739431.931635,11526953.971838,-3638893.540196,-4172744.086527,5804721.525798,-8746196.000605,1017762.538933,4326926.323979,6603337.443596,-6866798.553333,-1905344.919931,-1272208.448771,4230128.733050,307168.824767,-4564476.688892,2697260.591794,-131294.757402,6484591.141227,-13242039.006906,7105347.596529,927492.005220,2556255.077877,-4844631.186289,-2512776.638110,6414420.820907,-1469271.414550,-4459529.129835,7227300.031688,-6901593.333637,4751610.451146,-3824746.921014,4976791.440983,-6590629.475877,6959850.079970,-4079862.314129,-757295.461974,1225102.396788,3908718.189077,-5187260.881215,-509009.498731,4543335.672098,-3912990.164735,1359297.147877,339642.923012,479691.667755,960512.180833,-6487448.550682,8751905.477994,-6029701.886335,2648042.947694,1302027.674240,-4430061.875055,5067060.211104,-4783430.604265,3364671.075157,-1236109.400561,163069.656694
-2279935.253758,3616041.283838,420461.327377,-2476030.831957,-8315165.751572,-7883993.258391,8583350.325627,-1843582.222126,4042071.539476,-1957591.872297,5193247.024289,15592362.504953,10743062.963627,-2712969.872299,-18866601.211982,-501509.053781,1917744.712169,-5180545.065276,-1652670.939730,-141596.141043,-5330687.346963,4344672.342472,783117.411632,4337235.452906,-3049905.135647,4103229.706579,-1852918.876465,-663472.602727,-2490349.673402,13291375.251767,-2512829.960084,-603987.246713,-13613371.056928,667272.387281,-274930.628182,6736538.994889,-527057.285295,1490101.073460,4546644.776215,3841172.061737,-7109091.572278,-5003610.267485,-8629646.796725,5751648.092559,11540316.440107,-3647114.780941,-4195712.558557,5812269.404342,-8743279.894109,1016137.481687,4342408.357457,6624418.356466,-6912077.785612,-1893643.855739,-1272712.221689,4248194.463412,294404.047352,-4577912.900347,2708423.997359,-125979.922927,6494008.838839,-13260598.517647,7092611.911279,948258.854255,2579887.024793,-4884227.866870,-2515020.553777,6445042.728271,-1483430.581045,-4468392.314995,7243844.634492,-6919123.169004,4769095.443537,-3836770.565831,4979372.695893,-6592927.071920,6969560.531658,-4087636.265821,-758646.381811,1219686.146385,3936280.650978,-5217603.625407,-500111.944461,4547627.984435,-3916310.229770,1365538.625580,327799.116012,481912.416155,970977.411408,-6494570.402105,8753398.333818,-6026691.439554,2647483.398652,1293853.864100,-4433358.636108,5081658.984549,-4782726.574768,3351015.921674,-1227688.240252,161492.301802
-2270070.372295,3611512.312565,447351.958968,-2509797.233280,-8316828.244270,-7895282.542767,8591064.705059,-1849578.767412,4025644.052237,-1970774.281296,5227257.084881,15634093.736126,10767912.512590,-2720679.015460,-18914963.380689,-509179.533810,1910809.427834,-5192871.591348,-1649568.462974,-120133.731053,-5351198.617550,4354257.851601,809033.834133,4332756.524892,-3058359.889552,4127241.785891,-1874537.651591,-669174.817831,-2493931.365590,13310699.123948,-2535029.282345,-599235.696535,-13633193.964011,678069.392034,-284660.874061,6772337.463158,-529311.324627,1478647.636421,4564374.348892,3856687.097161,-7140555.820655,-5039205.632798,-8607161.609114,5765517.514372,11555357.821429,-3656606.074965,-4222984.926368,5820822.490760,-8738858.471085,1014176.488015,4360477.911652,6649379.609963,-6966262.539525,-1879061.652548,-1273318.609099,4269476.341996,278985.756029,-4593685.064188,2721746.813917,-119723.261244,6505079.380671,-13281956.652833,7076496.817533,973157.599961,2608382.585190,-4931464.111857,-2517680.164474,6481297.407667,-1500092.518921,-4479012.354869,7263503.410053,-6939911.360734,4789835.354697,-3850964.726559,4982159.296559,-6595152.164964,6980572.873837,-4096592.095814,-760225.187852,1213045.814061,3969207.173314,-5253805.042193,-489248.215601,4552337.106523,-3919964.437455,1373013.175637,313344.671593,484761.178084,983308.893165,-6502531.777385,8754543.946379,-6022732.338523,2646670.759263,1284066.891525,-4437218.906928,5098977.846758,-4781605.107182,3334412.625449,-1217502.398865,159588.832703
-2258315.177286,3605969.123840,478845.663537,-2549176.673862,-8318022.711576,-7907743.290579,8599219.755401,-1856593.058988,4006056.178124,-1985789.552941,5266556.206311,15681467.820746,10795979.640969,-2729488.484287,-18969646.543129,-518226.638211,1902442.564736,-5206689.011835,-1645857.527552,-95059.861352,-5374631.760579,4364903.373833,839421.854146,4327237.830974,-3068107.697764,4155085.468472,-1899723.782726,-675779.749198,-2497797.808804,13331882.560803,-2560786.099028,-593526.075064,-13655233.246104,690736.591741,-296035.698021,6813635.407397,-532018.891883,1465177.119997,4584817.030210,3874474.528651,-7176816.721396,-5080462.564511,-8579743.730499,5781011.419336,11571766.938041,-3667318.473033,-4254521.256282,5830330.992587,-8732775.940561,1011841.205862,4381034.236017,6678006.741565,-7029127.810281,-1861554.891494,-1274028.451268,4293943.813778,260888.710457,-4611652.576289,2737106.940536,-112487.776646,6517502.480026,-13305619.413508,7056771.044889,1002275.971513,2641545.842079,-4986262.451699,-2520619.443577,6523039.051077,-1519246.279042,-4491205.701920,7285967.556738,-6963733.868333,4813766.314571,-3867251.568336,4984981.557703,-6597141.528252,6992733.331498,-4106618.060308,-761999.235635,1205147.055100,4007314.281792,-5295599.856784,-476501.121579,4557383.062677,-3923850.784031,1381643.739439,296378.484910,488067.153396,997626.686986,-6511245.790604,8755116.366104,-6017591.299005,2645469.937753,1272577.343875,-4441404.138825,5118773.371706,-4779817.258199,3314662.788884,-1205472.196587,157347.756468
-2244703.835702,3599209.323645,514806.722381,-2593835.812761,-8318359.249149,-7920787.582501,8607326.155809,-1864430.380216,3983147.959666,-2002347.225397,5310538.749026,15733409.613804,10826648.052688,-2739254.686263,-19029287.917461,-528581.591379,1892553.353263,-5221747.384348,-1641504.376275,-66532.925083,-5400457.532702,4376281.536792,874107.053071,4320519.769067,-3078946.963212,4186417.458381,-1928223.636483,-683269.891671,-2501859.185805,13354056.162889,-2589840.069749,-586721.355515,-13678700.971529,705175.760793,-308973.058134,6859857.667389,-535099.633393,1449662.516702,4607679.618279,3894214.023487,-7217361.611167,-5126872.718507,-8547032.395243,5797602.797690,11588844.879749,-3678991.400327,-4289838.210954,5840479.389948,-8724674.013232,1009110.234561,4403685.340990,6709828.301108,-7099991.995521,-1841067.740207,-1274719.711537,4321127.872052,240194.675209,-4631442.355759,2754282.472040,-104311.476445,6530889.715948,-13330751.777486,7033151.547064,1035297.398151,2679199.657334,-5048083.589551,-2523703.128044,6569683.563170,-1540705.706270,-4504695.815103,7310791.145242,-6990114.110186,4840481.535573,-3885378.184425,4987672.337208,-6598609.677774,7005629.727787,-4117456.512456,-763935.132948,1196015.312555,4050149.759159,-5342485.477859,-461886.031159,4562476.074364,-3927741.470608,1391338.417016,276920.737562,491849.196723,1013759.809204,-6520326.248621,8754704.319018,-6011040.853620,2643798.837740,1259333.005046,-4445641.469200,5140685.147278,-4777127.613503,3291688.317567,-1191591.251277,154771.285133
-2229115.538963,3591209.003229,555001.729869,-2643467.840254,-8317356.872102,-7933956.100045,8614732.770555,-1873157.483417,3956921.963119,-2020083.191824,5358719.682744,15788762.583763,10859063.253107,-2749774.159250,-19092383.000517,-540289.122354,1881031.746233,-5237458.483805,-1636515.220222,-34732.969323,-5428226.643408,4387925.851096,912966.364324,4312493.979467,-3090812.941730,4220950.487507,-1959841.263721,-691517.511785,-2505817.562415,13376245.934933,-2621874.888466,-578863.188167,-13702811.794968,721373.975063,-323402.643644,6910402.074282,-538641.457562,1432231.386672,4632616.177598,3915568.215995,-7261645.257575,-5177963.293793,-8508494.400638,5814819.259133,11605732.584324,-3691272.713524,-4328584.272903,5850868.392422,-8713978.912124,1005955.258524,4427939.775159,6744311.719809,-7178111.274180,-1817413.239916,-1275487.539725,4350670.127258,216997.302422,-4652648.182791,2773029.687034,-95305.913960,6544855.963313,-13356412.588456,7005224.553220,1072119.712540,2720895.291075,-5116209.083975,-2526829.555342,6620512.366073,-1564060.684752,-4519326.382618,7337543.063926,-7018642.768933,4869653.138591,-3905018.063239,4989901.500183,-6599144.375261,7018720.093766,-4128749.230598,-765964.243453,1185585.719157,4097241.175928,-5393850.180160,-445477.838621,4567314.459490,-3931384.935009,1401966.437466,255082.410793,496033.374164,1031566.784783,-6529357.639341,8752825.011475,-6002798.291117,2641491.144779,1244478.032714,-4449784.831880,5164310.993282,-4773275.518165,3265466.091094,-1175896.760916,151870.603247
