2618288.517545,-3727993.231959,-1589044.963785,-1281420.969013,-4654622.886673,-1067675.718714,9601151.380724,3993395.585611,-1366582.666713,1984380.813360,-1123094.052861,-318999.330450,-2446065.876338,-4540018.098641,6109407.707616,-1780141.636494,-7228361.794229,5485704.482616,2770462.130169,-1407625.772165,-7652624.065117,1447352.224036,7215515.933559,4639314.172692,4117695.953216,-3090608.896082,-11442745.623009,2468234.188204,822723.348154,3955014.860833,-2251049.229886,1951462.941792,-458593.126694,-2852632.258470,-1835640.122550,3308147.319448,5752574.459538,-1689480.563307,-3270272.766660,-2381350.248410,-2416405.798881,-3162935.729749,2411424.897162,2030186.364669,151353.525434,-1102363.176773,1431466.247471,-4887495.003076,4711455.790769,12220184.044877,-1797876.330090,-351589.299917,904643.018133,-5243640.547941,-6037291.093278,-3656754.385873,-1934328.599300,4389866.360370,-2513251.033703,9773425.470867,672309.907976,-4055556.755336,-3309580.471121,746139.393113,6434262.323788,-3776127.600724,2358684.966789,-3161503.320920,787637.793123,-6205331.489785,8321033.541821,-2209101.643668,867506.208436,-1967995.482675,395625.861173,1426562.815775,-685222.134596,320963.323557,-4317779.912047,2487718.755493,4928086.997023,-1882886.356641,-1931585.492520,-4928514.719513,7003553.389952,-590239.688284,-1816479.438107,-806448.209053,1254794.010080,1828274.285535,-4100663.716814,2534532.985080,908733.164295,801991.421597,-6964634.094936,6903104.073795,-904436.239286,-3297390.320327,4360154.298303,-2834928.104385,2287877.947556,-4006536.168300,1720888.063107,4146167.084122,-6682714.948688,5569981.394080,-2485143.890250,-2041701.467938,4152733.421436,-2387877.366255,26196.433544,-82346.602371,560023.420527,2249577.052454,-7265932.769991,9893147.645388,-5291602.674626,349806.874781,-2958642.826412,3805308.749575,-526255.036741,655648.646776,-501182.905085,-2330836.669550,1093874.454213,3201852.831778,-3073361.112540,42986.578927,808517.632777,-229964.507994
2617992.061100,-3725235.059171,-1591591.785525,-1278416.346871,-4656139.844455,-1065179.807504,9601270.885921,3992787.982240,-1367081.972160,1976958.726995,-1119059.918618,-317799.072200,-2443311.831838,-4541911.027955,6106913.350801,-1782084.940872,-7229683.247616,5486933.935315,2770612.605508,-1407615.875831,-7653067.014258,1446481.448921,7214520.866387,4649142.145668,4119393.461291,-3092600.735367,-11444174.147138,2468313.579452,827155.256868,3942661.887299,-2248939.971178,1949764.012600,-455567.935860,-2849892.631025,-1835616.668981,3309764.172498,5752558.272083,-1699965.411934,-3264810.484195,-2381694.310032,-2413377.092854,-3160167.054828,2407508.158337,2037935.062813,145430.766494,-1105560.275191,1428734.030364,-4884433.941930,4713297.906475,12220817.314894,-1801505.904911,-353448.735401,908525.190110,-5242662.925863,-6029782.998495,-3657664.469896,-1940065.994402,4388872.735087,-2517319.098851,9773833.663838,675440.207713,-4060794.176093,-3309774.052700,753739.472621,6439869.108197,-3778838.864413,2358638.878159,-3166398.613538,785144.698881,-6207182.851521,8321542.543800,-2206812.733040,871840.069649,-1965026.055377,389826.592373,1425018.306285,-682843.128121,320524.103178,-4317143.513114,2483981.182076,4929711.813118,-1879802.919356,-1932449.381645,-4927453.308435,7003314.296414,-592982.386405,-1817350.244623,-808565.076603,1260295.953511,1830887.144987,-4104722.276077,2534450.689486,904726.110656,807686.089042,-6964387.956955,6900976.900649,-904788.623769,-3295623.983833,4358383.422630,-2835688.819777,2289230.909115,-4004591.547123,1718621.745903,4146163.120237,-6683239.615432,5569972.381963,-2480733.998748,-2047099.165420,4154157.039322,-2385917.618122,23225.646684,-79984.239399,559084.272010,2249914.366117,-7269549.771461,9903161.550618,-5302794.277908,353851.383490,-2955427.042792,3799487.876043,-525336.616963,663444.929818,-507598.750145,-2331004.189847,1094846.591224,3201190.956379,-3073129.182480,44437.200805,807136.991969,-229630.057950
2619262.750375,-3724325.260084,-1594567.119590,-1278009.448742,-4656701.896233,-1064660.801389,9602584.284319,3991987.451917,-1365728.602393,1974282.240401,-1117269.047351,-317900.552465,-2442372.739845,-4542055.382877,6106644.888594,-1782984.153542,-7229983.724123,5486870.447968,2769040.248209,-1405435.381264,-7653482.237838,1446662.596556,7211622.038287,4649654.611863,4119581.709853,-3091518.890036,-11442359.694865,2469889.476554,827148.194592,3940905.865496,-2248769.004361,1948761.997118,-455762.266532,-2848286.999296,-1835885.691475,3309953.385049,5751280.488648,-1700489.107510,-3263660.532512,-2383723.937528,-2412389.734794,-3159028.906474,2406100.911937,2039815.167558,143319.319189,-1104949.671384,1429018.286557,-4884796.736612,4712143.455030,12221745.186893,-1799893.412691,-353317.417114,910130.592153,-5243663.208492,-6029645.946291,-3658831.737149,-1942110.473572,4388728.559778,-2516624.353448,9773352.557643,677077.562591,-4062815.425838,-3307919.947203,756528.836676,6438104.934571,-3779915.348923,2358816.650249,-3166736.846190,784909.082920,-6205837.172424,8318921.203901,-2205780.451983,872885.667196,-1964764.062624,389079.446230,1425660.939602,-682816.812814,318764.098644,-4316347.662450,2484057.934417,4931745.456175,-1881142.559660,-1933360.635110,-4928318.483152,7005009.618661,-592765.203299,-1817044.526148,-809769.748423,1259394.460090,1833301.482073,-4105497.611618,2533944.837088,903911.397320,809248.940645,-6964574.797487,6900170.455745,-904291.236119,-3295611.103803,4358562.664255,-2836652.285397,2289768.267412,-4003641.171198,1717613.542900,4146084.260252,-6683155.370868,5570645.323510,-2481131.112427,-2047409.516356,4154375.706006,-2385899.375040,23034.363287,-79537.942944,559117.394920,2249233.322345,-7269414.989583,9903665.315512,-5302504.739524,352942.841379,-2955009.276206,3798741.772816,-523799.918104,661627.397067,-506349.266132,-2329947.806740,1092335.899278,3203247.808238,-3075369.971726,46769.044823,805955.338329,-229413.080593
2621325.728958,-3722802.644964,-1599483.352804,-1277325.360432,-4657604.855062,-1063814.206266,9604732.759868,3990640.158272,-1363463.432946,1969850.688336,-1114290.704861,-318060.688762,-2440833.710560,-4542279.971906,6106170.755747,-1784419.366310,-7230425.119887,5486725.844120,2766406.842159,-1401826.837932,-7654122.459336,1446914.479510,7206761.273207,4650455.377357,4119889.412576,-3089698.155938,-11439255.120225,2472492.301740,827117.452135,3937988.438636,-2248475.895782,1947104.016674,-456091.627471,-2845604.827562,-1836312.784681,3310228.744372,5749094.423414,-1701323.747026,-3261732.768407,-2387075.626723,-2410734.146644,-3157111.580939,2403756.645528,2042912.892173,139811.138013,-1103951.153040,1429491.406504,-4885370.526449,4710230.607682,12223192.401447,-1797202.882954,-353120.644935,912815.895380,-5245268.107798,-6029422.806844,-3660762.158053,-1945480.884167,4388470.285853,-2515420.163053,9772470.328897,679778.995998,-4066135.139436,-3304831.336818,761147.728092,6435160.875780,-3781690.303693,2359099.106894,-3167303.017582,784536.667051,-6203570.847125,8314542.100716,-2204055.639456,874589.254058,-1964326.219282,387853.129900,1426727.821868,-682779.868284,315847.437468,-4315001.635436,2484172.986008,4935091.401026,-1883368.672094,-1934850.826435,-4929731.125733,7007790.979751,-592419.238838,-1816496.753863,-811775.179093,1257884.484191,1837289.507703,-4106751.147078,2533092.637913,902556.937342,811826.128762,-6964829.116317,6898780.483177,-903466.866229,-3295560.542906,4358846.623479,-2838248.614856,2290645.845510,-4002039.615814,1715931.679817,4145923.731936,-6682958.533328,5571709.331244,-2481771.881735,-2047902.575712,4154710.367855,-2385870.196151,22748.852173,-78826.808726,559182.729006,2248083.802591,-7269131.467394,9904402.946029,-5301953.130029,351418.929608,-2954295.108739,3797485.083211,-521260.956288,658598.253454,-504235.652006,-2328201.949002,1088164.423925,3206631.523704,-3079060.465880,50643.574824,803982.359110,-229049.816659
2624235.348317,-3720642.958103,-1606354.681478,-1276373.484208,-4658835.540270,-1062605.174764,9607653.410526,3988702.594287,-1360285.710863,1963616.551446,-1110127.616426,-318293.931792,-2438617.397037,-4542513.703625,6105457.284527,-1786476.078924,-7231015.924951,5486468.646465,2762689.999287,-1396712.732836,-7654965.925410,1447325.181647,7199914.644052,4651528.561901,4120247.118263,-3087104.917321,-11434842.057261,2476106.202563,827056.176723,3933881.623347,-2248060.737562,1944764.935123,-456535.430015,-2841827.200317,-1836907.554544,3310603.122084,5746034.783465,-1702478.028773,-3259040.410401,-2391740.489201,-2408419.848072,-3154418.032886,2400458.915449,2047209.987423,134902.139454,-1102498.211899,1430147.673169,-4886140.131100,4707480.487747,12225158.924543,-1793404.434843,-352803.350148,916519.761872,-5247531.469433,-6029040.691275,-3663425.103114,-1950184.507563,4388064.731820,-2513740.510364,9771188.751965,683593.901828,-4070755.675653,-3300468.374650,767589.753513,6430932.234768,-3784133.803121,2359482.912699,-3168024.629826,783987.250004,-6200319.454623,8308292.178052,-2201618.059236,876985.119755,-1963698.230239,386140.731723,1428187.684769,-682712.443976,311776.377488,-4313109.303042,2484334.989657,4939731.573609,-1886465.211326,-1936938.372649,-4931665.340795,7011617.205949,-591878.972401,-1815761.656389,-814553.776099,1255743.305359,1842851.432301,-4108448.171353,2531860.644945,900666.622520,815432.556002,-6965154.297311,6896788.772131,-902295.311226,-3295463.234968,4359200.662186,-2840466.177439,2291871.500823,-3999778.128302,1713572.522300,4145666.915029,-6682642.497878,5573174.915792,-2482674.105576,-2048559.469228,4155138.374659,-2385797.411022,22323.406920,-77806.745653,559256.774349,2246465.323126,-7268686.274240,9905369.822201,-5301134.462784,349267.307072,-2953293.334679,3795727.005074,-517680.940078,654321.314267,-501296.803032,-2325709.897889,1082315.436152,3211362.644741,-3084229.301632,56063.587411,801227.273812,-228543.295343
2627900.201162,-3717822.847004,-1615139.292695,-1275142.672916,-4660327.392186,-1061044.899561,9611265.944216,3986162.970722,-1356195.222066,1955609.900878,-1104771.245155,-318581.602364,-2435750.609961,-4542711.934300,6104440.792715,-1789072.193707,-7231675.955235,5486032.426330,2757864.285185,-1390119.750086,-7655904.532195,1447806.787821,7191034.773157,4652822.144206,4120643.511844,-3083733.740774,-11428994.195353,2480694.488552,826953.766120,3928546.061076,-2247494.338188,1941738.099316,-457094.621037,-2836933.130740,-1837634.574394,3311024.500680,5742037.911925,-1703927.898094,-3255540.280186,-2397680.929514,-2405424.350554,-3150903.672046,2396186.316894,2052675.707683,128595.948099,-1100612.777873,1430967.341809,-4887035.240736,4703888.721432,12227477.188350,-1788505.948546,-352396.685902,921253.343761,-5250359.871255,-6028466.478709,-3666777.598393,-1956160.057017,4387469.647071,-2511527.860636,9769376.716310,688482.107929,-4076627.140684,-3294820.022114,775815.723339,6425417.773745,-3787193.181818,2359941.967229,-3168930.141863,783282.706970,-6196026.447908,8300133.804412,-2198443.143591,880021.783973,-1962881.147705,383961.375531,1430041.739480,-682625.949782,306568.387823,-4310639.173009,2484525.941036,4945601.087435,-1890413.891137,-1939590.215041,-4934065.344028,7016406.183972,-591161.717353,-1814784.443280,-818102.665730,1252961.066690,1849946.567607,-4110545.765174,2530241.207165,898233.872295,820041.798461,-6965462.634795,6894104.262644,-900762.625959,-3295269.100878,4359577.444812,-2843278.740424,2293419.705018,-3996828.845610,1710531.528065,4145270.590783,-6682124.727742,5574949.146640,-2483786.212785,-2049358.812558,4155615.562435,-2385672.122881,21785.509929,-76502.751291,559343.627313,2244358.622456,-7267992.979042,9906419.688775,-5299965.502919,346497.105920,-2951980.386099,3793425.676547,-513088.888847,648848.250532,-497534.830980,-2322499.077454,1074821.810121,3217381.079222,-3090813.208421,63005.848696,797688.289567,-227891.654893
2632365.358016,-3714309.828580,-1625807.744873,-1273630.725891,-4662029.419771,-1059143.019684,9615445.016860,3982947.144084,-1351157.108295,1945780.707365,-1098257.833949,-318935.392840,-2432138.715126,-4542756.269387,6103049.761309,-1792264.914988,-7232342.433018,5485341.142392,2751895.306351,-1381983.996005,-7656882.346204,1448433.062076,7180073.096933,4654245.675693,4120980.498207,-3079513.724285,-11421609.735805,2486212.950341,826779.522585,3921981.939551,-2246762.126633,1938022.906358,-457763.337666,-2830918.685966,-1838500.239250,3311473.545113,5737094.427443,-1705632.180692,-3251269.652975,-2404836.853379,-2401748.481607,-3146560.549027,2390936.934343,2059234.598478,120918.742019,-1098229.884244,1431953.951880,-4888031.155977,4699375.538420,12230047.985258,-1782453.830977,-351844.687393,926929.087087,-5253758.216351,-6027627.436712,-3670767.168240,-1963387.600961,4386628.740882,-2508775.869982,9766962.400381,694472.313269,-4083647.036245,-3287856.043012,785765.038885,6418482.911670,-3790843.134859,2360474.907178,-3169910.884342,782383.390933,-6190594.699279,8289926.834423,-2194504.492646,883708.599464,-1961869.190141,381338.993206,1432230.059199,-682492.646172,300243.822651,-4307572.649609,2484745.152669,4952622.715282,-1895191.546473,-1942793.124049,-4936867.535250,7022066.458747,-590202.305940,-1813601.082266,-822394.343458,1249522.885911,1858518.387816,-4112942.363113,2528166.654883,895289.049429,825614.501082,-6965686.641406,6890670.683067,-898855.754317,-3294947.466592,4359920.339153,-2846654.251717,2295279.823272,-3993165.533396,1706807.672734,4144681.707697,-6681339.176459,5576995.147351,-2485127.731037,-2050232.400524,4156073.567531,-2385459.253934,21125.054986,-74905.464181,559435.624654,2241733.095665,-7266960.723366,9907435.255403,-5298356.596929,343058.836843,-2950341.086197,3790597.118397,-507464.756157,642107.653530,-492947.880531,-2318500.635285,1065663.738252,3224663.568601,-3098803.823177,71470.184739,793368.176339,-227096.098500
2637509.647689,-3710064.163037,-1638288.021420,-1271837.894264,-4663849.517481,-1056883.505725,9620063.235704,3979010.132296,-1345184.223243,1934178.192394,-1090578.324128,-319344.465965,-2427809.426910,-4542571.074344,6101201.843193,-1795950.178714,-7232911.159487,5484298.187826,2744743.390376,-1372321.492049,-7657735.016118,1449122.125257,7166949.554875,4655708.657815,4121216.373668,-3074430.956111,-11412508.650069,2492593.898041,826507.802241,3914137.981144,-2245832.354074,1933602.943263,-458523.761611,-2823731.210737,-1839446.271234,3311873.410024,5731118.337150,-1707553.190203,-3246181.761659,-2413144.136818,-2397369.751784,-3141337.464512,2384679.968736,2066835.561099,111865.508676,-1095368.631998,1433081.308172,-4889012.475881,4693911.088191,12232651.715761,-1775252.714260,-351173.793151,933539.190675,-5257614.185964,-6026456.335030,-3675327.010041,-1971783.209313,4385481.502313,-2505414.129074,9763762.039923,701512.635642,-4091759.129321,-3279535.813808,797396.568428,6410072.862111,-3794991.067970,2361031.429459,-3170968.818101,781317.137037,-6183923.901921,8277573.454811,-2189771.845356,887973.987480,-1960638.508892,378301.512366,1434734.889962,-682322.383760,292836.275205,-4303873.701172,2484965.805066,4960700.425890,-1900756.177008,-1946503.849141,-4939993.182711,7028454.976423,-588999.958962,-1812137.585962,-827406.539892,1245389.166410,1868507.458302,-4115563.254249,2525621.442881,891820.003284,832123.574661,-6965713.210795,6886360.912736,-896553.973732,-3294424.029227,4360158.364753,-2850553.948487,2297412.964449,-3988741.015515,1702384.813878,4143844.478818,-6680169.669332,5579185.761278,-2486635.914447,-2051142.473673,4156444.227742,-2385133.039050,20360.261007,-73030.304690,559523.032584,2238570.289467,-7265468.894736,9908209.026487,-5296188.371379,338965.327088,-2948345.009214,3787181.285605,-500831.650779,634145.037323,-487533.886164,-2313745.567260,1054890.713266,3233127.731597,-3108119.858027,81421.392860,788270.308007,-226155.694735
2643385.869101,-3705042.136383,-1652568.746046,-1269758.852661,-4665727.699001,-1054251.341583,9624954.865163,3974268.390322,-1338236.035961,1920732.773519,-1081753.500985,-319808.282420,-2422638.740383,-4541996.269289,6098786.733485,-1800233.834078,-7233308.238887,5482790.494033,2736340.366519,-1361017.481062,-7658368.723545,1449968.517935,7151588.644514,4657105.412418,4121217.412243,-3068375.772747,-11401545.344540,2499784.713167,826096.979095,3904996.881775,-2244698.031876,1928453.249602,-459368.574632,-2815348.716777,-1840480.723503,3312200.338588,5724108.799416,-1709644.846076,-3240287.949006,-2422554.736794,-2392288.166497,-3135207.859876,2377383.924605,2075389.247367,101455.652038,-1091912.380953,1434339.694989,-4889940.527801,4687361.848423,12235160.675431,-1766823.639267,-350302.899756,940994.074652,-5261960.642741,-6024852.059896,-3680387.465431,-1981315.632086,4383938.969493,-2501433.132303,9759680.926351,709674.382334,-4100873.029415,-3269808.710385,810639.295339,6399992.520065,-3799575.613068,2361602.989662,-3171974.851553,780029.439957,-6175851.282359,8262848.078155,-2184189.641009,892828.282609,-1959193.004911,374880.910491,1437504.109521,-682093.649714,284357.258413,-4299521.180372,2485212.242866,4969745.039896,-1907097.039115,-1950724.367971,-4943360.359358,7035466.775530,-587441.218646,-1810461.667210,-833106.216147,1240516.153881,1879874.063233,-4118285.136230,2522515.996892,887853.644700,839545.066217,-6965466.517538,6881085.539304,-893832.258724,-3293643.032035,4360213.784466,-2854956.299432,2299820.088441,-3983519.339849,1697260.677892,4142684.639000,-6678527.117293,5581469.852509,-2488328.767439,-2052006.591141,4156638.508142,-2384641.146698,19466.444782,-70854.523048,559588.649336,2234838.112905,-7263402.026174,9908579.202354,-5293331.767645,334156.892175,-2945994.337432,3783204.494298,-493147.320922,624867.217028,-481312.102108,-2308126.418116,1042461.869994,3242765.794174,-3118765.795279,92859.432595,782401.805744,-225072.953481
2649784.105364,-3699185.205659,-1668518.124849,-1267379.556182,-4667552.466176,-1051236.243152,9629957.134916,3968679.841724,-1330346.215844,1905502.632577,-1071767.498803,-320284.418606,-2416668.240545,-4540982.164155,6095680.027602,-1804927.581320,-7233377.965150,5480707.625611,2726674.596724,-1348147.788652,-7658577.756467,1450800.087679,7133912.189141,4658371.452136,4120957.294677,-3061374.090881,-11388514.460437,2507708.733656,825545.831896,3894441.701105,-2243291.011374,1922555.359760,-460295.495436,-2805706.944111,-1841502.749095,3312364.670311,5715928.027517,-1711915.113003,-3233486.109904,-2432962.361955,-2386449.756050,-3128086.221623,2369005.484399,2084867.650291,89667.940545,-1087950.365565,1435671.644586,-4890645.807950,4679726.004858,12237252.763816,-1757209.603069,-349296.635370,949298.687826,-5266595.526298,-6022688.207248,-3685858.841160,-1991868.406284,4381924.055667,-2496766.269334,9754460.335534,718857.533758,-4110910.354298,-3258641.472591,825453.285434,6388248.955427,-3804487.187084,2362139.954273,-3172979.798441,778554.532886,-6166340.919705,8245726.247420,-2177730.044672,898202.749336,-1957477.435479,371050.618561,1440513.458818,-681802.525622,274861.632661,-4294446.352482,2485394.560328,4979616.976475,-1914126.750130,-1955372.027907,-4946843.889458,7042902.644814,-585597.310107,-1808462.481774,-839470.316606,1234933.663974,1892508.481551,-4121035.676343,2518845.144713,883344.841755,847868.719276,-6964785.621753,6874664.481631,-890660.257345,-3292513.596245,4359978.073050,-2859773.471598,2302422.270628,-3977419.820084,1691396.954786,4141134.039364,-6676252.429021,5583658.469760,-2490074.468731,-2052826.090583,4156590.916191,-2383960.643620,18486.540517,-68420.920610,559632.885061,2230513.295316,-7260627.020430,9908337.869899,-5289722.087161,328699.462668,-2943216.637862,3778548.450523,-484488.837618,614448.743859,-474348.221989,-2301691.010006,1028469.986441,3253431.163438,-3130603.631296,105738.354878,775756.717942,-223843.607485
