-384604.290280,-1502245.685726,-2513389.706788,733987.791137,5449276.255765,-807511.829820,-4095447.057979,62406.704500,947162.825693,-1257004.658957,2596321.155611,1499614.502952,2045246.186111,-3245433.210930,4264550.166752,2946788.199203,-2012233.994428,-4034976.609470,-73071.850976,-4528623.091141,6085156.585909,-3740494.435434,-1235164.188210,-2476445.976501,2283776.789621,2561880.268948,3326253.399767,-1653749.295932,-3332501.599257,-1523537.441503,3712373.445585,2851939.580412,3920002.790408,75014.963616,-7104004.114871,-1647940.929088,-2253714.674333,-3875703.384310,6758922.429630,-767332.893640,6276504.225479,-2629326.474774,658550.554347,-1260122.749587,-1174416.412468,43063.833005,-835474.204778,-1294764.498777,2287333.078265,-930280.081326,2383913.322897,-837183.240935,-1195504.289971,799079.245542,-2578298.678739,3431262.294921,719834.099216,-2590484.474965,-968743.748489,2447733.111385,-846436.524913,-55497.474084,149027.220063,-324448.651779,1812026.953632,-3340905.567827,1873475.274239,1107759.573131,-1992549.560897,1088305.620819,-817995.663909,899812.244930,567196.968359,-2140503.236129,1352243.526162,530475.752898,-1615642.536428,1692054.831083,-1329258.158359,1093266.517447,-904512.716478,554930.964308,15915.621085,-303935.443084,283264.812282,-492516.696348,554851.637546,-264424.302263,48374.337484,-2562.542011
-369928.282762,-1491782.788340,-2508520.271623,720107.228913,5411270.279486,-802944.012672,-4085170.071730,77915.257647,953556.466417,-1259144.109728,2599926.582560,1480911.694889,2037806.575155,-3231763.063923,4242314.275554,2951499.269404,-2017524.500607,-4012690.230534,-71904.226181,-4515000.338172,6050786.057745,-3752462.748326,-1201020.321347,-2461220.090051,2293368.727986,2539688.019420,3320138.388145,-1662176.077031,-3325370.643475,-1531492.375962,3721548.112064,2838444.948134,3915461.797053,58841.217290,-7067848.937067,-1648069.166885,-2237302.589320,-3856673.198108,6718198.928440,-772677.008053,6276393.816280,-2625961.126859,651321.828453,-1268595.831460,-1151204.173212,48557.408513,-839453.457538,-1298684.242961,2288577.681463,-933430.494427,2368852.504942,-812239.953625,-1202147.431027,791880.556600,-2576326.993880,3436229.703699,705409.602649,-2566833.400194,-966793.508169,2412172.651867,-826848.395334,-43812.900001,138080.883639,-325373.303455,1811429.778787,-3331673.432203,1858926.777326,1120994.749179,-1997122.851663,1086112.983458,-816915.063069,900979.329055,561535.787706,-2131574.176414,1349059.632206,528526.770101,-1613646.287312,1689078.598511,-1325195.797167,1087655.728634,-891317.634553,534212.475210,32523.358600,-314776.920653,295589.661579,-502950.429034,558379.364408,-264051.987591,47807.826926,-2447.628608
-370207.170150,-1492985.774133,-2508123.840561,722301.941658,5411518.202902,-804556.122224,-4085358.596490,79448.625155,954811.945732,-1260286.972234,2597280.963005,1481485.946898,2037489.193756,-3232337.653843,4242144.394026,2954612.068964,-2017017.858855,-4014901.484330,-74304.968558,-4511450.395519,6054334.446030,-3753447.304365,-1204428.254555,-2463947.866856,2296347.660816,2540100.728940,3319395.698248,-1662560.835771,-3324704.078346,-1533871.180946,3722264.902519,2839065.842562,3918336.803154,58111.932852,-7066190.409265,-1649514.933641,-2239472.157510,-3856665.710778,6720845.331344,-774148.451247,6273987.819548,-2625808.505129,654733.017820,-1270965.177786,-1150463.053257,47558.538318,-838476.576983,-1296130.872426,2287546.176965,-934678.858817,2367763.641339,-812688.502379,-1200721.802084,792496.964853,-2576135.677011,3435032.361817,706573.274468,-2568446.901759,-967600.417151,2415279.940338,-827957.688137,-44117.922411,138305.027399,-326324.840398,1811987.053896,-3331689.938969,1861005.147763,1116893.134699,-1994115.965802,1085310.036981,-816959.970950,900546.773759,562425.308056,-2132221.586061,1349747.964198,527402.268697,-1612240.336028,1687341.541106,-1323391.584839,1086170.376528,-889763.974700,532590.192789,33393.456983,-314817.267063,295179.103186,-502217.456519,557751.060859,-263833.357320,47796.488265,-2452.231482
-370643.973463,-1494906.584570,-2507409.105662,725878.203077,5411721.425157,-807191.414273,-4085517.166377,82008.761369,956879.203018,-1262173.444718,2592839.726263,1482365.857111,2036919.514041,-3233181.482107,4241759.384690,2959694.322064,-2016185.173524,-4018438.012843,-78271.817487,-4505412.941046,6060017.307834,-3755011.955520,-1210023.404445,-2468360.418710,2301217.571804,2540727.639790,3318043.045589,-1663164.891234,-3323489.284534,-1537770.970194,3723351.557840,2839968.795975,3923004.739614,56926.854804,-7063235.870784,-1651846.251744,-2242966.861499,-3856606.616280,6725006.918499,-776539.540828,6269858.010211,-2625516.656144,660369.806556,-1274896.073708,-1149164.672208,45942.686709,-836808.092389,-1291928.204536,2285767.226610,-936734.261477,2365913.013726,-813375.804436,-1198346.322677,793479.656224,-2575758.655383,3433003.233602,708454.138201,-2571056.651143,-968893.016222,2420328.078748,-829745.421647,-44607.881716,138642.509582,-327877.675931,1812861.499733,-3331638.523742,1864389.187941,1110123.324136,-1989138.386869,1083969.950074,-817007.942409,899791.208249,563893.553193,-2133229.518384,1350845.230606,525525.281674,-1609869.037392,1684420.398784,-1320376.447832,1083693.576257,-887158.129881,529857.788288,34858.746776,-314888.871835,294511.697614,-501018.857415,556717.800463,-263474.177743,47778.896843,-2460.051273
-371238.768819,-1497490.371477,-2506295.619361,730788.831708,5411714.626765,-810809.310807,-4085515.232293,85572.243709,959724.109001,-1264794.012164,2586563.591872,1483503.970040,2036071.415244,-3234189.465083,4241084.819581,2966646.816646,-2015015.718169,-4023172.419336,-83804.005505,-4496789.451548,6067645.955305,-3757051.723419,-1217807.348173,-2474319.977643,2307877.981150,2541557.240293,3315925.255934,-1663901.391848,-3321632.431987,-1543099.772066,3724655.627102,2841044.217860,3929349.798914,55344.919174,-7058865.347260,-1654960.426813,-2247720.549645,-3856419.996285,6730492.806759,-779775.610313,6263819.309100,-2625052.821989,668199.444889,-1280331.533900,-1147292.851341,43746.322777,-834374.459541,-1286121.048673,2283186.270542,-939577.730946,2363244.558828,-814260.735035,-1195001.134619,794807.257810,-2575129.411162,3430045.077841,711063.455916,-2574631.827050,-970630.168893,2427250.271083,-832174.995132,-45300.786999,139097.153900,-330026.272505,1814016.365607,-3331436.675089,1869007.656754,1100692.714019,-1982164.340608,1082074.798452,-817028.788107,898659.194848,565965.376948,-2134566.916093,1352313.903191,522897.800967,-1606512.875313,1680304.371180,-1316155.567508,1080243.294430,-883531.486088,526045.170537,36897.049668,-314968.211423,293570.116068,-499350.571544,555281.607451,-262976.491630,47755.926048,-2471.232395
-371937.104446,-1500622.131268,-2504702.359484,736895.771295,5411155.267324,-815318.737564,-4085067.374403,90161.432949,963266.441314,-1268113.855796,2578410.043069,1484779.747777,2034902.980763,-3235167.979657,4239939.248062,2975242.233328,-2013554.647333,-4028818.278888,-90826.678612,-4485386.741704,6076797.827403,-3759411.152686,-1227619.043764,-2481577.253714,2316155.255069,2542478.456360,3312810.201578,-1664683.373439,-3318946.985651,-1549730.126600,3725970.034487,2842059.018401,3937161.953515,53419.141240,-7052777.808277,-1658698.833944,-2253514.119698,-3855997.444070,6736858.485269,-783780.833580,6255669.846181,-2624350.890956,678123.259036,-1287199.500483,-1144745.445015,41030.127023,-831093.256091,-1278811.604970,2279701.350079,-943137.964507,2359678.700231,-815254.477419,-1190676.043088,796405.717263,-2574130.742199,3426065.447286,714304.809897,-2579016.057243,-972724.880509,2435822.723148,-835146.782807,-46178.959415,139624.374008,-332713.207032,1815346.288933,-3330925.790665,1874681.477873,1088764.790439,-1973286.412178,1079631.110077,-816965.806607,897070.251925,568634.168341,-2136118.041965,1354062.780450,519529.256009,-1602151.121044,1674996.771384,-1310771.012663,1075859.909825,-878887.524170,521132.561929,39520.839250,-315072.864601,292400.088561,-497260.599482,553467.426168,-262348.295514,47729.271870,-2485.930141
-372741.491843,-1504138.024152,-2502448.211333,744087.769493,5409651.064028,-820623.293091,-4083914.094220,95743.298561,967447.029009,-1272090.893794,2568282.593291,1486068.681483,2033296.276750,-3235879.042265,4238122.469411,2985313.985605,-2011764.287089,-4035110.068384,-99319.795818,-4470963.045066,6087070.566330,-3761906.485526,-1239382.962229,-2489896.617866,2325866.245492,2543389.130524,3308485.978281,-1665392.091338,-3315256.909902,-1557524.068145,3727040.907914,2842776.843929,3946195.422149,51226.051317,-7044609.797624,-1662909.490546,-2260186.518283,-3855197.353157,6743689.006990,-788407.629329,6245056.896730,-2623321.197086,690076.248833,-1295431.561368,-1141459.694246,37872.672925,-826870.013216,-1270051.745245,2275201.251322,-947385.041845,2355116.085963,-816253.473320,-1185348.431214,798208.727707,-2572632.925454,3420924.181668,718127.214973,-2584077.227151,-975105.275248,2445855.435879,-838566.895472,-47230.618051,140183.173677,-335901.638138,1816761.236382,-3329950.987950,1881307.486418,1074324.214470,-1962440.679549,1076595.578246,-816768.650917,894957.255773,571884.801661,-2137763.488098,1356001.798180,515407.141421,-1596712.690299,1668426.333934,-1304176.807455,1070520.746567,-873211.632713,515098.199661,42727.753580,-315161.796784,290969.003508,-494741.966733,551276.081985,-261590.997778,47699.921691,-2504.348262
-373567.468469,-1507854.701992,-2499388.836340,752146.434879,5406642.822586,-826586.652776,-4081596.319327,102318.761675,972174.318171,-1276688.283344,2556114.569190,1487174.989548,2031192.888098,-3236023.232300,4235408.564272,2996511.433206,-2009706.274636,-4041613.568402,-109199.910028,-4453215.028663,6097808.170987,-3764295.581759,-1252930.755714,-2498838.725427,2336713.228601,2544200.516332,3302519.446942,-1665852.392128,-3310265.670965,-1566236.963950,3727492.553257,2842822.636480,3956120.545732,48903.456228,-7033957.283290,-1667307.403428,-2267412.041143,-3853882.506967,6750313.835429,-793473.293030,6231615.613892,-2621883.677914,703913.434537,-1304919.543998,-1137298.667676,34399.144530,-821513.878619,-1260039.150193,2269513.925869,-952232.468601,2349441.563116,-817112.538341,-1178995.779617,800103.184825,-2570457.779656,3414463.030508,722438.207181,-2589647.025057,-977621.013624,2457024.745421,-842272.779751,-48449.765109,140713.546294,-339517.032009,1818114.713970,-3328271.544460,1888621.347645,1057586.044355,-1949740.009886,1072975.608728,-816348.517564,892177.612277,575734.600640,-2139339.134076,1357984.862448,510552.442631,-1590159.054226,1660574.945832,-1296407.920594,1064280.588222,-866536.720925,507946.858382,46515.738238,-315241.334189,289325.436251,-491863.536154,548754.860679,-260724.773423,47673.229316,-2527.111392
-374382.847864,-1511559.641993,-2495331.662973,760878.462519,5401617.178038,-833057.682150,-4077725.133029,109861.157640,977321.026183,-1281846.996057,2541811.251918,1487940.621993,2028478.539570,-3235270.051447,4231495.916834,3008515.133859,-2007379.391770,-4047901.641857,-120387.168014,-4431850.590846,6108387.677272,-3766287.651239,-1268074.370875,-2508043.967219,2348431.540543,2544709.737054,3294596.798268,-1665909.968048,-3303705.402297,-1575665.190121,3726984.455293,2841886.552418,3966546.578766,46547.013881,-7020326.033710,-1671653.300571,-2274923.260726,-3851819.504175,6756064.692647,-798819.236178,6214941.523675,-2619919.615275,719499.977600,-1315530.717805,-1132156.194408,30721.942150,-814923.613294,-1248879.495398,2262496.330688,-957595.889568,2342503.928207,-817683.467739,-1171604.101727,802000.992745,-2567413.447271,3406484.178570,727124.693149,-2595501.757583,-980132.803323,2469011.886478,-846124.337836,-49831.389504,141163.994137,-343473.554762,1819246.286369,-3325650.722885,1896396.441521,1038687.807577,-1935214.981480,1068737.187496,-815622.683972,888626.015441,580164.832278,-2140676.788648,1359885.232403,504960.234682,-1582429.427743,1651417.549703,-1287492.974455,1057173.355089,-858873.749206,499674.013351,50874.222527,-315289.863010,287473.316595,-488642.480222,545909.576388,-259748.643451,47648.435723,-2554.093254
-375113.027220,-1515038.952905,-2490055.934699,770076.618625,5393885.135146,-839885.549065,-4071769.519201,118376.862257,982773.291061,-1287454.841220,2525227.555917,1488111.253688,2025017.147372,-3233221.867490,4226029.298002,3020924.889142,-2004784.696454,-4053487.915778,-132778.625226,-4406426.171581,6118043.730034,-3767587.528818,-1284598.951072,-2517068.925901,2360664.312385,2544817.010478,3284235.699263,-1665353.047345,-3295217.234058,-1585554.553013,3725056.184850,2839464.208007,3977087.215469,44270.529473,-7003094.131026,-1675616.796912,-2282319.816648,-3848801.108016,6760129.774116,-804276.329177,6194508.178933,-2617271.850209,736674.262930,-1327126.242056,-1125846.537364,26949.012371,-806920.158297,-1236707.482465,2253914.153214,-963354.262814,2334138.059915,-817828.336701,-1163106.454702,803776.170931,-2563292.901624,3396775.043389,732077.133306,-2601398.730793,-982497.322160,2481454.031080,-849964.514226,-51338.103437,141472.958815,-347723.497998,1819998.209693,-3321771.537114,1904328.912567,1017772.853079,-1918879.791602,1063848.105897,-814501.292722,884164.935622,585175.799190,-2141587.117765,1361551.119045,498624.749424,-1573437.924881,1640885.051234,-1277418.573469,1049212.892333,-850217.891785,490239.810919,55825.383105,-315303.966798,285446.587642,-485137.288775,542777.890020,-258678.404414,47630.462107,-2585.978308
