-7823531.374258,7648019.480793,783767.752904,5850450.962004,-6256776.718149,1510926.109609,2548109.791286,-3564974.748253,5436547.012726,-9121875.922001,-3281573.954865,-2190469.273885,5980856.232893,1541684.710753,3776429.905620,3423368.840750,184149.548009,-4502995.700968,-41540.551444,-2446246.068181,-3450515.329029,2184518.111404,-2985133.518093,-854108.006554,-1158355.501965,4138117.539067,6738250.873166,-1338615.439532,2618712.943174,-6435544.077736,4291924.450175,912776.897190,2610207.343481,-2645691.941110,-9332987.064433,3836531.193797,-85950.187214,3632268.509115,-8303664.942234,5480517.338889,-4954257.498392,2343877.936052,6762290.639610,-5547914.017555,4501992.236352,-3164378.698019,6342657.360746,-6152035.577950,2301773.562282,1551442.815195,-1989101.938320,-2293329.499938,-774083.883111,-1574083.034277,993827.899219,2494120.272894,-2697393.184589,5459959.900187,-1400320.774630,1425570.316730,-3077123.464216,-4062021.824775,5792042.875184,-912834.817145,-1042535.013118,1365825.780998,-3073072.570068,1193518.588612,2975259.715164,-2279970.607283,1848557.658670,-2797764.009822,1149738.227358,-2552933.136600,3120032.474606,1407755.885606,-1887603.515658,-871015.681778,-206430.510385,1361500.574409,1659818.579400,-3419544.790298,635138.141059,1887289.292937,-2383128.048916,2023960.652720,-163465.495061,-2964572.864165,4740101.543623,-2867875.986562,-119204.915089,866126.063885,-39625.623690,-1413809.197025,2847670.911472,-3266278.932461,3053495.365818,-2617634.209727,1926164.470836,-1726214.131772,1929075.769019,436513.256465,-4391633.472472,3976080.268491,-618223.351961,-734839.554510,851485.828596,-836683.586018,408480.068319,-67782.413521
-7808023.463943,7641583.771075,775960.281473,5847890.798406,-6259453.092352,1506240.989685,2550549.053661,-3554648.702258,5430809.375502,-9119499.230827,-3273389.966329,-2192352.081440,5979161.239233,1537965.819138,3780985.727762,3419259.490555,179276.270752,-4513457.563988,-43198.065191,-2435400.375247,-3448102.677813,2183530.963693,-2973472.415527,-858316.575147,-1160093.810925,4132906.995475,6742910.995370,-1339782.768620,2623053.441446,-6440328.371087,4290930.224203,916345.182738,2600060.834700,-2646526.206481,-9330823.749136,3843278.437105,-80307.706699,3621979.664853,-8302302.718502,5481302.156979,-4945856.796201,2344042.599047,6748989.297142,-5538084.129939,4498341.411540,-3165252.214621,6335597.169164,-6149415.095239,2309424.270395,1548125.396640,-1986514.678858,-2300090.988702,-764708.662179,-1572713.218051,986899.376416,2495791.630248,-2703635.435405,5469773.751662,-1401546.042879,1416290.147865,-3072829.187971,-4059608.343389,5794829.877258,-916991.164639,-1039339.442004,1360690.481432,-3073229.275556,1198544.519550,2981013.053996,-2287273.943445,1836674.756815,-2788675.374763,1157566.313643,-2551259.263060,3109318.893413,1407310.822565,-1881587.554755,-873924.894981,-204366.782209,1361591.154716,1655823.543725,-3415597.979367,632195.689050,1889307.384911,-2379624.731735,2017463.611739,-161808.954293,-2964077.715849,4745167.424979,-2875863.230458,-116327.342908,868284.006225,-41482.023518,-1414584.623461,2847927.853932,-3261830.881141,3048239.209558,-2617119.478400,1925633.520276,-1719860.214651,1921351.639118,439569.281779,-4391075.037834,3974743.376024,-616549.583574,-736894.017144,853202.350167,-837403.488253,408545.296847,-67759.163777
-7811675.363641,7642507.498977,777410.306670,5848678.627656,-6258517.210495,1506278.087505,2551041.617021,-3555157.656922,5430740.612704,-9118900.639457,-3274633.876035,-2194079.008406,5980532.046519,1536931.201637,3779487.014026,3422103.400188,179808.904254,-4511222.608215,-43361.658108,-2436305.325823,-3448777.552119,2182928.738913,-2975030.872286,-857306.167635,-1160998.554711,4134399.642849,6743366.706606,-1339507.668222,2623496.380294,-6440813.649347,4291603.691599,914165.609225,2601364.487689,-2648087.189812,-9331640.812698,3843710.995259,-80920.104430,3622459.212264,-8301763.514464,5482714.308321,-4947713.585220,2346863.397158,6748788.676700,-5537632.504727,4497887.951451,-3166884.248969,6337779.042667,-6149192.807852,2307155.324889,1547739.028125,-1988955.697494,-2299141.660385,-763698.465662,-1572026.399046,988624.036023,2495133.901938,-2703870.730739,5470273.571603,-1403175.259159,1418367.059738,-3074483.306156,-4060528.597826,5795955.143012,-916688.377241,-1039905.611218,1361105.436291,-3072550.621126,1198012.761959,2979401.431004,-2286532.233229,1839593.144174,-2791338.036884,1156832.070573,-2550242.981304,3110229.182042,1405956.966805,-1880470.870212,-875025.855565,-203356.466190,1360225.201397,1657541.236017,-3416482.717044,631732.768001,1890442.362733,-2381008.144031,2018653.329755,-162177.948729,-2963965.092426,4743905.368424,-2873276.277866,-118569.742167,868897.387574,-41097.209184,-1415229.298516,2849533.444297,-3264757.024091,3050494.761506,-2617447.191026,1925712.852225,-1719584.997001,1918937.612348,442444.625700,-4392934.547620,3977316.625450,-619760.994328,-734662.682977,851949.865650,-836744.380935,408349.875692,-67742.207246
-7817660.316256,7643973.705703,779796.267210,5849942.296057,-6256913.885599,1506316.147777,2551853.015853,-3555961.735618,5430561.108841,-9117820.576617,-3276676.603469,-2196940.317405,5982779.850322,1535198.259539,3776973.442183,3426789.318685,180679.932642,-4507471.729362,-43620.581992,-2437766.706738,-3449910.614788,2181911.705302,-2977564.927875,-855644.583830,-1162490.953008,4136844.707601,6744067.978416,-1339022.521627,2624225.094629,-6441587.425561,4292686.750954,910552.833794,2603496.603744,-2650664.535330,-9332932.172696,3844397.246865,-81953.454213,3623221.271374,-8300796.220733,5485045.123952,-4950735.798910,2351530.099623,6748380.109248,-5536805.522568,4497080.068666,-3169591.270158,6341338.151712,-6148772.311290,2303404.643395,1547072.274578,-1993004.897816,-2297577.830417,-761972.767767,-1570879.024747,991481.438257,2494028.567694,-2704266.429745,5471101.882949,-1405879.379927,1421791.240871,-3077218.773480,-4062021.820170,5797791.441366,-916178.563149,-1040841.759423,1361782.249218,-3071396.889093,1197126.274076,2976709.112637,-2285312.535183,1844426.162746,-2795721.701294,1155620.684122,-2548540.813492,3111688.257200,1403705.158730,-1878581.057300,-876866.957657,-201666.550091,1357942.573830,1660391.564964,-3417946.958799,630962.244682,1892330.070279,-2383290.581401,2020601.265566,-162783.834679,-2963755.025509,4741778.891202,-2868964.051193,-122298.422333,869918.402184,-40460.561699,-1416291.130842,2852187.052917,-3269606.817334,3054228.303994,-2617972.948463,1925822.400494,-1719095.975513,1914890.003969,447231.675758,-4395991.314210,3981552.596626,-625080.285113,-730953.406850,849856.863459,-835636.782757,408019.792529,-67713.239098
-7825829.644500,7645861.193462,783079.364608,5851611.607458,-6254570.356963,1506362.765238,2552907.063400,-3556995.648047,5430248.328637,-9116171.743025,-3279469.806750,-2200925.252910,5985817.181903,1532764.503716,3773433.778413,3433206.625001,181905.805838,-4502177.514993,-43995.396879,-2439718.502401,-3451412.457708,2180442.355222,-2981083.859843,-853309.234924,-1164518.073709,4140158.683282,6744991.619972,-1338368.950985,2625191.981126,-6442568.465437,4294071.288086,905571.987760,2606388.238595,-2654208.997528,-9334543.466437,3845346.979656,-83365.524452,3624170.828023,-8299361.450301,5488180.497680,-4954816.824778,2357972.837849,6747710.482515,-5535599.459519,4495888.745170,-3173272.334895,6346176.229012,-6148108.311625,2298159.031261,1546113.393838,-1998537.756782,-2295401.000693,-759553.211674,-1569260.595908,995394.993005,2492444.665549,-2704782.496605,5472256.534675,-1409645.525256,1426500.482086,-3080958.038090,-4064044.101633,5800238.950030,-915426.915427,-1042137.708125,1362702.480953,-3069738.065105,1195849.385172,2972975.882984,-2283612.255560,1851065.089491,-2801744.209132,1153965.168887,-2546132.701715,3113611.751429,1400577.908189,-1875931.027752,-879400.698434,-199324.291078,1354766.589075,1664315.573870,-3419956.439889,629907.052455,1894942.383357,-2386432.888094,2023255.702015,-163627.262637,-2963398.332922,4738770.623155,-2862973.882180,-127453.237522,871326.716928,-39588.979827,-1417724.063957,2855799.958238,-3276260.359191,3059340.366582,-2618655.938973,1925977.949619,-1718435.005110,1909237.824827,453903.338781,-4400187.194793,3987399.800676,-632503.284331,-725751.798904,846917.126200,-834078.703192,407553.918730,-67672.035964
-7836014.751967,7647992.821139,787272.100305,5853602.255584,-6251393.782537,1506371.715449,2554182.756513,-3558233.506153,5429674.213515,-9113799.833173,-3282927.633656,-2205961.133358,5989536.409359,1529601.620853,3768790.766503,3441315.022852,183494.637456,-4495276.394515,-44457.613263,-2442113.277118,-3453278.414879,2178483.209880,-2985478.785591,-850336.284448,-1167065.006064,4144280.869950,6745978.399994,-1337503.682081,2626353.017161,-6443613.588406,4295708.524191,899176.313902,2610005.516510,-2658668.231975,-9336301.173156,3846417.410012,-85186.564943,3625292.685692,-8297264.378711,5492038.048779,-4959870.541748,2366141.203920,6746601.872927,-5533857.801193,4494227.366381,-3177894.676858,6352148.719876,-6147087.345914,2291411.755568,1544845.442043,-2005536.935098,-2292589.232403,-756382.789885,-1567143.889824,1000366.576723,2490311.492852,-2705379.410132,5473597.836188,-1414431.221874,1432486.610088,-3085639.338280,-4066506.938201,5803188.331838,-914432.431970,-1043774.957195,1363854.048779,-3067545.913235,1194181.247406,2968141.188959,-2281385.464067,1859495.529693,-2809366.499328,1151819.871686,-2542963.247484,3115950.857831,1396554.593088,-1872482.345952,-882627.038393,-196324.883404,1350680.102830,1669290.134715,-3422456.186942,628547.230387,1898248.976293,-2390390.745671,2026583.047191,-164695.804385,-2962861.836632,4734801.383195,-2855239.215170,-134053.276991,873117.302942,-38475.311741,-1419528.649288,2860361.443206,-3284689.438882,3065778.523798,-2619422.659486,1926098.287100,-1717533.312850,1901935.072284,462449.999882,-4405430.329383,3994751.550066,-641976.140364,-719069.700645,843123.386343,-832058.031880,406946.196909,-67617.591569
-7848022.845343,7650216.597180,792337.060498,5855764.930420,-6247250.251551,1506293.092110,2555612.069709,-3559561.260999,5428747.849531,-9110518.588909,-3286964.573160,-2212010.471587,5993803.614257,1525648.655582,3762949.212815,3451054.361651,185443.309042,-4486674.609340,-45008.306713,-2444874.485075,-3455432.229515,2175967.085354,-2990679.508853,-846700.899414,-1170088.644113,4149119.550201,6746883.277324,-1336412.252615,2627649.212593,-6444572.206210,4297507.005073,891354.434376,2614267.072421,-2663992.035745,-9338005.436939,3847523.098118,-87427.945048,3626485.990959,-8294299.721213,5496529.759705,-4965761.442080,2375992.914420,6744882.540166,-5531452.050721,4491984.005757,-3183385.601840,6359088.278617,-6145589.533791,2283123.659959,1543230.459254,-2013941.648290,-2289083.625146,-752442.393377,-1564499.229486,1006387.877551,2487575.095679,-2706010.184945,5474992.555779,-1420209.614042,1439729.063168,-3091189.661560,-4069332.179413,5806537.663795,-913197.256515,-1045721.719985,1365200.123860,-3064757.055902,1192107.098341,2962140.237182,-2278579.319234,1869653.258039,-2818513.362454,1149176.272076,-2538995.661144,3118645.861322,1391589.393091,-1868172.514019,-886543.788840,-192653.897837,1345658.128310,1675257.279923,-3425344.804743,626850.590150,1902203.227311,-2395084.088136,2030514.795685,-165985.524561,-2962059.215227,4729743.892605,-2845682.178292,-142112.334068,875288.175817,-37124.371940,-1421683.272717,2865821.153805,-3294822.526252,3073488.637065,-2620242.468671,1926104.807259,-1716276.572492,1892947.403417,472799.480718,-4411604.316916,4003514.573788,-653453.080004,-710930.265371,838484.425925,-829567.738699,406189.082257,-67548.152235
-7861580.943869,7652264.141956,798243.304741,5857995.529018,-6242028.140636,1506115.250883,2557086.085624,-3560889.935689,5427339.698206,-9106080.885489,-3291489.178296,-2219000.618971,5998471.998350,1520845.822037,3755824.321980,3462295.721903,187784.358022,-4476275.253249,-45635.915304,-2447909.235065,-3457798.409177,2172839.197320,-2996603.864441,-842418.908469,-1173516.568313,4154538.237846,6747530.565941,-1335073.463702,2628990.987911,-6445267.253915,4299340.803775,882111.823941,2619086.259431,-2670101.654361,-9339351.050258,3848535.767347,-90058.857342,3627644.650840,-8290257.491780,5501496.601989,-4972313.664240,2387428.458051,6742336.874349,-5528250.251749,4489043.478096,-3189630.456437,6366785.470025,-6143442.748734,2273262.080184,1541232.106381,-2023619.633522,-2284883.523475,-747723.075903,-1561279.924027,1013416.531668,2484170.591294,-2706630.203058,5476344.441343,-1426963.391596,1448159.826083,-3097496.524724,-4072375.225135,5810090.842383,-911690.527738,-1047962.146342,1366741.575250,-3061328.421044,1189571.106644,2954971.414352,-2275149.724941,1881436.772216,-2829101.960579,1146038.559510,-2534152.928113,3121569.543375,1385675.308467,-1862975.293465,-891096.403085,-188347.485069,1339720.351726,1682141.653339,-3428564.543549,624845.355378,1906755.247605,-2400462.236224,2034993.539030,-167489.557225,-2960924.034347,4723518.944260,-2834280.023663,-151609.012860,877825.066710,-35546.868299,-1424131.224575,2872067.512535,-3306532.765387,3082357.716092,-2621021.563822,1925951.095401,-1714674.204422,1882292.364816,484914.513184,-4418600.391936,4013574.709233,-666892.073771,-701328.211811,832980.905813,-826588.032631,405273.378950,-67462.250127
-7876362.285876,7653835.265714,804971.206891,5860079.448114,-6235502.235178,1505759.346462,2558542.417674,-3562122.044704,5425267.368431,-9100242.616471,-3296356.061683,-2226835.316923,6003339.250621,1515198.534469,3747309.200354,3474884.797685,190505.554813,-4463978.146804,-46317.193537,-2451098.235338,-3460314.295032,2169020.552362,-3003113.540664,-837510.644859,-1177302.639512,4160398.587607,6747710.949841,-1333467.960265,2630316.790565,-6445466.003586,4301051.580836,871483.195131,2624346.729014,-2676880.271723,-9340045.027728,3849307.677553,-93107.040303,3628688.946950,-8284892.224936,5506751.061971,-4979329.290170,2400317.319839,6738730.626689,-5524043.802158,4485276.774104,-3196515.797016,6374977.529330,-6140496.080715,2261845.209553,1538816.332790,-2034464.523594,-2279963.366101,-742136.270181,-1557466.990480,1021371.389444,2479977.966318,-2707145.372477,5477486.945148,-1434617.371139,1457722.332088,-3104429.299631,-4075516.031486,5813649.848575,-909875.298048,-1050460.947127,1368420.055915,-3057189.760909,1186571.769215,2946578.507376,-2271070.011735,1894750.668613,-2840980.054731,1142369.806620,-2528390.156927,3124608.440665,1378824.264964,-1856857.260233,-896265.913784,-183402.787542,1332849.026323,1689879.784950,-3432010.745416,622498.232240,1911851.988563,-2406419.928633,2039918.717668,-169186.431739,-2959377.214001,4716013.519347,-2820986.360820,-162520.328654,880708.094921,-33750.577244,-1426841.401177,2879023.910880,-3319680.009666,3092235.083403,-2621653.961886,1925547.921156,-1712634.507788,1869904.693241,498758.363660,-4426237.297004,4024734.513488,-682201.567448,-690279.635145,826602.137537,-823101.104008,404189.553316,-67358.223496
-7891932.498195,7654585.994591,812412.516222,5861821.549184,-6227482.939240,1505186.418973,2559844.390193,-3563086.087672,5422351.516858,-9092687.487892,-3301409.903763,-2235448.362204,6008171.267584,1508656.986075,3737326.777382,3488583.097049,193634.078947,-4449685.998590,-47051.903135,-2454250.000554,-3462856.530952,2164411.202391,-3010090.254166,-831994.124876,-1181332.311491,4166498.655292,6747235.895191,-1331589.216880,2631507.048641,-6444933.078468,4302410.754812,859550.577417,2629882.239431,-2684212.182714,-9339678.061152,3849734.851015,-96539.138545,3629402.366638,-8277933.924747,5512065.005398,-4986509.296476,2414503.571373,6733793.658366,-5518657.511278,4480520.617198,-3203863.952406,6383342.321103,-6136562.037358,2248892.178515,1535917.563514,-2046253.974870,-2274332.264755,-735640.710096,-1553022.148832,1030128.290196,2474921.936395,-2707499.744997,5478338.943922,-1443115.321331,1468263.184023,-3111816.111430,-4078585.766262,5816967.246737,-907700.273741,-1053183.374708,1370185.225084,-3052250.271895,1183051.638208,2936977.539287,-2266322.695665,1909377.631838,-2853944.689647,1138222.564636,-2521628.194498,3127531.312476,1371046.328161,-1849763.061680,-901993.334212,-177848.029382,1325060.671560,1698355.244435,-3435598.750388,619848.170350,1917428.335775,-2412852.984997,2045156.110502,-171064.059923,-2957290.099867,4707122.878285,-2805836.766368,-174749.708257,883897.651561,-31758.189590,-1429734.478102,2886534.679888,-3334057.898587,3102929.366620,-2622015.020950,1924843.582206,-1710143.544708,1855771.255470,514283.436892,-4434339.388367,4036813.140899,-699319.944665,-677776.903826,819330.875329,-819089.246567,402928.125537,-67234.385970
