-5807102.268593,-1951057.438172,4750473.104729,5180666.390321,-2902703.285315,-903395.721585,460849.875943,-649264.696705,-1072.660978,3252082.056479,-1093109.731621,-3171509.955786,9893085.156777,-2965759.938365,-2046260.219448,-5659119.450397,3119255.007916,576333.492965,82507.658678,1774891.612415,-1078682.412716,-705993.274968,-4873294.429662,1634090.653252,1353114.521394,1869005.934219,3853605.744153,-5346086.041151,5102470.279620,-3520136.399736,-2743392.361645,2546232.507135,-914200.301612,1903705.612378,-544978.971577,2495722.053396,-4290606.865906,1357621.258980,-2552723.053897,4820060.140661,-1000949.118894,-5647690.388286,-444066.416544,6872502.146247,2601241.703340,-463070.616016,-5856626.357025,-1992366.808236,3484024.754376,170915.363968,1128985.146428,-2768728.713888,2572660.617276,1404301.105102,-5642838.909583,5084135.452399,-3140362.504653,768284.882851,2503363.890613,-2127714.060313,-733094.547511,1612561.493537,-1116480.925669,-290626.241684,3223132.346160,-5132413.057190,3564983.122533,-813613.876218,-411777.139220,211368.069201,633878.793603,-682040.858185,-133100.027277,105011.239988,229392.464040,453820.255926,-714629.340611,-1219367.795364,3440949.910838,-2390397.158961,-800495.284977,1461576.425903,544964.045501,-1500168.758805,774982.678005,-129729.238211
-5808301.078316,-1946688.274135,4750386.238631,5196488.053407,-2925997.934740,-906503.371889,452567.449572,-648596.946644,13516.851118,3254813.126543,-1078450.808784,-3175183.845850,9895541.150575,-2972004.436951,-2051080.347538,-5679765.867339,3105405.026948,596933.399038,91213.799291,1771121.947209,-1078673.640999,-689731.359305,-4873757.583108,1623131.424440,1365097.946918,1859791.929449,3857468.320429,-5350367.211956,5090935.207506,-3524843.538299,-2732131.876414,2542658.026526,-912843.314594,1905752.901711,-546264.719578,2507466.345151,-4282450.321985,1347969.062504,-2559718.997299,4816441.364922,-998509.053111,-5653474.613810,-450533.787736,6891385.108705,2597747.901213,-454797.545482,-5861795.893403,-1999067.458868,3479415.977182,175820.368383,1132650.596144,-2765564.108600,2559321.072366,1415071.699276,-5638182.481556,5067050.161718,-3128460.628592,769742.330647,2499176.985598,-2127285.014771,-734847.266560,1619315.638574,-1127919.698185,-277959.712687,3214958.271559,-5131708.468298,3567980.581712,-814188.912507,-417527.614260,222469.917995,624907.854549,-679910.300052,-130246.879837,102356.726352,227408.612503,454035.973034,-706572.993476,-1225532.490004,3435863.627036,-2382188.402111,-801950.817306,1458917.722707,545724.724393,-1499087.548041,774258.611406,-129601.525021
-5808469.816234,-1945676.305379,4752616.327967,5195174.207700,-2928506.881367,-907368.928845,452741.583761,-645594.938326,13865.270061,3253924.239109,-1081141.760196,-3172100.959881,9896974.302966,-2975035.354695,-2050816.980342,-5679091.652960,3100166.289545,594872.297067,93916.070218,1776000.785523,-1078841.515680,-687278.098406,-4874798.757600,1622726.877476,1367709.270241,1857113.347750,3855788.065776,-5353554.474795,5091559.811873,-3522453.521566,-2734133.568305,2540758.710205,-907521.746446,1905806.793391,-545391.668319,2504934.945287,-4282251.944114,1348784.535338,-2560809.817234,4818541.565612,-1001031.026052,-5653329.829036,-450728.074803,6890044.606188,2598801.315244,-452204.965460,-5859856.824936,-2000564.761545,3472282.193770,181402.162724,1131861.135040,-2762567.674224,2556600.659735,1412936.611555,-5636752.044328,5069957.833486,-3129049.845343,765360.139757,2502790.033750,-2127446.285819,-736252.470970,1621405.988970,-1130382.630154,-277098.843180,3216934.980457,-5134466.524398,3569207.254121,-814077.485816,-417746.763765,221690.947680,626586.604735,-681185.260735,-129691.863576,102607.796947,225934.370330,455096.737774,-705870.006400,-1226025.505099,3434684.495791,-2380682.110985,-802482.912821,1458394.297755,546842.531373,-1500046.530912,774657.168785,-129664.887334
-5808638.048759,-1943958.985865,4756233.456348,5192915.856629,-2932615.996451,-908816.885181,453022.758502,-640600.863944,14430.734952,3252377.682205,-1085555.986965,-3166924.625469,9899148.724055,-2979996.079843,-2050347.828208,-5677866.167919,3091394.594229,591445.222574,98390.104150,1784094.913170,-1079095.473851,-683178.991839,-4876447.439154,1622007.187828,1372026.911914,1852638.233773,3852933.515290,-5358737.725188,5092465.544655,-3518407.238609,-2737413.085352,2537540.235639,-898678.589311,1905873.522359,-543915.090446,2500709.040897,-4281825.040637,1350085.576949,-2562563.179707,4821923.969232,-1005209.819292,-5653001.610732,-451027.564989,6887690.149389,2600506.389227,-447880.915354,-5856527.206280,-2003017.345565,3460378.438523,190642.926667,1130537.825145,-2757514.804238,2552009.306304,1409363.596835,-5634276.045434,5074706.356638,-3129949.755204,758045.219123,2508727.751121,-2127660.272064,-738564.646628,1624852.094961,-1134477.620637,-275644.267049,3220149.573380,-5138938.899811,3571165.912340,-813878.699055,-418089.520664,220380.893668,629363.936124,-683287.475829,-128763.351761,103016.102264,223486.422527,456837.968471,-704668.378307,-1226822.477747,3432624.347645,-2378092.134938,-803364.551602,1457489.505209,548692.501207,-1501607.759716,775302.014938,-129767.227931
-5808602.979619,-1941475.602716,4761062.878132,5189552.595812,-2938204.506324,-910812.771999,453385.454342,-633603.581652,15187.608817,3250041.127903,-1091636.648494,-3159536.248819,9901686.712318,-2986757.870426,-2049573.923005,-5675881.420590,3079010.350277,586649.366688,104592.314465,1795321.678006,-1079385.835233,-677461.507842,-4878523.581752,1620927.497077,1377991.705886,1846313.474098,3848774.769474,-5365687.355512,5093437.466212,-3512581.705009,-2741877.779967,2532928.351510,-886296.429571,1905897.066978,-541809.195190,2494716.332116,-4281037.073670,1351800.924075,-2564888.988723,4826429.840109,-1011022.188454,-5652278.426116,-451400.286057,6884071.464443,2602775.360392,-441820.167491,-5851601.674848,-2006358.383283,3443592.398525,203537.978624,1128637.464986,-2750321.746451,2545475.775849,1404300.349153,-5630560.085023,5081101.304735,-3131026.411565,747773.133280,2516886.386882,-2127855.429964,-741741.938354,1629589.041699,-1140163.949982,-273588.894444,3224482.224441,-5144923.332364,3573714.982043,-813570.550665,-418514.076696,218504.963126,633225.672115,-686187.382645,-127464.800919,103575.138370,220080.338170,459220.279601,-702931.904364,-1227899.410205,3429590.352620,-2374350.915270,-804568.275547,1456159.783320,551248.290065,-1503714.181923,776164.315505,-129903.751437
-5808132.370260,-1938177.353005,4766885.374168,5184857.488880,-2945042.260038,-913285.956176,453832.343554,-624624.470748,16055.669947,3246759.287157,-1099314.445010,-3149820.593780,9904117.086049,-2995110.169903,-2048379.823085,-5672855.088110,3062974.434961,580425.618156,112440.148819,1809578.709480,-1079660.291960,-670199.870763,-4880763.315250,1619451.808178,1385474.444428,1838104.328205,3843158.634420,-5374103.848566,5094236.513895,-3504807.917525,-2747447.543362,2526811.683909,-870374.109869,1905806.333103,-539047.429752,2486919.147464,-4279755.433904,1353855.034234,-2567682.675611,4831863.683090,-1018417.383664,-5650917.496125,-451791.865877,6878868.814341,2605490.797000,-434035.846284,-5844829.255853,-2010484.310811,3421847.946511,220008.538637,1126120.669956,-2740902.164887,2536948.515272,1397666.176598,-5625372.600221,5088910.491997,-3132121.699840,734536.798232,2527106.706028,-2127928.792158,-745725.618348,1635519.142198,-1147365.890507,-270952.266646,3229797.608061,-5152161.351266,3576668.462278,-813131.322747,-418937.665659,215973.069028,638189.295220,-689860.377648,-125803.112711,104279.610025,215746.498624,462189.726704,-700647.493142,-1229174.777997,3425431.563255,-2369356.865647,-806075.689955,1454369.168722,554461.024714,-1506284.821214,777204.499262,-130067.919065
-5806896.702771,-1933977.157558,4773402.878887,5178569.039252,-2952899.716509,-916203.613346,454337.012261,-613657.927351,16987.635453,3242330.731286,-1108439.211414,-3137608.468062,9905806.341686,-3004815.871025,-2046640.920438,-5668475.388329,3043182.957182,572769.543939,121840.936287,1826739.029211,-1079848.455754,-661403.509769,-4882886.462479,1617479.838737,1394376.620333,1827969.416001,3835914.002610,-5383614.483708,5094489.453896,-3494898.746563,-2753976.451404,2519055.486315,-850949.135492,1905520.306848,-535573.986657,2477248.451242,-4277735.145490,1356113.942903,-2570757.630900,4837924.833390,-1027349.229882,-5648626.787348,-452136.996996,6871693.130063,2608501.691116,-424506.818970,-5835917.383089,-2015255.924846,3395047.193817,239934.082367,1122945.245486,-2729102.771331,2526286.403489,1389409.875820,-5618448.355130,5097863.064019,-3133017.221170,718291.129896,2539182.066446,-2127729.680810,-750447.897549,1642541.324404,-1156042.712007,-267699.411487,3235889.401007,-5160314.129368,3579787.203571,-812523.267760,-419289.349504,212730.012979,644220.871069,-694251.135703,-123777.633083,105112.667979,210509.761832,465674.310395,-697743.247793,-1230589.975838,3419932.148566,-2362938.406357,-807858.378171,1452038.899642,558285.075831,-1509215.596437,778369.490996,-130250.876293
-5804476.585730,-1928762.994988,4780254.365450,5170373.299901,-2961466.147164,-919514.863028,454870.828920,-600728.055444,17868.687481,3236489.621643,-1118877.047723,-3122723.302710,9906000.930587,-3015532.804112,-2044167.037745,-5662301.043215,3019505.155630,563640.160752,132676.296155,1846676.364206,-1079864.494199,-651164.931750,-4884515.958550,1614936.895882,1404525.629083,1815842.901443,3826794.307821,-5393737.250293,5093750.946414,-3482577.145928,-2761318.028029,2509480.041348,-828004.973796,1904934.712246,-531333.272885,2465624.508526,-4274720.521155,1358416.225022,-2573921.769963,4844274.179466,-1037754.709739,-5645004.984126,-452344.172252,6862011.421340,2611632.220578,-413225.767414,-5824437.551183,-2020545.985233,3363021.736201,263237.151484,1119036.560773,-2714751.626253,2513363.220320,1379399.916457,-5609389.817827,5107577.267619,-3133444.358324,698997.589351,2552873.912044,-2127104.865265,-755802.968687,1650503.431709,-1166102.253568,-263819.806740,3242505.754152,-5168948.462052,3582766.589447,-811707.403507,-419448.988777,208653.195844,651328.757633,-699312.735626,-121393.314084,106057.863312,204415.285382,469585.555540,-694169.609074,-1232046.825225,3412857.947166,-2354927.964368,-809880.770039,1449095.660146,562654.541991,-1512382.070059,779597.261120,-130442.327751
-5800419.935886,-1922425.135829,4787019.874927,5159863.276330,-2970383.261261,-923116.507214,455405.151206,-585831.668226,18620.539816,3228939.778845,-1130456.715672,-3104906.278419,9903784.975135,-3026931.612362,-2040753.264655,-5653847.186467,2991820.086275,552996.596611,144811.448268,1869172.333815,-1079592.440114,-639540.512700,-4885197.553492,1611703.886179,1415745.962874,1801645.261532,3815517.425604,-5403921.401564,5091529.728205,-3467565.092448,-2769262.579797,2497899.953465,-801569.744626,1903912.766258,-526256.692743,2451925.844275,-4270398.499513,1360609.305822,-2576939.964138,4850506.916656,-1049558.925673,-5639594.984245,-452331.741756,6849256.485579,2614652.668491,-400190.657768,-5809943.914706,-2026145.221151,3325608.569905,289776.629872,1114320.524360,-2697657.452995,2498020.942929,1367537.228939,-5597786.081698,5117621.943399,-3133088.173152,676621.812120,2567876.572316,-2125842.169660,-761693.858149,1659245.221846,-1177444.100146,-259309.751542,3249374.973458,-5177579.636880,3585259.276784,-810633.121106,-419299.481929,203640.889022,659482.562159,-704970.189167,-118659.256275,107099.366104,197505.035574,473821.195767,-689845.972703,-1233451.157397,3403923.479572,-2345106.710375,-812101.234833,1445439.306206,567499.183073,-1515637.746110,780813.911725,-130629.978981
-5794191.937766,-1914826.895557,4793207.950743,5146608.048252,-2979243.012864,-926935.050529,455911.238649,-568998.083278,19150.255749,3219352.863669,-1142953.512294,-3083907.405381,9898121.746486,-3038590.838387,-2036194.712653,-5642564.816415,2959988.432713,540804.633196,158095.770821,1894007.571126,-1078908.866298,-626596.247350,-4884447.183346,1607637.784527,1427831.189794,1785302.997900,3801789.520159,-5413542.339671,5087245.598356,-3449527.557837,-2777569.138071,2484069.203787,-771695.566105,1902322.823927,-520273.231018,2436065.243023,-4264385.199690,1362460.717390,-2579544.193893,4856145.369170,-1062652.418950,-5631908.358493,-451987.626009,6832793.371819,2617316.311098,-385407.617803,-5791934.492038,-2031846.868972,3282663.721848,319371.396445,1108720.848751,-2677603.272957,2480081.368773,1353700.980129,-5583165.803484,5127508.099284,-3131588.566069,651120.703820,2583853.528520,-2123719.811108,-767994.167297,1668574.763991,-1189953.777611,-254144.389800,3256152.610183,-5185633.396116,3586867.714879,-809242.555009,-418718.530914,197595.475079,668635.232123,-711138.065597,-115577.763515,108211.024252,189828.936085,478267.538641,-684691.045982,-1234675.971037,3392788.579276,-2333223.460744,-814469.276157,1440956.027510,572734.322995,-1518810.681410,781932.944179,-130799.436192
