1332165.974742,-242755.710441,-378301.482538,4385065.519460,-2414353.275583,1124862.347655,-6392668.769439,499521.266948,-2113569.777242,607472.726176,3359216.411748,595171.661685,-797107.195689,6244073.492394,-2979834.172772,-651607.331496,-1563531.684043,-6703444.479391,2071146.059464,5214922.690668,-1696814.966641,2072146.958676,-2046806.782905,-325344.775849,-1155678.958670,1601642.931808,3152582.362021,1522917.292011,-608109.304971,-4843711.731581,-756905.676473,-1454150.348228,432058.854123,3005843.339043,1479527.989363,1603335.514569,-5691843.581389,4803583.564165,-5856635.522036,2715653.908915,2610303.559547,-162539.597313,-2450408.177324,1647462.749623,2051531.343400,-4538589.594756,-1464299.580504,1241182.423155,5198490.381525,-2084942.846549,-2318365.290549,2588685.129812,-5005441.650324,5007551.651806,-1527283.741198,3627674.345698,-7008957.789826,2335848.583812,3258786.819362,-2633072.679435,55139.459457,781347.529205,809350.411864,-4108912.970611,4966919.585868,-1869621.957946,-626927.058317,586079.207405,-778788.250649,1684847.153688,-1582847.041465,415926.739868,829459.635242,-1423977.568864,598364.617594,877318.210630,-1566940.532279,2244304.658087,-1059312.511619,-4144787.872215,6727834.704203,-2300689.759993,-2288301.639242,2374084.320514,-847893.757939,133611.185173,-8927.780514
1360138.667348,-279698.480417,-404729.589079,4386126.054570,-2419090.732424,1117169.827197,-6383915.919265,568077.369878,-2156384.514355,658478.080340,3376889.277697,586226.307911,-823795.188105,6237504.723748,-3011831.149574,-668520.167849,-1547256.059758,-6706852.779572,2093048.853296,5180524.113415,-1652670.600658,2088593.463027,-2066322.339805,-332019.152605,-1148549.717860,1606601.577137,3122091.617259,1545780.270287,-610778.937914,-4847770.059663,-791190.022825,-1387661.626446,428569.370804,2974593.446103,1487634.980543,1579882.302444,-5664931.511623,4767459.771646,-5834625.533467,2723355.533503,2654467.346167,-207312.393453,-2453330.709465,1642550.213899,2042760.320476,-4516039.596750,-1455698.680727,1224643.016143,5187764.711417,-2076530.010771,-2288219.939050,2549442.620342,-5016300.878867,5058394.358325,-1535023.684107,3606869.817823,-7049054.716919,2391374.233500,3254983.026608,-2639490.404576,62667.454093,747580.830006,820998.139734,-4048080.580963,4900520.385912,-1887844.686694,-557629.585867,538619.610191,-753902.528109,1653073.880085,-1539207.285460,377812.417010,850601.483557,-1430987.870338,601024.117425,870664.483711,-1572572.412054,2282143.129884,-1103919.051017,-4128066.321673,6726850.945899,-2294516.017718,-2291056.086022,2366181.124157,-838843.078405,129834.519639,-8337.098567
1359076.349802,-276269.547215,-402947.990076,4385879.304047,-2417439.994868,1115185.937143,-6389003.505462,562331.733828,-2153214.235593,655961.519446,3378721.653525,589137.379496,-822707.026148,6241826.883096,-3010878.790414,-665216.245378,-1547435.106130,-6712756.178783,2089984.350098,5184918.541451,-1658076.057691,2088510.797188,-2070090.512351,-331201.413422,-1147611.354618,1606257.108328,3127211.803406,1550529.749538,-608243.506152,-4853800.734602,-789501.468134,-1391467.443994,425843.635866,2977962.113627,1486030.819702,1581487.777708,-5663704.516884,4771876.637848,-5845210.062232,2725643.193414,2652409.508418,-202093.081978,-2452736.319643,1645290.688584,2041504.565833,-4520969.952130,-1454373.748960,1223892.771693,5191788.881005,-2079317.631762,-2289386.143030,2552040.737013,-5016359.791016,5057257.884223,-1536661.178193,3609265.300070,-7048538.452984,2389859.811195,3256081.050554,-2641111.666045,62958.717950,749867.223397,820177.739646,-4053042.010791,4907841.392684,-1890875.036734,-558521.401354,539352.367107,-753796.832407,1654183.798508,-1543013.988423,382579.882824,847829.538982,-1430753.173912,601279.722466,871872.848522,-1573141.855788,2279283.243775,-1099749.761348,-4130734.298245,6727882.429925,-2294244.607268,-2292022.114190,2366940.357036,-839150.840418,129906.839474,-8344.920061
1357296.293097,-270498.436642,-399956.444804,4385353.989088,-2414658.115599,1111816.092101,-6397324.799218,552707.680729,-2147876.247342,651765.028558,3381664.489716,593935.539373,-820878.226424,6248874.776542,-3009126.158630,-659679.858006,-1547685.100201,-6722427.223156,2084829.153653,5192149.133038,-1667163.214967,2088327.688816,-2076241.408837,-329836.721370,-1146061.034052,1605610.138404,3135686.939416,1558374.773256,-603937.751828,-4863757.822228,-786684.805915,-1397770.077862,421337.845953,2983520.230331,1483302.891794,1584176.750234,-5661643.478170,4779141.718646,-5862686.380031,2729386.841155,2648913.084490,-193363.899601,-2451715.357296,1649828.801977,2039401.264820,-4529150.026608,-1452089.192432,1222630.407145,5198343.425285,-2083906.551043,-2291303.067464,2556349.721107,-5016324.162569,5055175.673156,-1539306.913774,3613179.058736,-7047523.926402,2387261.818801,3257860.113799,-2643761.200608,63440.669262,753661.282644,818801.829469,-4061230.864835,4919905.743907,-1895807.186326,-560067.694355,540597.871188,-753634.047056,1656044.896348,-1549376.702725,390554.604708,843172.977084,-1430322.772937,601691.678443,873855.036670,-1574038.224176,2274454.863747,-1092771.758357,-4135087.585755,6729451.047193,-2293745.178535,-2293579.865463,2368153.769282,-839643.549589,130022.963043,-8357.471622
1354766.339387,-262493.808673,-395819.622058,4384430.509703,-2410689.853262,1107007.191063,-6408579.667846,539386.914820,-2140374.951408,646013.135823,3385656.290677,600607.959063,-818333.119880,6258335.111121,-3006621.133359,-651965.369303,-1547915.391305,-6735645.536069,2077570.497035,5201965.013091,-1679653.654264,2088017.685042,-2084723.898549,-327978.310864,-1143874.463938,1604640.767815,3147309.581064,1569307.871764,-597880.285187,-4877456.786114,-782778.344431,-1406337.906938,414990.789511,2991095.214011,1479396.312879,1587886.535698,-5658496.054501,4788987.115921,-5886774.568727,2734497.651836,2644000.128270,-181250.250819,-2450170.010072,1656081.851655,2036372.702166,-4540372.649942,-1448801.082440,1220779.145231,5207267.483178,-2090230.154559,-2293813.029476,2562179.922098,-5016067.374635,5052122.043220,-1542935.174713,3618455.496331,-7045885.966327,2383639.020948,3260181.372380,-2647337.747953,64109.884333,758877.980354,816847.348831,-4072351.799309,4936383.304245,-1902608.990054,-562103.181779,542241.932843,-753339.608094,1658519.012114,-1558105.704974,401588.217476,836680.143918,-1429665.733022,602241.153711,876551.908092,-1575206.236560,2267689.055599,-1083093.220361,-4140925.124645,6731332.482000,-2292939.139514,-2295658.575698,2369740.514091,-840290.588100,130178.010598,-8374.441733
1351446.541479,-252226.582080,-390519.716000,4382895.422061,-2405463.904056,1100644.536020,-6422417.996506,522384.854413,-2130630.327469,638771.594107,3390486.520779,609083.554372,-815061.113678,6269853.895430,-3003157.000575,-642054.911214,-1548029.230960,-6752092.497847,2068151.158545,5214115.240979,-1695515.242053,2087506.049498,-2095325.392135,-325655.523250,-1141040.071029,1603230.022913,3161917.009731,1583209.831712,-590002.234791,-4894660.079272,-777785.610368,-1417022.605692,406816.222591,3000529.960827,1474227.391905,1592602.864704,-5654123.509792,4801177.269860,-5917130.625534,2740839.179369,2637595.724186,-165777.693793,-2448032.430124,1663964.540020,2032399.137614,-4554489.982166,-1444395.772161,1218282.355472,5218293.476939,-2098186.132774,-2296813.038636,2569422.352219,-5015351.909199,5047830.253256,-1547433.886204,3624934.744534,-7043352.593866,2378902.873670,3262907.777053,-2651712.490136,64955.150584,765459.927473,814293.663364,-4086171.350913,4956936.199087,-1911077.803837,-564670.849364,544290.256452,-752909.998272,1661566.160129,-1569142.667586,415650.700165,828325.380787,-1428714.537371,602897.035769,879902.309678,-1576556.123127,2258908.694062,-1070708.608780,-4148031.407022,6733211.318467,-2291726.657927,-2298142.117102,2371579.890431,-841043.739034,130361.766342,-8394.758401
1347233.601786,-239692.455776,-384044.557104,4380475.393740,-2398820.880544,1092565.268819,-6438377.176927,501710.349214,-2118482.079342,630086.853340,3395910.688786,619324.827924,-811044.840909,6282963.478036,-2998505.767442,-629871.909038,-1547914.796124,-6771382.104358,2056426.833300,5228291.962214,-1714675.693681,2086668.451078,-2107830.827608,-322873.043321,-1137524.596535,1601215.372350,3179290.449203,1600056.374317,-580195.915275,-4915145.088252,-771710.841107,-1429619.118550,396769.500104,3011645.362355,1467669.759781,1598295.363309,-5648214.252185,4815349.604214,-5953411.091339,2748264.202385,2629600.293695,-146926.431651,-2445194.053732,1673371.374991,2027397.496869,-4571297.106892,-1438701.637336,1215041.190412,5231068.877009,-2107640.887852,-2300139.106266,2577902.732899,-5013841.274193,5041933.685502,-1552637.015653,3632358.210391,-7039513.618367,2372924.727809,3265859.089257,-2656734.997254,65963.710252,773376.104579,811053.237001,-4102370.392750,4981192.492527,-1921069.039615,-567723.273738,546691.319234,-752306.806840,1665121.282734,-1582438.415729,432753.312625,818037.200970,-1427359.594421,603603.496487,883834.585296,-1577959.305489,2247974.817460,-1055571.544276,-4156134.982743,6734663.682464,-2289964.777275,-2300886.168895,2373520.470818,-841845.517508,130563.423819,-8417.444025
1342126.085798,-224986.539372,-376481.669839,4376882.809046,-2390693.429004,1082603.675827,-6455856.820366,477612.964264,-2103909.312570,620188.680982,3401719.583206,631216.045388,-806315.803283,6297032.125255,-2992552.717240,-615506.068338,-1547349.061094,-6792997.677986,2042372.223997,5244004.454304,-1736827.375767,2085439.386187,-2121991.916469,-319745.601060,-1133320.527489,1598500.673709,3199050.082792,1619707.350246,-568386.924543,-4938502.107229,-764612.135512,-1443721.928898,384820.967506,3024094.212966,1459579.352713,1604906.624718,-5640461.268595,4831030.497312,-5994963.042952,2756545.834595,2620002.272358,-124874.386288,-2441483.374742,1684137.492306,2021256.018692,-4590467.002831,-1431573.720218,1210939.487779,5245221.315002,-2118456.092569,-2303532.659276,2587326.309022,-5011241.394434,5034243.987040,-1558444.759510,3640450.901141,-7034089.795974,2365745.727915,3268792.670961,-2662210.498925,67131.810028,782452.579080,807126.940136,-4120436.298479,5008463.889670,-1932325.277302,-571137.689511,549326.707166,-751454.575842,1669004.436179,-1597707.708130,452659.052544,805886.841716,-1425535.230895,604334.039447,888209.385473,-1579278.707698,2234912.233416,-1037865.638210,-4164826.814928,6735219.171338,-2287506.205197,-2303723.501833,2375385.072340,-842627.609536,130770.380059,-8441.402883
1335995.101648,-208116.590403,-367821.554027,4371718.733061,-2380883.829788,1070546.208623,-6474130.528184,450153.932366,-2086771.692203,609202.006607,3407546.652320,644665.311890,-800850.166540,6311338.502888,-2984965.346534,-598895.489073,-1546173.466486,-6816330.827511,2025838.893440,5260747.813633,-1761833.540028,2083669.380835,-2137431.991689,-316269.564449,-1128409.141264,1594847.436367,3220835.291715,1642030.415230,-554449.387385,-4964338.439384,-756507.638184,-1459005.499222,370971.401401,3037566.353036,1449805.156250,1612372.920274,-5630453.493285,4847670.539313,-6041166.933674,2765438.346226,2608691.132720,-99694.640079,-2436739.168055,1696087.113087,2013887.139762,-4611646.503634,-1422782.622895,1205834.293828,5260186.468366,-2130393.013981,-2306750.301110,2597415.336953,-5007070.533338,5024261.762532,-1564613.788426,3648822.207459,-7026524.175268,2357221.196569,3271438.514156,-2667905.215248,68451.888430,792563.730746,802452.780722,-4139848.611381,5038090.418794,-1944588.225397,-574826.296920,552105.994318,-750286.819839,1673085.748592,-1614813.873616,475318.490398,791808.032944,-1423095.660585,605014.188629,892917.407179,-1580340.669144,2219563.330155,-1017573.110824,-4173685.664871,6734246.560594,-2284122.880205,-2306459.298859,2376952.543339,-843298.713546,130962.822663,-8464.520726
1328755.399100,-189124.077178,-358088.605069,4364571.979606,-2369259.205436,1056213.594488,-6492446.342482,419476.866134,-2066906.983807,597281.426852,3413035.204222,659553.126996,-794637.918471,6325110.432455,-2975504.928954,-580075.078694,-1544174.504686,-6840690.176703,2006720.333819,5277975.150598,-1789378.758572,2081199.452578,-2153828.169165,-312570.025815,-1122754.426164,1590105.946530,3244232.876270,1666830.844026,-538299.888253,-4992120.719443,-747420.609776,-1475092.948504,355191.772567,3051705.159450,1438153.681696,1620610.750608,-5617782.870538,4864712.869253,-6091248.617347,2774666.832733,2595529.819822,-71513.133043,-2430762.729983,1709041.477652,2005167.980396,-4634455.110990,-1412152.647005,1199622.871413,5275465.381869,-2143279.213994,-2309528.654568,2607885.295111,-5000888.339894,5011568.323161,-1570974.310135,3657138.798055,-7016294.263233,2347236.247409,3273465.498296,-2673516.925106,69879.976650,803598.713853,796946.185119,-4160045.959990,5069362.498243,-1957549.655579,-578748.378498,554976.229666,-748753.286472,1677197.018248,-1633508.742754,500556.342335,775805.269465,-1419913.815939,605582.281127,897815.132132,-1580958.866345,2201836.161902,-994778.986910,-4182230.115808,6731118.484898,-2279635.920469,-2308848.241061,2377988.072023,-843778.459397,131129.096338,-8486.177779
