-1622690.013092,746484.904783,3313088.673563,-4527953.065369,-999736.292328,1709048.550803,-1912255.128651,3736017.473108,-1115127.849437,776538.016777,2298941.636180,835314.452809,-2625505.478920,1573362.076053,-1966303.039633,-474803.276958,-364634.478105,-142458.365351,824082.492410,-4980987.482228,6586586.540671,334608.113337,-1353724.905888,-2430677.009669,1816974.372447,160905.406837,1523366.114042,-2705937.587312,-977876.323654,1202599.523161,2150494.836234,-1334605.194551,1943291.590358,-1594961.750708,-421450.689258,-725042.687230,1083760.884692,35218.995719,-3252894.400039,3716859.021403,-714381.248195,-468835.904202,462824.722214,61380.592993,1800427.784335,-2538803.818006,229241.045242,-292435.306862,-52861.471855,669562.551893,2754860.057356,-5502726.229627,2972075.609218,251817.117705,614016.927098,-1998477.357857,35356.070934,2055275.981407,-1543221.068511,507406.955138,-788457.631359,1484025.524311,-764317.769836,-709900.188414,1092168.657099,-771278.514405,343473.060048,65879.067378,-175336.802182,163015.723839,49143.568560,298039.641065,-1361396.357875,429950.971196,1964932.716619,-1498197.895740,-1254100.910026,2899358.464554,-3161191.470510,2480301.320832,-1143180.146690,205136.283006,19340.866391,-7818.795080
-1615457.175010,753191.908576,3335500.277037,-4527317.656739,-1008183.155412,1689260.350544,-1932834.914940,3756898.208660,-1123867.766756,772463.747758,2301626.257292,835448.661660,-2634450.131150,1544352.151858,-1960900.836040,-432927.936394,-362823.714911,-153779.784711,830103.257592,-5001052.900736,6609717.302472,340885.301643,-1349483.481144,-2449218.841789,1846020.400224,135547.072841,1524497.627682,-2731266.420832,-977000.479201,1212077.765549,2162576.326869,-1332684.046479,1941882.630381,-1607680.273125,-423890.454850,-713016.495335,1108722.239295,17895.355148,-3261310.336778,3725327.258858,-705182.298371,-498664.700697,463101.134629,50528.540091,1832827.097336,-2528693.517437,216304.433105,-303990.135677,-48569.374973,672885.491062,2759638.139592,-5525063.984771,2989152.889045,262620.622252,615429.112333,-2032290.653925,51450.085902,2072098.245865,-1556525.073311,503771.378464,-783929.551515,1491101.536016,-772224.974030,-715411.542440,1102756.693474,-777380.393519,350224.271220,57047.195470,-171367.246671,167653.785661,36059.171514,313843.820582,-1367193.132501,424271.399258,1969892.158131,-1493395.437271,-1268776.868504,2911178.320220,-3159801.646430,2474712.887606,-1143255.414031,208113.099294,17779.138679,-7560.953645
-1614771.962781,751777.606843,3338997.547237,-4525443.095640,-1005730.076389,1686779.192208,-1940289.890184,3759252.914748,-1126521.519176,771715.717923,2304536.223035,841803.170548,-2638213.680061,1540586.525831,-1961720.345722,-428994.965951,-363469.361000,-157326.636388,829039.061252,-5002106.243140,6617392.926617,341181.608877,-1348861.678494,-2453475.253498,1853649.176118,133010.278473,1523301.280405,-2736966.211673,-976211.500178,1212992.216516,2161634.192339,-1334693.259446,1943783.386705,-1606820.004995,-421286.288142,-715148.084251,1113710.758131,15775.581643,-3261634.379608,3724417.194863,-702856.024572,-505125.026494,462113.869674,50063.617212,1840979.919429,-2528918.827048,214396.889695,-307023.700973,-46849.481712,672909.680648,2761656.541696,-5530744.880009,2993552.206156,262504.943739,618671.103191,-2039456.164539,53308.480532,2075614.912424,-1558573.460650,502598.125509,-781344.610455,1489322.966253,-771968.560197,-715488.594590,1103049.788959,-777246.766594,349892.662902,57340.205699,-171767.774794,168079.621122,35512.042536,313913.628254,-1365687.451456,422667.076946,1969311.267033,-1491377.282692,-1270463.420100,2912373.318587,-3161743.891802,2478190.344832,-1147145.154952,210710.653593,16819.866507,-7413.737612
-1613600.898269,749435.651161,3344776.210521,-4522246.421930,-1001653.046922,1682617.792719,-1952662.436845,3763113.204971,-1130945.566900,770475.776422,2309319.978253,852326.638189,-2644407.575173,1534278.565691,-1963047.360596,-422416.283087,-364543.783633,-163214.790462,827265.682671,-5003792.374139,6630042.813140,341687.460909,-1347777.574134,-2460522.819680,1866323.054469,128756.198592,1521276.171978,-2746413.836304,-974864.927921,1214480.832945,2160033.668072,-1337993.751966,1946889.490814,-1605379.622536,-416960.487802,-718670.391131,1122050.797004,12247.054813,-3262109.735976,3722823.813743,-698964.181303,-515904.282321,460436.988482,49278.226880,1854558.169132,-2529239.604380,211227.709516,-312068.031827,-44004.381498,672939.658097,2764966.557413,-5540126.227470,3000856.719706,262310.391846,624064.506650,-2051389.475667,56413.120022,2081449.123103,-1561962.123165,500635.601617,-777029.890173,1486333.737579,-771512.135465,-715625.621122,1103522.359307,-776993.330432,349315.453975,57837.996326,-172441.881190,168798.643569,34581.349958,314047.901308,-1363166.358507,419988.393925,1968294.602357,-1487957.426449,-1273289.826471,2914333.910960,-3164909.418007,2483919.747877,-1153608.118739,215048.271323,15214.172868,-7167.127906
-1611898.968972,746134.883735,3352718.868797,-4517607.471437,-995914.637994,1676726.646325,-1969856.011880,3768377.729302,-1137083.065296,768721.920999,2315878.679780,866977.817718,-2652948.243463,1525380.836481,-1964799.866329,-413212.635972,-366055.682449,-171399.357203,824776.392098,-5005930.410675,6647407.307032,342382.800700,-1346161.400229,-2470298.519617,1883937.071864,122795.460350,1518407.834944,-2759506.754358,-972930.678289,1216477.357807,2157723.352300,-1342522.365291,1951107.160889,-1603300.233419,-410909.956456,-723539.818871,1133696.557314,7319.442535,-3262666.460506,3720430.223887,-693499.544564,-530924.546102,458057.429692,48170.481731,1873443.082475,-2529552.065031,206785.327250,-319076.286116,-40059.599361,672958.090937,2769459.906718,-5552986.985321,3010938.464615,262047.218024,631538.726547,-2067956.071428,60734.702538,2089522.157378,-1566628.301672,497864.845876,-770958.888096,1482081.690523,-770827.163072,-715799.870044,1104137.286955,-776593.778789,348483.313989,58534.550611,-173381.618897,169804.716317,33262.890820,314250.672667,-1359611.815341,416250.582974,1966754.343317,-1483071.224778,-1277224.222991,2916966.203061,-3169176.042471,2491781.211996,-1162568.524179,221096.942913,12968.928370,-6821.985969
-1609604.660963,741867.434333,3362650.590555,-4511367.382554,-988507.669277,1669053.993256,-1991678.254901,3774866.759967,-1144883.795568,766441.402313,2324097.179166,885610.393017,-2663685.199984,1513901.099129,-1966866.555991,-401447.969830,-367987.569780,-181813.098127,821539.485243,-5008235.498705,6669050.696325,343224.033035,-1343924.951331,-2482640.792917,1906265.294558,115185.369892,1514685.559813,-2776047.435159,-970358.915542,1218876.397315,2154589.258100,-1348171.122590,1956321.367853,-1600539.621454,-403174.267237,-729684.862889,1148581.882418,1032.545835,-3263178.430618,3717083.081665,-686453.295147,-550060.751475,454916.595895,46750.584003,1897453.823426,-2529764.546420,201119.292250,-327979.887200,-35046.872196,672922.909655,2774971.712787,-5568981.569578,3023588.728638,261746.565320,640974.800858,-2088951.812600,66245.630590,2099695.486585,-1572473.619772,494275.388394,-763127.090588,1476503.634409,-769840.295573,-716010.479546,1104838.748227,-775988.031402,347356.406740,59437.299798,-174574.216754,171085.362902,31547.173167,314537.946652,-1355015.543434,411481.892608,1964588.756336,-1476661.576508,-1282200.214223,2920134.685402,-3174389.410738,2501631.760562,-1173929.966000,228811.884569,10097.587204,-6380.210344
-1606632.315562,736631.214018,3374414.981924,-4503328.874709,-979418.605177,1659517.645855,-2017997.353147,3782419.966527,-1154298.800174,763618.387281,2333778.735476,908107.738253,-2676431.206852,1499744.867783,-1969123.078426,-387095.622566,-370360.520642,-194374.893046,817581.152554,-5010480.698167,6694568.367728,344217.797558,-1340949.007151,-2497451.235893,1933164.780838,105878.626878,1510054.982599,-2795866.950838,-967082.048886,1221580.003619,2150555.741833,-1354824.977620,1962361.425891,-1597025.557030,-393775.943750,-737030.633867,1166700.336282,-6591.333881,-3263487.471011,3712552.814379,-677788.738332,-573273.258380,450980.208745,44979.023318,1926472.753579,-2529679.387598,194227.193907,-338737.937428,-29018.310352,672809.302033,2781339.991167,-5587813.837748,3038676.509651,261390.190028,652332.696797,-2114269.769132,72926.428350,2111873.313815,-1579408.018281,489830.806216,-753481.055086,1469496.538669,-768477.445562,-716249.361125,1105573.164941,-775112.117064,345895.348243,60553.480402,-176027.502543,172653.893151,29401.693645,314937.980257,-1349339.676412,405690.068742,1961627.975739,-1468557.050430,-1288233.087478,2923714.419230,-3180330.824487,2513265.035164,-1187603.178864,238189.921806,6591.119014,-5839.909229
-1602889.628672,730388.829972,3387715.779964,-4493226.591220,-968601.639719,1648046.097118,-2048531.722609,3790752.767780,-1165211.440363,760224.096291,2344728.137703,934282.797895,-2690971.656024,1482882.700895,-1971384.749009,-370249.902660,-373158.606489,-208979.636153,812850.315770,-5012216.453777,6723299.895857,345301.849950,-1337082.543780,-2514514.958761,1964329.997866,94940.238546,1504481.044346,-2818684.363167,-963014.576461,1224432.695806,2145476.533877,-1362320.748241,1969012.117267,-1592672.228594,-382745.394431,-745472.416370,1187948.900175,-15509.129235,-3263397.490242,3706596.777376,-667510.160773,-600363.722011,446175.374625,42870.653758,1960232.768118,-2529139.047878,186148.515321,-351241.660350,-22022.617303,672560.987336,2788310.533768,-5608950.378670,3055880.526943,261021.215873,665414.624732,-2143568.178818,80730.862943,2125826.595916,-1587271.333155,484515.532667,-742012.432320,1460967.319560,-766650.570162,-716485.084853,1106245.936532,-773885.412874,344051.239345,61896.149372,-177732.759731,174496.366802,26816.657767,315464.164523,-1342559.746247,398914.380429,1957714.587829,-1458676.602401,-1295206.225586,2927487.302889,-3186754.317058,2526442.657137,-1203418.584232,249149.411953,2474.421477,-5204.629405
-1598256.607817,723120.968249,3402313.259577,-4480769.575923,-956039.010809,1634509.138139,-2083027.211803,3799609.740406,-1177556.617069,756244.290051,2356687.757941,963935.859916,-2707046.172122,1463224.481222,-1973468.354367,-350915.161502,-376379.891797,-225520.793308,807344.967402,-5013047.098791,6754592.658048,346463.312845,-1332160.372414,-2533635.848605,1999506.351964,82357.836804,1497901.953707,-2844249.783973,-958052.661664,1227270.110420,2139217.171765,-1370480.492952,1976038.625758,-1587388.165359,-370121.813306,-754889.514438,1212295.985467,-25684.421399,-3262703.618567,3698929.106306,-655583.257861,-631232.052208,440417.949295,40415.003959,1998522.602750,-2527904.646007,176906.739002,-365409.916188,-14128.404309,672129.066296,2795627.596725,-5631904.515136,3074953.131213,260653.830019,680100.989954,-2176626.490512,89618.817138,2141396.182394,-1595928.001487,478293.764854,-728676.010157,1450790.436866,-764249.410006,-716714.765757,1106779.688140,-772215.428733,341767.971321,63469.529490,-179684.918718,176617.290598,23755.084651,316151.964091,-1334630.520434,391170.176321,1952636.195542,-1446824.966566,-1303105.358824,2931262.357995,-3193352.613414,2540872.345708,-1221233.035135,261664.988883,-2255.470707,-4473.296644
-1592603.228623,714837.644185,3417863.188295,-4465638.804000,-941710.578743,1618801.310672,-2121159.255206,3808663.063201,-1191226.856948,751651.374085,2369358.982414,996805.241464,-2724315.108700,1440689.893924,-1975141.504119,-329128.480533,-380036.602487,-243861.918966,801058.401163,-5012518.432641,6787652.969123,347660.225649,-1325961.255876,-2554567.095851,2038339.618383,68147.516879,1490263.265486,-2872200.783536,-952109.920992,1229905.594665,2131589.477739,-1379082.114728,1983181.743204,-1581076.677670,-355969.468019,-765130.398176,1239653.193514,-37060.906044,-3261138.765590,3689178.286695,-641957.331691,-665695.501328,433638.565181,37578.848883,2041020.456246,-2525703.735899,166544.614007,-381108.686143,-5432.699015,671455.701563,2802978.883747,-5656059.975651,3095556.122807,260318.493473,696225.866103,-2213152.116556,99563.458926,2158351.729898,-1605200.988768,471117.301602,-713415.230266,1438819.655505,-761149.506793,-716922.708483,1107071.247944,-769987.202302,338971.608327,65285.748018,-181873.739005,179012.471382,20176.707490,317052.556875,-1325528.169947,382505.283253,1946147.578779,-1432813.630533,-1311860.230617,2934789.950317,-3199786.297863,2556232.394728,-1240861.077600,275675.907640,-7587.032184,-3647.125414
