989693.038226,7975386.090959,-1689960.080184,-6545043.047545,5007844.709058,852132.058937,-7503866.289662,1074381.379278,166946.020134,-7956467.468894,266387.892628,4453943.063286,5391926.253263,3035630.919505,-6744655.407953,5060888.028477,400044.677745,-5302128.967674,-9123088.956098,5101312.682478,1257029.431437,7786314.897156,5485111.231439,-13276122.929401,1995188.358537,7341907.402469,-2547605.723224,-1492661.401417,-8331772.186948,11286994.548875,-2215373.489131,-756754.262444,-6917049.497637,2864246.839278,-1640666.651528,7958540.224048,-11602060.139389,12416670.711208,3995433.505802,-6712172.668166,53328.623058,-8001018.962200,3812466.132776,1572537.329280,1339744.797666,-2876073.075238,9227133.432044,-6983323.803260,-4371654.281374,5074748.268182,-930756.498565,2190307.649033,-1698165.106061,-1800175.386298,3660327.717831,-2779721.062348,-3135124.922923,5680914.438288,1324194.995207,-4021591.249226,-2840247.035948,5031534.031014,3116728.816650,-7390019.772124,1523928.223027,2151107.770331,132782.275080,-992558.135538,-1807359.251132,4061710.296378,-2532642.214797,210174.191564,651670.026107,-2108524.776893,5987798.441109,-11315676.150953,10908673.842930,-2430355.756914,-3971528.834375,4338279.497476,-3287546.492069,1670685.002125,-47901.117161,-260756.581597,55452.370272
979143.983463,7988306.238592,-1699992.328488,-6555419.375393,5010014.719650,866713.236783,-7491920.082244,1059849.291519,173866.462532,-7942955.677069,253321.873139,4453711.923081,5402040.695614,3029160.573074,-6772565.347397,5065502.392746,397964.661506,-5266040.785012,-9140027.862151,5113658.735395,1242426.689326,7795045.981664,5481167.463841,-13277625.005412,1981258.662533,7336147.200369,-2535990.208420,-1475916.356729,-8327587.973106,11274976.039459,-2228969.742591,-732543.702286,-6933938.498280,2868653.496176,-1649929.376542,7971663.889748,-11605282.453626,12409518.872940,3997404.656358,-6691417.475923,31094.743374,-7999827.599649,3807323.078210,1589179.256383,1335552.982223,-2880848.814503,9232099.784986,-6986922.632934,-4374642.105471,5074594.998431,-923188.230374,2186567.245399,-1694077.386991,-1812633.680550,3669544.174990,-2779349.611764,-3136092.937236,5676823.856739,1332284.364494,-4027318.181667,-2843621.185882,5041134.021218,3109089.979236,-7385054.068354,1518624.707279,2153905.545035,137007.544331,-1005943.374055,-1788689.343457,4048211.914238,-2529070.762795,212379.126029,649697.684859,-2109868.944421,5982130.033735,-11290040.286021,10877318.196208,-2418790.707427,-3964413.305976,4331245.334680,-3288529.054628,1675055.166050,-50886.825510,-259737.274890,55299.586299
981493.092157,7967493.293453,-1700308.615176,-6541663.076742,4994953.676634,867506.657474,-7480052.090071,1063055.894241,180804.766857,-7926675.559498,260349.470718,4450966.362789,5380892.122314,3012424.471341,-6769072.130664,5069394.518160,388052.092182,-5251239.331880,-9116890.709403,5110378.252623,1233281.439251,7779269.398319,5471163.155097,-13249235.316159,1972822.890669,7325149.787110,-2537332.946786,-1470095.242304,-8311608.453193,11246118.157068,-2220320.163613,-720535.885122,-6921327.577780,2864369.858553,-1649773.684466,7942978.232950,-11575367.152776,12382437.277153,3996641.814976,-6676859.397548,32145.153836,-7998009.844874,3809428.011682,1580927.510161,1344511.612915,-2878426.083129,9210133.722161,-6982421.269404,-4351436.954095,5058622.201199,-920778.812299,2180102.769593,-1682787.051542,-1818198.791124,3662611.261999,-2766307.108723,-3137866.330244,5672255.903838,1324606.451700,-4016735.897619,-2840359.293469,5034924.206772,3102128.787865,-7377670.848446,1526261.747990,2145058.511146,131565.771399,-990267.925007,-1802012.878985,4051927.105495,-2527756.270959,211036.445776,652071.277460,-2111755.946887,5977991.887381,-11279679.729996,10872913.671994,-2429206.212022,-3950481.377533,4325906.422316,-3288074.617088,1674089.237593,-49876.006087,-260083.770429,55346.493968
985352.433664,7932694.966944,-1700816.031780,-6518609.342764,4969833.672763,868801.301646,-7460164.007978,1068367.729517,192352.731160,-7899432.865713,272043.721657,4446265.445242,5345582.258071,2984581.158126,-6763087.961007,5075717.376949,371571.695843,-5226530.858364,-9078206.183030,5104816.998945,1218033.032217,7752865.723108,5454386.265895,-13201733.487285,1958745.608032,7306726.380177,-2539481.248641,-1460397.107974,-8284865.422967,11197884.631104,-2205875.263109,-700554.288913,-6900224.989056,2857165.916503,-1649440.909444,7895083.580963,-11525375.486310,12337158.685201,3995271.015736,-6652486.261311,33876.108065,-7994818.581742,3812805.895065,1567255.207212,1359358.896484,-2874356.436436,9173384.462579,-6974753.831142,-4312756.600337,5031954.514523,-916764.175570,2169298.636189,-1663946.839596,-1827413.199174,3650937.908122,-2744495.266844,-3140734.912436,5664499.982684,1311800.422756,-3999029.118091,-2834851.996778,5024444.585354,3090485.699400,-7365186.223707,1538894.987511,2130304.704465,122510.344195,-964177.682067,-1824111.407320,4057984.065756,-2525489.211526,208782.698940,656013.649386,-2114844.839503,5970970.615745,-11262190.706874,10865329.912006,-2446461.889349,-3927215.512762,4316913.913461,-3287238.455793,1672452.694369,-48204.310952,-260649.287925,55422.457041
990641.139829,7883843.244097,-1701446.287964,-6486156.974207,4934658.518692,870559.558745,-7432117.163478,1075696.544074,208420.704273,-7861128.378605,288348.427147,4439468.076878,5296141.538502,2945714.397952,-6754401.357555,5084241.527445,348614.944841,-5191866.910536,-9023928.212516,5096841.652718,1196721.384409,7715722.307788,5430782.194479,-13134968.292713,1939027.122324,7280726.898943,-2542324.068870,-1446819.458260,-8247222.856068,11130196.667687,-2185663.444169,-672685.323527,-6870539.921386,2846973.633413,-1648854.633470,7827989.106432,-11455213.040800,12273526.784415,3993152.396812,-6618192.375081,36284.768714,-7990008.916935,3817287.313286,1548231.883703,1379921.145188,-2868571.296098,9121777.246453,-6963718.300965,-4258700.727326,4994581.917138,-911131.808316,2154130.180752,-1637593.427275,-1840159.005941,3634451.021164,-2713946.859635,-3144556.475499,5653393.129647,1293901.418678,-3974167.214279,-2827026.780194,5009567.111827,3074135.515350,-7347407.145893,1556367.113047,2109674.660772,109898.308160,-927820.892742,-1854755.706803,4066181.528528,-2522190.514718,205635.875781,661451.602634,-2119014.461932,5960889.172080,-11237282.741105,10854212.831139,-2470336.502585,-3894633.899704,4304167.399529,-3285909.763057,1670106.756104,-45890.436267,-261417.013238,55524.398743
997247.382591,7820714.568689,-1702154.932694,-6444059.978678,4889382.417284,872730.322060,-7395679.156228,1084974.239209,228995.096109,-7811560.518541,309219.722978,4430331.402705,5232444.449863,2895910.046883,-6742701.957833,5094652.357714,319301.010346,-5147175.587310,-8953830.350590,5086273.719827,1169330.954041,7667597.417073,5400150.668106,-13048577.675799,1913675.130994,7246945.718734,-2545704.918488,-1429360.322332,-8198456.389119,11042799.440732,-2159635.838621,-637004.997893,-6832111.594013,2833691.233012,-1647855.024166,7741529.558346,-11364678.014620,12191254.889156,3990106.988325,-6573737.797739,39320.619065,-7983212.087503,3822578.953667,1524012.959638,1405988.545710,-2860969.997752,9055064.815090,-6949014.683769,-4189267.968909,4946426.196887,-903890.996171,2134555.159767,-1603709.424841,-1856298.667004,3612920.365220,-2674531.304479,-3149138.346022,5638634.337327,1270901.991795,-3942018.468146,-2816733.382220,4990016.300510,3053014.931543,-7323986.271816,1578488.022051,2083154.138467,93760.728737,-881289.228909,-1893690.091125,4076211.269243,-2517693.327498,201570.503633,668343.451641,-2124141.411072,5947485.198249,-11204479.716046,10839031.934239,-2500593.039176,-3852651.946201,4287473.546511,-3283925.151107,1666995.165848,-42959.642561,-262363.093776,55647.900310
1005020.783147,7743104.261878,-1702867.833524,-6392058.086222,4833989.116318,875268.758977,-7350599.862339,1096083.184372,253975.547741,-7750491.421977,334583.768952,4418528.169613,5154434.989559,2835328.384137,-6727559.812828,5106512.166108,283793.368892,-5092379.017208,-8867725.218100,5072855.498268,1135894.288250,7608261.805949,5362287.685620,-12942188.507855,1882680.541453,7205140.340828,-2549394.805112,-1408033.981910,-8138306.564138,10935448.043345,-2127790.799220,-593631.707900,-6784745.942160,2817157.869512,-1646247.893590,7635608.884462,-11253564.276383,12090068.219994,3985850.522268,-6518876.969855,42959.233848,-7973992.401848,3828336.057205,1494808.680178,1437257.213503,-2851449.447921,8973017.071480,-6930245.528541,-4104554.144627,4887419.548522,-895021.875072,2110506.754851,-1562307.010008,-1875626.328071,3586100.375931,-2626165.808631,-3154228.727507,5619872.457715,1242822.261565,-3902459.000270,-2803804.654993,4965491.994593,3027045.168295,-7294500.670690,1604987.021521,2050755.189198,74170.083093,-824776.689704,-1940527.971893,4087667.837951,-2511798.568346,196573.310464,676603.244200,-2130031.676006,5930420.670600,-11163209.279264,10819123.380700,-2536876.870048,-3801224.124362,4266596.010318,-3281059.909688,1663045.363434,-39453.994400,-263451.724069,55786.432061
1013766.910310,7650730.964247,-1703488.601425,-6329806.872790,4768442.021875,878081.263812,-7296550.599154,1108908.837058,283278.300092,-7677633.552714,364373.530569,4403696.120462,5061988.041729,2764147.233471,-6708492.871535,5119299.153934,242261.331491,-5027359.454031,-8765341.404893,5056304.257112,1096420.756487,7537408.589933,5316943.210949,-12815313.187198,1846016.377310,7154997.867899,-2553123.946176,-1382829.150950,-8066461.662397,10807818.366883,-2090097.036968,-542696.936479,-6728211.698260,2797196.557606,-1643810.473062,7510051.772562,-11121554.678058,11969549.656832,3980092.318976,-6453287.232742,47157.791141,-7961825.523553,3834146.953781,1460830.334858,1473401.895094,-2839859.623186,8875303.930832,-6906943.478329,-4004625.067242,4817470.946820,-884528.111860,2081921.851840,-1513385.237120,-1897913.249520,3553674.318889,-2568710.157721,-3159532.691839,5596670.986504,1209685.166239,-3855329.574745,-2788040.291830,4935629.811962,2996134.103993,-7258455.424986,1635562.330464,2012479.782736,51202.560376,-758480.767715,-1994854.192607,4100101.401731,-2504279.971408,190620.693119,686155.302375,-2136488.564675,5909312.041585,-11112790.692867,10793701.765739,-2578788.913432,-3740278.682128,4241268.754587,-3277074.500234,1658179.840961,-35417.974237,-264644.477689,55932.957076
1023305.041843,7543312.106344,-1703869.559942,-6256978.153267,4692712.420738,881057.810782,-7233132.130257,1123237.672215,316742.108673,-7592664.924780,398454.350956,4385451.923661,4955075.877361,2682544.905735,-6684928.730307,5132426.458186,194931.606093,-4951991.366517,-8646422.033951,5036257.086878,1050967.693743,7454655.251206,5263879.938744,-12667421.394594,1803702.116481,7096131.011816,-2556620.179757,-1353748.726577,-7982514.258360,10659577.950806,-2046556.330750,-484406.920657,-6662231.062528,2773619.274829,-1640321.407330,7364768.430323,-10968322.726180,11829225.136336,3972472.780177,-6376638.422177,51867.296038,-7946038.490624,3839530.270098,1422295.410017,1514017.952541,-2826030.403810,8761599.364121,-6878544.827891,-3889632.410218,4736493.668974,-872387.061547,2048722.345636,-1456988.216860,-1922880.749205,3515389.404648,-2502141.551124,-3164697.296884,5568573.773785,1171527.233614,-3800479.540350,-2769211.752881,4900020.344790,2960184.654804,-7215264.763279,1669805.061422,1968372.957294,24969.230306,-682698.063713,-2056131.859154,4112984.497377,-2494902.490689,183734.111879,696840.728102,-2143222.886541,5883681.165740,-11052413.750627,10761832.040310,-2625820.885658,-3669782.951421,4211194.302634,-3271664.440479,1652280.706732,-30889.269834,-265901.003655,56079.934205
1033346.263279,7420549.775623,-1703923.587001,-6173135.021267,4606805.813346,884125.548308,-7159970.981506,1138938.743296,354249.633011,-7495260.331905,436705.242097,4363236.737654,4833580.344102,2590850.460731,-6656192.754407,5145171.739100,142089.198594,-4866200.452298,-8510673.645095,5012349.653455,999579.066062,7359678.228539,5202741.663700,-12497957.897400,1755741.383773,7028188.402903,-2559494.549336,-1320843.117778,-7886118.652956,10490388.897407,-1997149.244385,-418962.309094,-6586544.505822,2746205.263573,-1635422.245004,7199587.111869,-10793629.171931,11668714.311350,3962568.440847,-6288534.539734,57020.377878,-7925929.927196,3843892.886224,1379607.326606,1558584.146650,-2809792.584297,8631553.691885,-6844431.872098,-3759749.662912,4644427.446938,-858617.678696,2010836.807641,-1393131.199341,-1950191.661856,3470767.987360,-2426253.838777,-3169293.386638,5534963.504176,1128395.258247,-3737707.319992,-2747041.746383,4858159.414094,2919092.294615,-7164261.701827,1707288.000198,1918450.068221,-4418.786553,-597734.379172,-2123728.101917,4125637.556749,-2483315.364352,175851.845143,708573.199823,-2149962.403375,5853007.308880,-10981168.516257,10722438.512528,-2677396.756004,-3589648.485127,4175981.145450,-3264479.914936,1645252.500073,-25950.207755,-267158.353443,56216.042166
