-2376653.634563,514929.858012,5392884.367832,1578808.449251,-4042650.148824,359482.190560,681955.259761,4193187.978676,-4850813.291801,-2183816.678242,4397994.551597,-1734595.001454,-5058892.611795,265111.015875,-7943854.630902,-405301.973629,7735025.561247,2231364.905132,311162.116051,4323380.645918,5186810.354833,-463090.913323,-1270082.764957,-1187377.226108,-6391152.884855,-1026494.514901,-1129287.124121,-3301144.098411,1227219.349539,4744196.555932,-3636564.191105,2914328.306335,858153.378611,4404663.323147,-83809.891623,-1866848.990485,-6475199.650124,5427321.874655,1657676.163589,-929926.774314,-5670465.210770,-992571.868517,6203770.402879,-3007675.480653,855556.162207,5139965.530316,-4438534.535957,-1933886.219361,1683678.184502,1423300.894554,-2164991.584367,-1666982.187094,4139866.543100,1755101.770471,-6621791.159708,3339950.372323,823546.399093,-2167004.687766,2379562.930815,-726956.882509,-2082622.786948,3163725.289309,-2902568.261824,3161568.463924,-3035512.112824,1835452.764579,-946331.304829,1129121.313342,-1284508.426945,939614.661962,-723764.943120,-170390.808722,1390499.336372,-128893.234585,-3286694.752342,4412350.334073,-1224937.910612,-2474457.287734,2780644.512409,-1021696.432629,-4763.238142,88883.326483,-16245.805124
-2370845.265313,523601.219082,5358480.931154,1589751.307875,-4040571.037369,365169.556106,675736.252851,4189400.967410,-4840860.783863,-2178269.503833,4396581.777522,-1742758.986217,-5072392.236624,274666.178145,-7908912.594236,-406798.297596,7721861.471734,2238646.570026,322545.749500,4289172.568393,5164073.855091,-456149.427549,-1263106.825305,-1179701.192097,-6389842.747088,-1024846.250239,-1131800.434553,-3308631.002069,1241957.023068,4749725.884189,-3614203.582899,2901545.876205,849424.609439,4401624.708568,-117008.339200,-1854852.664370,-6455531.923670,5426752.553880,1658281.305384,-962502.995261,-5639380.955551,-960932.265096,6167948.389820,-3010412.722583,857557.441150,5140637.648500,-4439271.569710,-1930686.554869,1683480.543350,1423081.878782,-2166767.751035,-1658856.577353,4137027.327439,1732477.326276,-6592519.648397,3332067.226778,821229.553300,-2172016.059951,2390246.029509,-736182.422168,-2080323.805981,3161670.830775,-2886332.507799,3135032.916150,-3012423.424590,1814054.973305,-921421.723566,1108557.450057,-1279455.149480,953108.250557,-750016.939483,-144258.563549,1379124.482191,-139655.231467,-3264448.458124,4402103.941345,-1228748.081364,-2477760.743379,2796982.373239,-1039046.097308,5567.730003,85245.482003,-15687.536291
-2371352.599285,525201.782199,5356495.930309,1590389.618611,-4041472.100488,365701.670420,676904.871831,4191727.632099,-4842680.747156,-2181708.654493,4397043.750461,-1740719.006130,-5072022.446874,275523.680515,-7911276.129948,-408950.807963,7724774.943640,2241393.899295,323576.553315,4289741.163291,5158895.782134,-454635.681841,-1265168.682621,-1179011.674093,-6392300.887164,-1025500.452081,-1129980.037882,-3307922.963438,1245251.329166,4753418.610004,-3615540.607547,2899157.799983,846920.068260,4404796.554154,-121828.718231,-1855362.251281,-6454605.155095,5426354.286312,1661777.742964,-964620.160520,-5636141.771872,-961489.559550,6167901.211382,-3012597.435920,856807.620487,5142960.043299,-4441551.336462,-1929774.184657,1682773.729278,1426141.047353,-2167131.475165,-1661418.859030,4135246.233881,1734819.925890,-6589047.392115,3328919.798382,820725.806291,-2172921.787288,2393572.812118,-738199.464960,-2081883.404383,3164207.813887,-2886232.117397,3133595.906993,-3011813.485170,1812989.223344,-918954.626124,1106202.796981,-1278949.893511,954837.701876,-752759.424749,-142277.963426,1377975.357326,-139175.553418,-3262935.341432,4399242.104840,-1225968.491581,-2481179.470795,2800329.529229,-1040395.073511,5409.219463,85497.664356,-15734.057625
-2372104.678656,527899.513069,5352980.368311,1591434.050003,-4042873.752319,366604.828193,678802.596022,4195421.168474,-4845544.277305,-2187393.647407,4397681.509469,-1737299.146116,-5071268.242883,276982.285825,-7914930.276821,-412517.675159,7729401.885236,2245932.366648,325326.489434,4290485.598817,5150073.118669,-452089.041134,-1268570.857780,-1177821.405844,-6396208.179872,-1026564.883257,-1126924.836083,-3306649.515503,1250712.184377,4759477.589524,-3617633.280162,2895049.466256,842716.803920,4409987.883636,-129915.802371,-1856138.999545,-6452886.630240,5425518.828844,1667613.944541,-968171.859081,-5630567.246355,-962370.973401,6167657.743937,-3016181.678669,855556.935783,5146664.409716,-4445238.013425,-1928180.550529,1681534.962747,1431238.172832,-2167710.123435,-1665653.871382,4132207.354920,1738608.373766,-6583013.442496,3323563.980460,819857.815090,-2174393.018591,2399098.255955,-741579.957001,-2084411.691916,3168339.446102,-2885950.493769,3131067.830767,-3010677.186294,1811122.802372,-914764.628527,1102207.415650,-1278071.434147,957733.124142,-757360.268967,-138946.708699,1376025.090525,-138399.161162,-3260275.906843,4394314.334927,-1221288.686011,-2486825.365620,2805854.995461,-1042632.494418,5153.883652,85912.433360,-15810.671601
-2373025.154861,531635.389504,5347797.451184,1592773.718906,-4044579.100150,367815.125196,681413.856378,4200370.970501,-4849327.106053,-2195189.313261,4398373.988212,-1732408.111892,-5069985.815667,279013.786127,-7919591.920416,-417493.684154,7735505.881934,2252076.887822,327695.752097,4291354.930349,5137515.007342,-448550.006453,-1273271.776508,-1176113.700115,-6401307.672192,-1027937.545901,-1122555.482518,-3304707.872037,1258215.697767,4767664.983561,-3620372.835392,2889180.368511,836769.943391,4417027.874339,-141206.204901,-1857088.413396,-6450181.422865,5424117.864502,1675665.447196,-973048.544416,-5622529.100947,-963649.961900,6167042.629639,-3020996.775290,853797.108840,5151552.104665,-4450156.677866,-1925870.434446,1679730.573582,1438266.106217,-2168405.776087,-1671475.000438,4127764.741112,1743812.180026,-6574264.928382,3315877.762294,818665.317883,-2176353.446295,2406674.906276,-746258.306140,-2087816.572700,3173934.372893,-2885417.869490,3127376.081597,-3008919.391845,1808429.637960,-908907.614668,1096614.827191,-1276796.206751,961719.469152,-763736.297147,-134280.274876,1373217.064481,-137296.651324,-3256419.328592,4387240.942176,-1214720.500641,-2494547.949965,2813393.820609,-1045686.745908,4793.948728,86487.023764,-15916.769647
-2373934.423364,536406.060342,5340645.528931,1594354.620048,-4046395.491523,369328.536403,684670.833533,4206153.975231,-4853678.364996,-2204950.276022,4398863.076737,-1726008.414563,-5067907.095655,281680.094716,-7924759.600137,-423773.934073,7742591.986466,2259714.652436,330738.049384,4291982.075120,5120886.298018,-443992.986104,-1279191.184937,-1173742.883696,-6407234.354664,-1029603.689163,-1116852.308578,-3301946.522091,1267689.884023,4777759.855289,-3623487.265675,2881355.908750,829067.728950,4425699.879750,-155766.206312,-1858100.146671,-6446128.247255,5421800.972725,1685896.040654,-979304.623498,-5611673.021555,-965144.139562,6165640.558486,-3026866.218722,851499.061141,5157284.320349,-4456069.490529,-1922704.945507,1677242.441541,1447214.464478,-2169157.906406,-1678823.889100,4121809.853293,1750180.812608,-6562325.737086,3305667.453875,817068.411997,-2178691.173994,2416216.156814,-752235.843345,-2091942.337106,3180746.630729,-2884376.964280,3122262.081347,-3006310.159160,1804734.470100,-901232.994459,1089287.574226,-1275046.872134,966797.159461,-771916.113427,-128231.791621,1369492.545784,-135932.411361,-3251092.387712,4377723.932550,-1206184.971729,-2504219.366378,2822817.632687,-1049540.082158,4364.123210,87201.382548,-16049.010980
-2374644.637655,542192.605997,5331141.254641,1596048.007202,-4048018.179504,371099.909374,688489.474620,4212452.622737,-4858279.297828,-2216473.481766,4398876.489961,-1717984.358386,-5064745.145515,284998.632520,-7929802.041922,-431346.076514,7750151.519728,2268612.563492,334367.770871,4292084.431473,5099897.773896,-438435.218517,-1286232.340659,-1170658.905518,-6413500.196481,-1031419.324280,-1109724.778814,-3298168.912774,1278982.386102,4789396.404077,-3626698.569686,2871395.537255,819511.367539,4435733.246784,-173593.974174,-1858979.394134,-6440344.060030,5418260.094379,1698185.736203,-986851.981918,-5597686.055040,-966885.291017,6163087.746785,-3033553.536525,848676.208492,5163467.661013,-4462666.203326,-1918589.274245,1673982.814891,1457968.672705,-2169845.175871,-1687555.064096,4114112.009648,1757543.038731,-6546753.538861,3292671.412324,815094.089826,-2181298.780574,2427557.662098,-759468.958509,-2096620.925607,3188539.860566,-2882625.531403,3115495.117170,-3002611.891424,1799898.937774,-891690.863059,1080171.722052,-1272753.383264,972912.440449,-781858.736930,-120780.293249,1364762.019497,-134318.574909,-3244073.239519,4365501.183310,-1195648.279635,-2515622.134480,2833899.965980,-1054112.723487,3871.087532,88044.560146,-16205.434312
-2374943.981870,548922.765969,5318922.701956,1597681.350000,-4049068.798522,373045.918922,692793.009431,4218820.394098,-4862707.292468,-2229497.953704,4398081.096846,-1708226.171008,-5060112.037166,288962.993766,-7934028.832763,-440094.357417,7757531.055685,2278475.790537,338511.030661,4291336.441001,5074205.923632,-431909.866504,-1294295.906347,-1166744.043366,-6419525.576022,-1033271.642522,-1101073.441581,-3293111.980314,1291879.010596,4802141.577732,-3629690.324532,2859121.403840,808043.831872,4446753.221852,-194648.350238,-1859532.216003,-6432344.103963,5413070.346292,1712367.388847,-995587.683829,-5580163.593869,-968835.153824,6158910.310781,-3040748.546748,845276.129010,5169618.072441,-4469547.230205,-1913376.219096,1669818.817067,1470384.247575,-2170294.096336,-1697528.491274,4104413.400411,1765698.543738,-6527042.189252,3276616.468317,812723.917964,-2183991.719057,2440445.195539,-767873.704855,-2101620.607323,3196974.554579,-2879914.880603,3106831.824590,-2997566.600722,1793790.804124,-880277.016766,1069252.950206,-1269840.979223,979962.801431,-793468.334018,-111913.744829,1358901.479111,-132440.586411,-3235125.890411,4350260.553576,-1183054.192658,-2528480.160926,2846329.857378,-1059285.169587,3318.096585,89003.253460,-16383.593261
-2374511.591531,556605.205409,5303370.965347,1599110.966162,-4049137.269285,375141.307190,697459.808759,4224628.458682,-4866415.700278,-2243746.803404,4396028.267019,-1696594.077648,-5053557.532538,293658.082258,-7936469.509984,-449951.035328,7763915.456848,2289022.258465,343172.423278,4289167.018426,5043247.372489,-424397.194659,-1303238.930939,-1161820.947007,-6424618.182046,-1035019.558739,-1090797.303870,-3286504.161947,1306213.989663,4815528.333507,-3631995.546139,2844185.601187,794577.982934,4458376.560729,-219025.168883,-1859507.983360,-6421489.672056,5405681.856039,1728329.451624,-1005517.882398,-5558529.523673,-970848.209110,6152433.969948,-3048111.430865,841312.661419,5175116.919427,-4476286.162573,-1906850.350704,1664569.450828,1484389.984922,-2170381.253326,-1708577.316890,4092452.607547,1774258.361458,-6502391.040303,3257122.909461,809903.028610,-2186606.836690,2454712.130450,-777443.074912,-2106681.140601,3205664.289297,-2875836.579007,3095817.417086,-2990750.380210,1786110.111659,-866770.174015,1056329.573872,-1266181.500891,987934.060959,-806771.589624,-101564.206145,1351798.457206,-130383.605586,-3223810.853723,4331525.264873,-1168310.394427,-2542526.220305,2859847.922183,-1065001.584504,2750.388070,90048.478560,-16578.609946
-2373057.811409,565144.566468,5283980.649127,1600111.825584,-4047719.277577,377276.517701,702367.623949,4229317.600736,-4868858.808999,-2258860.354175,4392282.371035,-1682933.252261,-5044579.439720,299087.641652,-7936177.228210,-460801.196884,7768436.884019,2299841.761493,348216.132114,4285150.301495,5006599.732737,-415947.997526,-1312901.402110,-1155766.401684,-6427980.778810,-1036485.605336,-1078761.279638,-3278018.580217,1321700.271918,4828942.525132,-3633175.131447,2826356.616417,779008.452845,4470111.743115,-246651.015825,-1858624.350228,-6407167.236834,5395564.243688,1745841.662371,-1016474.580419,-5532285.807751,-972921.562431,6143048.797058,-3055222.381883,836741.708109,5179325.407000,-4482350.645239,-1898845.832393,1658080.664702,1499774.182282,-2169875.923078,-1720491.769762,4077877.584051,1782955.521124,-6472133.232958,3233814.212259,806637.235210,-2188912.495153,2470016.264801,-788057.617381,-2111504.846419,3214170.903886,-2870069.130675,3082129.563423,-2981817.428941,1776678.272557,-851159.455567,1041372.163714,-1261666.403361,996684.741418,-821632.802441,-89729.561990,1343308.229360,-128152.777843,-3209802.491079,4308892.329089,-1151366.209921,-2557372.609285,2874029.450133,-1071100.023373,2172.771668,91161.997789,-16787.129773
