1343995.162640,-1281612.975825,-11589913.702431,-1717062.295833,1182539.535181,1830033.813165,3766970.358374,-835502.117636,1557130.967284,4017696.683430,-919814.463247,-1835363.554433,7776759.672731,-35224.338623,-5115621.941965,3344445.697558,-2165215.583362,-87309.990016,2487107.943556,4415296.734069,2346304.493587,5444043.904253,-4490650.119408,-5414023.312563,-6056564.680345,-2067921.176211,6596429.246347,-6759913.793855,-1025611.647371,-6479528.373243,5551238.296769,7653447.334891,2805026.288684,4143464.563599,4571384.286685,-8435832.322786,-3897208.930589,-2270871.478484,-3151973.359787,1583779.865077,-803966.558524,-5619921.376156,1317193.512081,3908715.295194,861531.368307,1739299.288875,-163322.165995,9976816.335152,-4040924.186163,-2759543.781674,-174133.334847,2895739.005233,4547952.642110,-4602637.084477,1686549.128957,-1090205.702827,-1961965.339336,-5002662.717278,-7451027.664920,5515353.436795,2953632.248014,-4112773.452077,2094861.113338,-2792740.741105,2976899.965306,1778979.767920,4358799.008098,5865043.550366,-1555.101725,-2045670.177887,-2564898.413085,-1334731.033686,-3509309.665500,-4532567.871760,-5042963.817727,4946496.060976,2530182.230538,3684519.248923,798469.629905,1265762.805150,1253463.353049,-2926650.357763,245544.015675,1649282.034391,-8302904.715702,1722847.949067,5374159.099324,-1224564.496703,-1341762.967629,2717270.998406,-3308956.535395,884194.815874,75939.633404,-347128.576509,1062234.335139,96920.826491,1266505.908492,-2272537.159241,367802.204345,-2003813.751876,1345289.585870,3554340.752051,-2154427.714325,-1114489.737847,-2273843.268317,3741941.465319,47950.889851,334281.420733,-43420.043106,-3974374.178407,-203521.533238,3498884.975226,784062.441456,1179082.362666,-3809496.589216,1367664.463156,5547.821180,-2568654.622107,4491742.145495,-3200456.103528,1973366.053096,-1058339.587515,605521.800529,-1131255.310836,-73720.444416,2671006.359313,-2027671.443800,-2173784.089534,6074915.098058,-4873397.280937,-2739700.501523,8426832.178475,-6352516.661977,-159832.946988,4095132.584572,-221847.667753,-2219106.879595,-1882891.998010,2034595.299919,796978.470514,648440.104755,-1560260.731027,-2052850.890801,3460183.896120,-1027121.159026,244226.365612,369092.909866,-1912713.320135,1558480.541411,-367331.364602
1343903.460790,-1282158.634345,-11590408.364652,-1716792.361898,1182057.088167,1831167.204921,3766813.093642,-836032.840130,1557144.786807,4017364.738601,-918974.727098,-1834533.134395,7777804.374386,-36894.458524,-5115838.235973,3343562.537174,-2166750.226361,-85440.579580,2486224.030479,4416556.968272,2347092.225903,5445546.188247,-4491239.284084,-5414365.886237,-6055990.705624,-2068444.842016,6598122.246392,-6761267.192798,-1024824.298022,-6478889.099190,5549507.185668,7653987.320747,2802622.310450,4142830.690792,4572381.719677,-8434876.602233,-3898220.284281,-2271542.224528,-3152254.262805,1584773.184934,-805209.099722,-5620784.361104,1316939.102193,3910631.359238,862118.926243,1740280.196474,-163975.411367,9978484.121242,-4040694.764538,-2759513.047758,-174787.178586,2896033.916334,4549501.204082,-4604804.996929,1686757.424670,-1089604.630089,-1963017.568657,-5003307.850123,-7454131.426528,5516663.510557,2953858.275374,-4113381.010825,2095245.668692,-2793630.297012,2980146.741062,1779679.546090,4359807.717465,5865288.425017,-1666.980740,-2046935.933063,-2566334.776571,-1335039.550610,-3508249.922692,-4532578.239563,-5044691.768299,4946729.429500,2530914.182907,3684491.801413,797502.347930,1266867.472613,1255017.559014,-2926375.619616,245243.912055,1648504.777382,-8304909.095159,1724190.088682,5373620.281267,-1223206.354860,-1342592.565754,2717551.555654,-3308850.185292,885526.941892,73458.750800,-347086.024096,1062256.432917,98523.293828,1266875.608517,-2272718.543807,367029.483091,-2005848.491099,1347013.132782,3555266.266722,-2154398.098599,-1115859.682456,-2273192.489476,3742074.203330,47436.474337,335139.067856,-43925.213913,-3974714.951384,-203287.601927,3499362.598514,783330.563984,1179942.703238,-3810315.092121,1368183.316767,5473.054984,-2569540.538605,4493131.579521,-3200546.061434,1972202.188383,-1057774.043443,605480.711966,-1131251.432683,-72840.996132,2669558.320062,-2026675.670177,-2174286.803068,6075602.783964,-4874194.368248,-2739866.344161,8427531.952244,-6353070.781618,-159497.827505,4096042.595962,-222833.132329,-2220063.648668,-1881341.895661,2034378.049845,796541.080612,648036.840285,-1559798.533134,-2052523.683611,3460101.727047,-1027681.232142,245025.863840,368455.799078,-1912541.040099,1558543.805292,-367360.315276
1343922.737324,-1282627.838679,-11591562.280107,-1713729.098453,1182434.094387,1833676.281660,3764814.576929,-833605.593197,1556682.010636,4017502.574739,-921582.169209,-1838813.924188,7779847.371212,-37052.072953,-5118652.159248,3342710.540525,-2170169.398579,-81163.180090,2487155.803565,4419281.596938,2349200.545392,5447148.565491,-4492380.507721,-5415563.147180,-6054723.371638,-2070507.568896,6595670.450746,-6764468.057048,-1025856.847135,-6475535.032261,5551952.055203,7654482.540831,2803292.194520,4143746.552774,4575323.088735,-8435343.145976,-3899946.501112,-2275344.439657,-3151400.013752,1584990.696970,-806330.384662,-5623472.276646,1318512.305241,3912590.804562,863130.067656,1740042.462760,-166664.834547,9983506.906423,-4042740.302511,-2761422.412879,-177568.851230,2897726.314542,4553862.742448,-4606859.831440,1689195.704025,-1089334.017192,-1964966.339468,-5005549.407563,-7454645.628109,5519639.841547,2951966.905310,-4113435.259496,2093746.039593,-2794088.348905,2982907.003962,1780108.488446,4360003.242294,5866043.506188,463.157835,-2048051.980276,-2567561.156968,-1336547.237221,-3509291.150780,-4533228.018569,-5044800.920023,4949063.150493,2530185.212671,3685057.883305,795320.370372,1271659.921301,1252648.184613,-2926298.013983,244411.841974,1649924.138732,-8305050.818585,1722139.498651,5375026.953907,-1223928.362152,-1342679.066126,2721048.487824,-3312906.147821,885941.446971,71940.625823,-343887.820271,1061960.801303,100635.757179,1264142.970396,-2273365.070366,367517.683994,-2008687.482848,1350275.365491,3557070.564746,-2155286.679681,-1118551.028827,-2271717.031911,3742311.973366,46684.190401,337618.490152,-45803.639045,-3977489.353002,-201290.619043,3502525.432235,781783.065267,1178277.866714,-3809716.586466,1368258.062758,5664.807712,-2569710.360050,4492817.202130,-3198135.754682,1968403.382582,-1057119.930889,607990.704969,-1132400.181837,-72706.076977,2668491.747871,-2025654.404979,-2174634.728633,6075917.110244,-4873549.834384,-2742398.789537,8428977.369790,-6352873.625311,-158891.475331,4095700.555827,-224052.069239,-2218401.834434,-1881702.688882,2034405.884698,795829.220882,647232.086352,-1558931.310398,-2052135.414479,3462170.969080,-1032238.385279,248496.986228,367110.735008,-1912365.376570,1558618.238119,-367381.372644
1343943.633914,-1283406.592824,-11593484.082039,-1708608.326273,1183066.645536,1837847.559275,3761473.926602,-829566.854587,1555916.279391,4017735.323446,-925920.649228,-1845940.414776,7783255.175333,-37341.071089,-5123310.129243,3341290.015605,-2175884.839420,-74032.630639,2488695.673275,4423844.095425,2352693.532355,5449819.709238,-4494284.738732,-5417552.947144,-6052605.193055,-2073926.563995,6591576.184796,-6769796.434608,-1027591.149110,-6469955.038671,5556025.628552,7655304.434086,2804407.441980,4145269.596683,4580217.330764,-8436117.094601,-3902814.235050,-2281669.723792,-3149978.423258,1585358.639568,-808198.751422,-5627941.636531,1321146.136475,3915851.226491,864809.690698,1739647.716474,-171140.775570,9991856.499437,-4046145.076369,-2764602.544476,-182224.297313,2900546.118465,4561122.640009,-4610298.998702,1693257.840700,-1088865.638518,-1968202.093148,-5009283.158122,-7455490.412569,5524586.007297,2948816.204197,-4113505.823830,2091254.899148,-2794851.258989,2987494.513871,1780829.973703,4360330.979923,5867303.154046,4001.195624,-2049937.412144,-2569600.956592,-1339067.229539,-3511022.034483,-4534312.005390,-5044978.073888,4952957.826330,2528967.300971,3686026.341321,791687.556133,1279651.391153,1248696.163262,-2926186.060462,243009.084981,1652287.595863,-8305277.012690,1718725.410643,5377374.505367,-1225117.952020,-1342838.755692,2726874.610536,-3319674.213878,886643.282530,69424.291515,-338568.023376,1061456.589676,104159.428115,1259607.223421,-2274449.143386,368321.785679,-2013422.491888,1355691.631962,3560126.368010,-2156791.216241,-1123021.308464,-2269276.421965,3742715.981311,45424.296124,341745.159941,-48931.848127,-3982090.314934,-197971.885338,3507798.551119,779177.550393,1175513.430717,-3808704.284401,1368378.051521,5981.812728,-2569997.385932,4492303.623787,-3194118.368706,1962052.288892,-1056011.016615,612156.825042,-1134290.272260,-72489.494058,2666700.603552,-2023943.630167,-2175211.879200,6076448.501103,-4872495.481946,-2746616.132671,8431403.411935,-6352558.050989,-157875.036609,4095118.926760,-226074.268539,-2215634.884651,-1882289.513474,2034434.952911,794648.191330,645882.112089,-1557478.037089,-2051488.047435,3465627.608186,-1039841.516873,254272.014619,364884.654005,-1912079.300339,1558743.095144,-367416.420360
1343957.122980,-1284500.050656,-11596040.637126,-1701448.977997,1183933.503492,1843655.586438,3756769.202916,-823912.726710,1554823.356305,4018049.958068,-931964.335100,-1855852.947040,7787913.372184,-37717.803553,-5129774.475746,3339267.774426,-2183868.775291,-64078.657338,2490844.672131,4430162.901594,2357579.128880,5453466.762000,-4496895.919590,-5420289.262150,-6049568.078435,-2078688.241055,6585740.487795,-6777183.075663,-1030000.855560,-6462094.826565,5561694.023046,7656388.223757,2805961.208032,4147355.237259,4587020.266606,-8437107.510869,-3906804.860624,-2290495.885377,-3147952.768708,1585855.050383,-810804.775113,-5634152.345205,1324809.934992,3920389.402417,867143.615214,1739072.356840,-177387.924771,10003422.776927,-4050862.981235,-2769001.984273,-188709.187691,2904462.314964,4571194.100236,-4615067.937316,1698911.790265,-1088203.470641,-1972684.455323,-5014463.623322,-7456595.634229,5531428.703809,2944412.300832,-4113563.878604,2087735.105274,-2795909.936045,2993882.232904,1781840.928877,4360745.484183,5869008.940085,8958.839791,-2052543.894803,-2572437.377303,-1342578.293463,-3513422.014446,-4535780.760035,-5045144.839096,4958311.264416,2527257.997788,3687327.825552,786607.816813,1290804.628101,1243168.653031,-2926008.278230,241045.745732,1655610.018175,-8305527.741740,1713939.752413,5380589.487712,-1226797.277990,-1343023.343133,2735026.728078,-3329125.249050,887584.293013,65924.451762,-331134.983958,1060778.392420,109061.267191,1253247.775706,-2275942.291644,369444.110809,-2020021.197792,1363268.370368,3564332.417250,-2158851.167205,-1129273.288280,-2265839.905056,3743246.618513,43676.951903,347483.686243,-53289.621429,-3988473.636957,-193341.345276,3515128.221556,775518.767274,1171662.209004,-3807244.512656,1368511.834752,6428.777579,-2570378.036295,4491544.662375,-3188475.827155,1953190.719150,-1054504.962338,618009.534633,-1136926.439890,-72206.469410,2664201.946136,-2021552.848665,-2175987.372835,6077110.951158,-4870939.422733,-2752503.921607,8434700.150746,-6352031.053696,-156461.602759,4094263.761250,-228911.921975,-2211719.606912,-1883107.708935,2034475.642966,792958.232005,644013.768199,-1555456.987077,-2050549.010406,3470451.161977,-1050497.670966,262354.704679,361779.230269,-1911672.662028,1558907.432830,-367462.605809
1343970.417142,-1285878.276651,-11599265.876626,-1692261.654899,1185038.484435,1851099.826588,3750725.880681,-816679.713011,1553415.281005,4018416.885684,-939711.420351,-1868553.551743,7793853.640130,-38223.890373,-5138033.524606,3336666.753424,-2194074.589306,-51310.818449,2493566.737757,4438229.879225,2363811.569009,5458137.289800,-4500208.087031,-5423758.593752,-6045647.831585,-2084781.554226,6578275.249635,-6786599.438317,-1033091.846760,-6451995.532986,5568895.481148,7657738.984181,2807905.264739,4150007.029834,4595707.061274,-8438333.420748,-3911889.448984,-2301790.072677,-3145347.605329,1586493.281264,-814137.969041,-5642067.592285,1329486.688210,3926174.584827,870138.987147,1738328.558097,-185398.161387,10018203.293175,-4056885.617924,-2774638.408537,-197023.400357,2909465.178272,4584104.088742,-4621156.177533,1706150.681219,-1087350.707893,-1978434.176930,-5021060.763114,-7457991.944872,5540177.721769,2938743.683561,-4113627.834912,2083224.042857,-2797240.418212,3002064.324057,1783112.551380,4361256.560606,5871153.177757,15297.543166,-2055875.656209,-2576053.764351,-1347057.345032,-3516452.836473,-4537647.350991,-5045362.521632,4965170.285462,2525047.698468,3688975.967081,780100.707833,1305084.676672,1236075.083242,-2925764.967647,238534.383741,1659843.509077,-8305803.596030,1707803.759752,5384681.783923,-1228921.504808,-1343267.364378,2745425.190524,-3341187.165324,888807.875427,61411.487287,-321600.709697,1059883.525906,115355.652136,1245093.851010,-2277839.434026,370877.942169,-2028464.325059,1372962.047460,3569705.594886,-2161477.682455,-1137276.162736,-2261421.574667,3743900.466432,41432.909819,354849.790545,-58890.436823,-3996627.997050,-187391.454462,3524493.759827,770822.590643,1166725.305607,-3805369.758813,1368689.974693,7001.707430,-2570847.139030,4490542.631783,-3181233.118817,1941815.927911,-1052535.232369,625480.813967,-1140304.372500,-71823.946775,2660969.342496,-2018469.535959,-2176973.466981,6077941.985585,-4868949.789735,-2760011.594673,8438882.963401,-6351334.271229,-154648.011366,4093150.865122,-232538.864232,-2206711.038155,-1884137.858264,2034510.446955,790809.398992,641604.761936,-1552853.689483,-2049341.959422,3476596.546749,-1064114.281853,272698.046382,357787.883767,-1911129.158025,1559104.913691,-367519.188588
1343925.344172,-1287541.405081,-11603005.171560,-1681052.643002,1186370.858007,1860147.775685,3743290.081948,-807875.171709,1551634.284424,4018849.214353,-949037.449355,-1883909.822431,7800933.592556,-38874.186707,-5148000.698180,3333414.059377,-2206544.989619,-35726.006421,2496826.860592,4447969.966739,2371383.150839,5463742.523129,-4504159.263801,-5427910.177435,-6040724.741339,-2092131.803384,6569013.164774,-6797937.235104,-1036826.757172,-6439608.937169,5577531.250281,7659277.034300,2810207.523211,4153154.445212,4606206.931746,-8439628.655621,-3918051.255924,-2315508.491149,-3142121.481430,1587258.701710,-818208.367402,-5651640.722607,1335151.152711,3933213.515308,873789.337537,1737394.998715,-195128.066881,10036000.021897,-4064110.207962,-2781455.546411,-207105.242238,2915511.019346,4599704.268581,-4628543.674380,1714899.603127,-1086272.341134,-1985356.032034,-5029018.920234,-7459628.908245,5550725.316027,2931861.137843,-4113646.863428,2077658.430354,-2798859.177184,3012034.799002,1784667.833803,4361844.061999,5873656.055076,23023.713081,-2059888.059778,-2580473.653840,-1352483.318978,-3520063.733257,-4539836.437292,-5045535.359950,4973355.353133,2522356.333454,3690899.701741,772135.440150,1322482.232143,1227447.776429,-2925407.369611,235478.271629,1664982.383132,-8306048.141255,1700339.228994,5389536.168343,-1231515.537202,-1343509.174376,2758096.101591,-3355835.069011,890245.455591,55890.435197,-309999.006414,1058849.175871,123005.396599,1235154.745507,-2280105.464403,372579.468279,-2038765.269748,1384824.704661,3576165.590080,-2164611.260241,-1147041.581869,-2255984.361903,3744627.962921,38708.574590,363794.480315,-65725.449264,-4006420.539766,-180171.811552,3535822.356570,765040.224042,1160758.764819,-3803003.904321,1368849.733831,7705.100530,-2571398.246780,4489282.220228,-3172386.376357,1927986.924094,-1050198.708308,634600.068661,-1144384.533627,-71355.917387,2656969.809668,-2014683.859926,-2178098.652710,6078814.073678,-4866432.109217,-2769126.341654,8443841.637125,-6350360.918491,-152427.543771,4091727.049497,-237017.157056,-2200538.607723,-1885316.965008,2034525.914564,788103.347110,638678.474226,-1549651.264169,-2047827.082220,3484066.531521,-1080741.990334,285308.058343,352918.721966,-1910428.630981,1559316.200602,-367581.727112
1343840.406428,-1289448.355628,-11607233.850207,-1667813.663804,1187921.023345,1870774.274214,3734468.441130,-797500.381104,1549512.742170,4019268.012678,-960000.463406,-1901963.711530,7809141.659997,-39667.820198,-5159611.881456,3329525.610969,-2221221.494079,-17353.379728,2500611.075985,4459376.075659,2380253.175433,5470252.368342,-4508719.956417,-5432704.586645,-6034810.437292,-2100748.449407,6558007.321196,-6811159.384265,-1041212.675419,-6424915.356288,5587599.969311,7660955.645949,2812824.365411,4156817.111366,4618479.783894,-8441015.030275,-3925254.610052,-2331605.617113,-3138267.904088,1588127.551529,-822990.657445,-5662812.130006,1341777.766324,3941434.514376,878072.784985,1736285.291837,-206594.699799,10056813.796446,-4072541.777751,-2789452.287167,-218973.900992,2922586.259234,4618003.215377,-4637158.475674,1725168.121152,-1084986.076710,-1993471.980583,-5038302.303852,-7461448.766242,5563062.096896,2923702.556987,-4113603.882178,2071103.770010,-2800738.713271,3023728.859727,1786432.923182,4362487.702984,5876514.758300,32101.807436,-2064626.688831,-2585599.966123,-1358828.446131,-3524227.860682,-4542368.640374,-5045672.213692,4982936.149753,2519127.727307,3693121.036618,762756.599629,1342966.051733,1217224.287291,-2924943.798312,231873.896356,1670976.408157,-8306135.962243,1691498.143437,5395163.844583,-1234530.896011,-1343785.550655,2772942.049742,-3373010.935451,891953.324283,49372.116374,-296327.563579,1057575.194699,132044.650808,1223429.662034,-2282717.703704,374520.115668,-2050818.855451,1398757.610504,3583714.401074,-2168257.942841,-1158517.821345,-2249549.335401,3745417.710172,35500.277730,374312.504067,-73773.387958,-4017859.221939,-171678.675691,3549111.800611,758193.902619,1153734.745523,-3800188.659304,1369044.717083,8531.878979,-2572002.505308,4487718.894147,-3161906.920992,1911650.493526,-1047434.026877,645349.515941,-1149166.110579,-70815.165466,2652204.085062,-2010176.352451,-2179390.962849,6079754.545199,-4863416.325842,-2779805.540927,8449548.248841,-6349111.050845,-149801.987994,4089982.006593,-242286.594087,-2193263.656074,-1886656.868372,2034528.399688,784906.169065,635185.659625,-1545833.281298,-2045999.919689,3492789.905085,-1100285.567379,300130.853066,347184.570934,-1909564.381739,1559534.222659,-367648.545825
1343666.476693,-1291619.678531,-11611802.780176,-1652567.380736,1189676.501237,1882973.747408,3724234.729682,-785615.410139,1546990.910410,4019695.877676,-972465.927879,-1922548.930032,7818353.348428,-40647.774797,-5172815.754282,3324947.145778,-2238086.448731,3800.134816,2504857.989960,4472351.749583,2390381.471873,5477619.817822,-4513839.779877,-5438087.828044,-6027810.995261,-2110547.415050,6545181.393109,-6826148.801118,-1046210.735471,-6407910.246367,5598941.232537,7662709.617787,2815711.412514,4160887.640389,4632444.468510,-8442317.614996,-3933440.669137,-2350028.911621,-3133765.563137,1589111.085191,-828482.164601,-5675520.527100,1349345.866230,3950834.702383,882996.499263,1734955.022817,-219742.339275,10080406.742287,-4082058.621776,-2798551.158555,-232561.200667,2930633.578708,4638873.447909,-4647009.651249,1736849.767081,-1083436.769241,-2002700.925173,-5048825.004226,-7463433.751015,5577087.754288,2914340.406632,-4113467.456828,2063471.259839,-2802868.884779,3037157.499065,1788458.579700,4363152.069197,5879623.033082,42530.990473,-2070001.373771,-2591489.707141,-1366067.375613,-3528872.136241,-4545168.108706,-5045711.947049,4993736.201890,2515392.275568,3695548.298263,751947.211808,1366486.283993,1205511.231303,-2924339.053535,227728.969725,1677829.048711,-8306083.893765,1681347.191724,5401440.024830,-1237970.449415,-1344044.315752,2789960.374317,-3392643.044072,893875.186893,41812.697597,-280627.419015,1056164.093523,142415.531456,1209952.571634,-2285650.367101,376691.532942,-2064682.044400,1414831.125084,3592255.580954,-2172357.911581,-1171703.786785,-2242089.839197,3746227.901916,31822.854079,386370.052450,-83057.991802,-4030794.678397,-161933.002162,3564227.261938,750262.623956,1145731.064706,-3796854.051098,1369197.971169,9488.755027,-2572649.077629,4485847.909323,-3149849.622442,1892920.191522,-1044284.089401,657678.715861,-1154630.377880,-70167.916472,2646645.748060,-2004966.677625,-2180759.435932,6080632.116315,-4859827.861433,-2792007.434051,8455906.001696,-6347514.114747,-146770.531513,4087885.816106,-248403.886762,-2184837.486323,-1888074.836662,2034478.194782,781129.127535,631186.969800,-1541400.038252,-2043850.235724,3502765.436044,-1122759.059051,317161.540663,340585.152821,-1908511.893474,1559739.250056,-367715.222979
1343391.128730,-1294021.834774,-11616581.962390,-1635294.123570,1191612.809252,1896690.583495,3712565.008772,-772201.463266,1544061.723324,4020042.679988,-986425.968443,-1945654.858819,7828470.573262,-41779.891454,-5187522.777381,3319640.827177,-2257082.417806,27698.669395,2509544.272882,4486826.961713,2401738.885807,5485752.797333,-4519435.668086,-5443981.903608,-6019662.537167,-2121501.437442,6530468.391544,-6842811.491964,-1051808.756876,-6388545.684256,5611513.367843,7664437.444484,2818828.592062,4165342.285639,4648019.582815,-8443471.923729,-3942553.568030,-2370720.430680,-3128580.480995,1590153.078401,-834660.707957,-5689675.514646,1357827.881591,3961356.075287,888539.569851,1733411.771250,-234562.816136,10106649.743459,-4092625.750223,-2808717.319150,-247851.637382,2939611.205010,4662235.018860,-4657995.849787,1749946.234135,-1081646.034424,-2013013.709379,-5060526.815157,-7465476.283676,5592723.978628,2903713.837828,-4113164.761423,2054777.915729,-2805217.568969,3052235.926904,1790690.547834,4363797.878398,5882918.827071,54289.366158,-2076006.965452,-2598065.426394,-1374187.292401,-3533949.895751,-4548186.147566,-5045574.546932,5005706.235283,2511111.604161,3698143.947837,739721.791659,1393003.127906,1192258.232900,-2923568.007001,223050.426384,1685499.546557,-8305740.634592,1669848.210883,5408324.650081,-1241815.378617,-1344282.663932,2809061.444324,-3414670.631486,896028.531064,33250.804735,-262913.960039,1054570.652000,154111.986761,1194702.944123,-2288863.621017,379075.811966,-2080257.998180,1432960.819235,3601750.633519,-2176878.547080,-1186566.281163,-2233595.034546,3747012.910611,27681.973805,399942.913546,-93558.980147,-4045186.192028,-150932.432738,3581155.654671,741221.787766,1136705.138162,-3792963.570844,1369328.993699,10569.838219,-2573301.807616,4483606.529623,-3136165.729485,1871751.662410,-1040734.919390,671586.907626,-1160737.133341,-69448.719763,2640269.624707,-1999018.169730,-2182192.849082,6081390.162777,-4855626.683186,-2805684.180224,8462805.541060,-6345491.427925,-143322.459182,4085367.454946,-255334.559050,-2175251.831299,-1889576.821906,2034380.805001,776782.758458,626655.187926,-1536345.227847,-2041335.077550,3513927.363960,-1148109.430633,336349.847355,333150.164569,-1907261.867718,1559915.241576,-367777.593307
