-904871.645904,1088525.384844,-271867.433072,794227.259708,3141920.316731,-5748954.878093,351461.824765,4745189.983887,1031002.565040,-441560.172104,-2062966.298533,694774.922245,1562169.292150,-5343399.057002,-2689100.201837,-4435428.139336,-1837636.143817,4161423.121618,4649942.263874,2576117.836812,2750257.976126,1599215.120621,301135.625512,-6691844.307140,2140758.624414,1594789.999884,-2152011.976610,-1063518.365547,1794288.979799,-1837141.450797,-3419057.272681,149721.020230,3956940.325670,1299363.463830,4133302.508327,-4000289.745240,-614458.168354,-640985.047406,1625510.230009,-3674549.854422,-4300788.655973,-32477.590471,4914784.089055,-538959.425836,3429060.719898,-1189636.278972,8253.111887,3306374.338239,-3601009.841501,1390905.646458,-807624.439350,4671995.548403,-8544902.431442,3437004.222085,-3326658.414986,1291344.888581,-838602.892814,1249142.861781,917347.108761,2266106.116237,-884561.347571,2371665.391234,-5533260.600511,-1313211.713774,5690049.646427,-4180608.793992,6012239.567284,-7080633.651527,3727470.971255,-1499468.899358,1057796.267652,-939582.951405,2494713.992001,-3874670.026861,-1081881.254531,8277476.062536,-4420117.013335,-2495432.301663,-2106883.497190,5368939.010413,391422.734004,-2435236.422929,1039091.620144,-2720576.058348,2958382.547353,1669818.220072,-4418250.354875,-891566.216255,4198515.177316,2634730.016222,-7806313.538340,4194155.621580,1056311.757410,-2935371.297958,1688996.373747,219692.359870,-1290768.099013,2026633.342910,-1405928.113351,-1087239.118664,3846098.578803,-4276191.889624,-845171.997838,7347588.097048,-6106079.989756,-243419.923667,2218125.394688,-117221.871232,-643211.344390,62689.442635,717002.772810,-2285527.466923,1952525.710287,2005726.185888,-4437194.122767,2066902.046438,570766.110342,-513456.861216,-77496.647426,66961.861943
-903769.498278,1087895.001939,-270210.274877,790750.445132,3135561.202775,-5750955.600286,354077.303785,4741581.015298,1043633.144496,-448911.794261,-2061311.154444,691149.508884,1565651.518132,-5337596.535798,-2684883.505114,-4432670.153407,-1838323.256263,4163824.279310,4648128.372242,2576796.967155,2743772.098284,1597600.362640,303071.786421,-6701951.259297,2135211.143583,1598260.847133,-2149949.138904,-1059769.300597,1787258.538641,-1818984.488454,-3418217.399334,150512.701564,3950701.352469,1296803.075971,4124611.074981,-3999967.314301,-611370.191468,-640641.087128,1630102.199456,-3677309.266095,-4296203.358493,-24529.468439,4911014.915654,-541323.903856,3423616.475796,-1188378.260810,6477.610821,3309803.951118,-3601286.302537,1387708.635531,-815462.134188,4674410.096903,-8535709.754405,3434761.254185,-3324440.911803,1292799.303366,-842358.842334,1256701.268268,914822.875824,2259725.508880,-885719.434654,2367221.501761,-5527734.825913,-1310036.060539,5692257.402291,-4181883.168272,6010849.302220,-7083835.129291,3727125.532818,-1494350.756720,1054944.803754,-940378.009064,2498190.166158,-3877167.566571,-1081384.830348,8274745.637939,-4419018.442250,-2491317.684648,-2107801.263415,5362365.833450,400124.782107,-2439019.501364,1036427.496146,-2717862.850402,2959084.669581,1669060.257148,-4420566.391310,-885499.632692,4189775.117095,2643009.286189,-7811230.255545,4196613.038845,1053525.476221,-2932514.473258,1688264.590254,218858.229452,-1288280.542378,2019983.768087,-1397966.951105,-1090855.541310,3845285.421884,-4274427.907953,-845373.384449,7347280.432380,-6107405.589214,-240469.900309,2214155.943913,-116405.931246,-637097.307967,56472.418726,714439.147311,-2278530.942924,1953656.207717,1995924.659652,-4429766.267532,2064248.169322,573553.440525,-516380.535780,-76234.439251,66771.765959
-903169.505493,1088467.964705,-268298.835098,790018.410943,3134191.363382,-5751867.740196,353120.709781,4740989.698152,1044600.354106,-450541.281991,-2061133.172780,691506.925681,1566021.658701,-5336687.729287,-2684198.338022,-4434781.111305,-1838439.082795,4164579.592351,4652837.496445,2577733.921095,2741721.867640,1596711.178441,306595.036918,-6704438.862954,2132609.426519,1596990.804370,-2153516.820366,-1058172.084915,1785396.778787,-1812976.616372,-3419096.667327,152433.658022,3948166.495877,1296690.107987,4124082.580614,-3998071.711391,-612775.965805,-639234.338176,1631226.248099,-3678945.619786,-4299496.979324,-19069.384676,4911463.750093,-543188.062718,3422480.307854,-1187787.481850,6754.013639,3309848.915630,-3602628.266292,1385678.975134,-817009.046267,4678383.141258,-8535743.439364,3436627.841599,-3324245.294414,1293227.702698,-847710.437790,1260729.672551,917069.855262,2256157.438359,-885317.243825,2364870.654402,-5527455.469060,-1307930.533743,5694305.566104,-4182814.078275,6010286.308731,-7086306.302077,3729072.255686,-1493812.820829,1053562.392813,-938427.396205,2497470.895013,-3880142.110720,-1077616.185899,8274403.611959,-4419724.512510,-2492088.448599,-2107539.048729,5359945.998220,407701.202103,-2444424.243536,1034972.469676,-2715415.594644,2958711.513919,1669978.754594,-4422154.176887,-884492.834149,4187424.009220,2647256.330360,-7814881.455481,4199357.834858,1051275.015908,-2931533.725814,1688437.211692,218188.911593,-1287429.764588,2019413.351393,-1398560.527482,-1089216.072375,3844022.156499,-4274116.623337,-846516.890822,7350343.540336,-6109623.620180,-239974.038744,2213958.618663,-118370.947987,-634518.610884,58009.079191,712199.760961,-2281434.917506,1958139.209170,1995943.068945,-4432202.216152,2065220.343266,572808.915094,-514880.289051,-77206.826626,66969.192976
-902227.259520,1089431.596492,-265141.433152,788765.528061,3131885.562596,-5753319.580937,351568.543324,4739969.867764,1046269.307879,-453304.097089,-2060726.396033,691994.984894,1566611.395956,-5335085.296217,-2682996.575776,-4438237.875485,-1838604.254954,4165862.784749,4660520.094379,2579179.186542,2738283.859666,1595283.943565,312428.329540,-6708559.905061,2128329.075100,1594855.567508,-2159345.672397,-1055521.094394,1782276.494068,-1802952.822734,-3420554.816231,155573.895821,3943940.026899,1296431.428410,4123112.787961,-3994855.858371,-615068.594260,-636919.707347,1633147.214214,-3681668.776111,-4304850.384239,-9986.177530,4912189.139106,-546268.061108,3420519.738124,-1186801.414472,7162.291630,3309889.183012,-3604837.998633,1382317.020573,-819674.919826,4684935.095091,-8535604.130562,3439672.761558,-3323830.222073,1293935.326417,-856592.202409,1267396.839446,920779.940249,2250186.955379,-884681.544544,2360932.239788,-5526888.304603,-1304422.130756,5697682.207681,-4184324.966000,6009263.852681,-7090345.870130,3732265.998757,-1492864.444960,1051237.924874,-935211.395384,2496270.970628,-3885011.736102,-1071357.657250,8273726.545898,-4420868.153723,-2493335.434221,-2106998.651305,5355796.028031,420264.220814,-2453334.759553,1032535.104999,-2711331.468127,2958072.610552,1671495.310720,-4424796.931071,-882756.540069,4183469.717966,2654280.695396,-7820894.803145,4203896.812585,1047522.167427,-2929866.952219,1688691.724582,217100.939203,-1286024.783723,2018414.171526,-1399449.339977,-1086556.696251,3841918.955256,-4273564.383969,-848382.696090,7355300.635330,-6113212.095626,-239139.038889,2213572.809527,-121573.521788,-630245.014763,60501.870491,708494.015749,-2286176.828110,1965535.899335,1995912.394620,-4436152.146095,2066768.706240,571618.886353,-512420.960677,-78808.840965,67295.096366
-900868.730423,1090759.251307,-260752.932374,787020.635862,3128651.120737,-5755302.914498,349422.948841,4738481.217399,1048562.664436,-457146.715869,-2060159.614267,692688.071239,1567441.544310,-5332818.979536,-2681321.043948,-4443035.826042,-1838812.344255,4167591.176731,4671230.217657,2581193.751002,2733478.912557,1593249.078034,320598.890650,-6714257.856788,2122334.621400,1591875.918726,-2167499.356007,-1051805.530285,1777922.307505,-1788974.980037,-3422565.329077,159971.863480,3938015.128902,1296060.117402,4121740.675297,-3990324.224658,-618288.299099,-633678.427881,1635803.408591,-3685448.083301,-4312299.101913,2693.669869,4913187.443810,-550559.423133,3417743.970516,-1185409.381206,7730.111288,3309913.285807,-3607905.878301,1377620.613165,-823386.635235,4694060.802161,-8535351.654876,3443910.610113,-3323211.584944,1294906.946253,-869025.191256,1276691.860430,925956.868458,2241835.426534,-883762.508567,2355423.196466,-5526087.170272,-1299488.395457,5702334.935775,-4186385.528076,6007782.928290,-7095934.564447,3736690.972175,-1491513.862450,1047974.846591,-930711.008393,2494573.410413,-3891789.197598,-1062595.077276,8272716.316007,-4422431.168509,-2495070.327375,-2106213.454363,5349948.425560,437806.809829,-2465756.476590,1029126.654304,-2705605.151307,2957149.558917,1673595.241064,-4428438.627443,-880332.579739,4177927.975983,2664039.027503,-7829203.625548,4210195.203813,1042261.105426,-2927497.465140,1689028.027678,215570.774683,-1284050.429310,2017019.569242,-1400699.807248,-1082824.484285,3838946.730038,-4272752.247149,-850991.116418,7362170.206125,-6118169.300888,-237982.583175,2213029.113500,-126056.248223,-624271.338766,63986.939949,703326.406546,-2292802.850131,1975850.715490,1995868.135016,-4441650.178879,2068937.138631,569941.081859,-508989.810569,-81036.975876,67747.683311
-899109.123053,1092446.003516,-255132.783188,784758.396439,3124436.924872,-5757725.046809,346662.769343,4736486.484994,1051510.175556,-462091.372275,-2059385.917728,693534.986690,1568482.493649,-5329783.642243,-2679122.326145,-4449106.479434,-1839038.032047,4169746.478537,4684860.815893,2583714.303741,2727269.951872,1590628.541153,331089.669770,-6721476.276104,2114597.668768,1588027.161319,-2177907.586746,-1047022.560213,1772318.929847,-1771003.505441,-3425093.258914,165589.380735,3930342.043123,1295549.618497,4119885.817416,-3984427.261119,-622393.792881,-629519.542618,1639206.314687,-3690231.822686,-4321754.807625,18957.581617,4914398.109243,-556062.888214,3414111.279023,-1183599.302104,8429.260768,3309881.603014,-3611766.855594,1371574.245442,-828174.310297,4705685.401713,-8534837.670030,3449281.279010,-3322341.794520,1296142.164325,-884967.963210,1288603.169061,932558.773652,2231059.875569,-882558.803730,2348300.075719,-5524933.312919,-1293127.885661,5708202.040270,-4188952.124410,6005754.499853,-7102983.286259,3742304.680091,-1489725.539028,1043756.827888,-924948.138886,2492373.911596,-3900397.070341,-1051343.935527,8271247.066025,-4424354.884546,-2497246.367423,-2105132.543999,5342319.981947,460310.961239,-2481657.610407,1024731.002476,-2698185.510238,2955890.818513,1676273.631818,-4433048.613998,-877187.905499,4170734.640904,2676509.326194,-7839719.672615,4218191.439571,1035503.056892,-2924408.561464,1689425.336207,213624.190674,-1281522.908189,2015194.448027,-1402249.510945,-1078041.041394,3835068.144541,-4271625.789921,-854313.969231,7370812.158260,-6124380.400765,-236507.211398,2212279.460834,-131783.604224,-616591.836756,68430.284440,696684.217270,-2301232.722404,1989039.321203,1995746.206741,-4448590.279004,2071657.464225,567806.045035,-504602.504302,-83884.514675,68325.731512
-896919.933026,1094473.900048,-248296.190032,781970.225734,3119226.030741,-5760517.021662,343312.598893,4733913.613563,1055042.239377,-468076.617793,-2058404.007740,694567.058441,1569727.676429,-5325962.539929,-2676396.101107,-4456375.426859,-1839256.166034,4172222.634138,4701347.229378,2586741.155684,2719642.836228,1587369.057134,343877.730688,-6730073.774694,2105110.741750,1583306.838947,-2190553.981416,-1041166.689253,1765481.268140,-1749107.906225,-3428087.144512,172433.895447,3920882.407656,1294902.574837,4117533.475622,-3977115.882721,-627396.847514,-624429.921488,1643295.943365,-3695944.081277,-4333165.465466,38744.401645,4915750.662382,-562756.940810,3409584.314235,-1181360.850441,9275.255365,3309757.341596,-3616360.715866,1364186.831192,-833967.268153,4719713.028419,-8534008.475532,3455749.051703,-3321191.855361,1297621.465544,-904396.624741,1303071.338094,940566.172777,2217886.601499,-881054.659318,2339578.166121,-5523396.883312,-1285330.784802,5715170.099082,-4191956.161083,6003122.226401,-7111383.671153,3749041.901542,-1487489.632408,1038583.553707,-917919.750233,2489631.988289,-3910759.772877,-1037615.425800,8269225.560826,-4426578.722186,-2499829.782983,-2103750.656096,5332879.474417,487704.852982,-2500952.215185,1019340.492674,-2689055.971436,2954256.123257,1679495.744527,-4438535.476740,-873336.295467,4161865.126953,2691597.530536,-7852279.262803,4227799.085232,1027237.099775,-2920550.167163,1689854.923155,211241.947876,-1278409.559293,2012943.214516,-1404132.896060,-1072176.705139,3830252.948869,-4270151.004572,-858340.686596,7381151.381218,-6131779.230220,-234721.095413,2211323.902687,-138757.827239,-607238.356697,73854.914897,688576.813061,-2311438.608866,2005043.764861,1995536.876823,-4456914.026611,2074922.806095,565183.263602,-499252.145825,-87343.019271,69026.162462
-894314.879557,1096833.914699,-240265.718414,778635.221505,3112926.482602,-5763533.101772,339378.874047,4730647.649575,1059240.908952,-475171.142207,-2057089.058441,695644.737725,1571138.539968,-5321165.692277,-2673051.001645,-4464717.462376,-1839434.487051,4174993.346417,4720485.693950,2590152.359328,2710523.233435,1583519.903979,358979.707596,-6740005.101020,2093833.441221,1577684.360042,-2205287.416571,-1034228.265351,1757376.804331,-1723171.777830,-3431496.897389,180428.166268,3909528.991131,1294044.473689,4114499.794794,-3968312.187653,-633236.667795,-618427.770677,1648150.652376,-3702531.779090,-4346346.509123,62073.413792,4917176.742297,-570610.783572,3404041.232769,-1178675.129406,10207.903579,3309437.539511,-3621609.929609,1355447.761972,-840887.091784,4736031.034854,-8532543.161582,3463225.076401,-3319620.295448,1299332.728482,-927276.744587,1320076.395674,949923.295205,2202194.958213,-879257.154015,2329187.602521,-5521297.904711,-1276051.848710,5723135.734301,-4195273.082814,5999695.871281,-7121009.386465,3756822.940690,-1484713.204572,1032404.235390,-909638.885670,2486330.319225,-3922767.293586,-1021411.255729,8266434.137687,-4429018.178851,-2502727.356560,-2101933.800852,5321392.689168,520000.265023,-2523584.152465,1012939.823646,-2678147.387044,2952171.802283,1683228.106306,-4444834.258590,-868693.548461,4151177.964664,2709269.479785,-7866732.350091,4238928.239328,1017457.760987,-2915868.986526,1690275.191980,208458.102635,-1274722.550326,2010174.262266,-1406199.925859,-1065298.572350,3824442.938184,-4268226.075387,-863027.717610,7392938.148739,-6140155.700666,-232620.079967,2210046.350660,-146893.330978,-596187.968282,80167.591140,679007.395307,-2323283.392342,2023776.804803,1995128.701932,-4466437.208064,2078624.115842,562133.721180,-492990.742667,-91385.529459,69843.904119
-891278.054611,1099498.350318,-231091.816579,774739.170576,3105545.215646,-5766664.982662,334883.173252,4726637.813393,1064018.254823,-483308.502883,-2055438.341058,696798.474650,1572704.374775,-5315358.670617,-2669101.205256,-4474052.480207,-1839520.060563,4177960.994155,4742164.401203,2593900.650175,2699944.905035,1579024.600803,376338.967784,-6751095.767065,2080799.455520,1571157.522197,-2222084.405916,-1026236.251127,1748028.774762,-1693344.827588,-3435255.408338,189573.756594,3896317.081894,1292972.563335,4110780.009868,-3957959.960068,-639912.608029,-611524.485123,1653670.430448,-3709907.726687,-4361206.216521,88837.084138,4918608.663728,-579606.502510,3397471.655770,-1175530.723782,11221.239302,3308883.072475,-3627446.659579,1345383.237554,-848860.371401,4754527.324486,-8530353.724396,3471643.617864,-3317594.243221,1301245.514387,-953561.855025,1339519.587697,960591.287506,2184044.049718,-877125.665058,2317147.400952,-5518602.882482,-1265292.197188,5731966.786301,-4198848.743365,5995416.532225,-7131700.766606,3765548.703830,-1481373.287535,1025222.520166,-900135.171980,2482448.724608,-3936322.570958,-1002759.004204,8262763.631586,-4431587.920411,-2505949.394912,-2099628.309765,5307850.356378,557045.614260,-2549427.794112,1005534.143671,-2665448.954389,2949584.394956,1687449.215743,-4451865.059924,-863277.759142,4138695.315569,2729368.059455,-7882878.282332,4251471.335696,1006170.296970,-2910316.392434,1690642.655774,205288.657441,-1270479.706815,2006920.963559,-1408475.079163,-1057391.849508,3817597.911857,-4265792.908850,-868349.426678,7406025.316694,-6149390.479390,-230219.243924,2208450.205475,-156192.117165,-583468.412084,87363.379857,668011.430708,-2336737.868213,2045162.806080,1994517.499380,-4477094.167272,2082747.488888,558643.642494,-485835.352951,-95990.446849,70773.458153
-887768.260296,1102454.220944,-220799.422275,770277.577870,3097006.862097,-5769763.501696,329868.954093,4721730.951019,1069328.328805,-492480.775028,-2053413.738985,697966.037594,1574400.502514,-5308395.439064,-2664480.295026,-4484257.721759,-1839472.330059,4180995.194618,4766240.606161,2597932.073470,2687861.330122,1573857.368802,395962.069628,-6763193.412695,2065966.796719,1563704.451013,-2240864.781438,-1017146.552758,1737469.478152,-1659659.860973,-3439302.354036,199807.782636,3881130.100789,1291638.212688,4106285.248847,-3945954.302474,-647408.808235,-603705.150551,1659864.666047,-3717992.647488,-4377606.774646,118986.633698,4919974.209850,-589706.320347,3389750.491110,-1171885.988323,12288.264680,3308004.520348,-3633768.291196,1333979.406089,-857906.295484,4775068.105731,-8527243.091185,3480930.026159,-3314990.670168,1303360.714084,-983209.608643,1361337.385219,972501.933442,2163378.656705,-874640.194401,2303414.995926,-5515165.843488,-1253013.239227,5741498.604557,-4202544.062295,5990108.674849,-7143286.082521,3775124.546995,-1477405.071149,1017004.568077,-889418.762758,2477938.954072,-3951287.543598,-981659.903867,8257996.232446,-4434194.210200,-2509402.898924,-2096765.982338,5292105.593244,598793.718771,-2578393.053528,997101.668665,-2650883.390793,2946397.298697,1692113.451323,-4459495.986665,-857073.925098,4124322.979300,2751791.628621,-7900475.025847,4265280.604570,993365.433322,-2903807.874636,1690909.031700,201723.381426,-1265657.035921,2003148.017021,-1410912.354611,-1048471.147973,3809664.917116,-4262765.744265,-874276.821026,7420200.881632,-6159278.995974,-227557.475407,2206488.808477,-166602.532662,-569115.308103,95421.951468,655590.081032,-2351683.624896,2069096.996249,1993622.411415,-4488720.139658,2087219.675337,554717.415622,-477800.014951,-101140.691617,71810.305694
