-165832.634116,-2232496.220721,3888540.080642,-3200589.068483,-1092775.778881,6822957.140780,-2549902.734291,-3985378.463351,6458350.361799,-8369677.966233,7043367.943502,4146903.722705,-4805010.229364,-6519155.968239,6863148.565557,-308122.153083,-5666415.030889,-1479186.088081,1923295.554103,-9077367.653744,11773943.997547,3692394.556851,-488372.972412,-2312186.525801,6394404.349146,-3288884.736675,4342092.581148,-9777056.286536,3119181.329654,2191168.193792,-4451710.918993,-5413445.877903,3808722.188652,4755261.655063,2766735.055853,-4467774.944326,-2884802.077811,-3964406.364179,1724731.942382,3803330.448017,-14550760.883498,14152586.571024,15415892.312044,-4119707.415253,3193246.850303,-11068779.600479,-4880185.108133,7302415.041945,-9927424.814366,-6921760.650875,2258161.154712,11048444.542088,1208839.099973,-1274519.431512,6472421.203428,-4997542.910033,4968246.414595,-8911369.931886,-9575174.341314,9333556.073332,7679568.426877,-5325506.115800,-3685760.053672,3720546.624170,5208803.190116,-6909873.963646,-2350263.440293,-1792585.578303,7169011.043852,6236864.832504,-8846661.379292,-2022205.124506,-163217.679367,3333002.128195,3539081.026955,-3070289.807330,-6928670.509677,8037034.775040,24399.052837,-2500022.360595,349606.270146,-184350.930079,529972.708745,629195.153332,-2451507.330985,2648098.240229,-1302683.061107,-158368.710530,830426.574091,1756690.422873,-4193820.047585,351135.939598,1168346.460270,7561388.553502,-13084301.982449,5340721.529127,3786232.127703,-4864200.915470,3045223.415975,-2192588.187125,2228204.709663,-2857048.166543,2336756.890449,-889576.297619,118639.636327
-165741.558620,-2230935.997585,3878650.731169,-3188616.906770,-1086122.663319,6814614.461710,-2546176.676467,-3985726.906694,6454669.673794,-8368405.384060,7028822.917644,4145118.982128,-4796948.109177,-6512386.834840,6854687.918723,-307158.765842,-5656698.900316,-1480363.906070,1927487.913683,-9066109.189823,11761925.263395,3685534.808090,-482788.204320,-2309152.599525,6385865.196198,-3292896.470459,4333773.313843,-9773000.398879,3115122.402533,2195659.458831,-4449603.518623,-5406941.109110,3816619.394728,4756295.413925,2759789.156726,-4459244.081150,-2886086.643750,-3967516.547400,1722744.944389,3796446.368042,-14538309.989183,14141586.312054,15398443.949321,-4111348.129013,3189604.439401,-11055251.694348,-4877614.035432,7298205.422860,-9921672.677117,-6906498.384909,2247171.546155,11042996.085384,1203943.166995,-1273274.050046,6468785.963022,-5001809.179701,4967163.933566,-8898183.223676,-9563018.867218,9321805.100300,7668408.328446,-5319919.436266,-3676617.031706,3711232.563376,5203473.969013,-6900822.863649,-2346502.794269,-1793292.586530,7166662.924435,6224821.339755,-8840919.307744,-2009786.527297,-170658.264301,3332116.442957,3535227.640336,-3066398.668954,-6923281.204191,8032584.693196,18071.767347,-2494963.832925,353948.438334,-189337.121294,529286.648963,631947.847061,-2451171.906328,2646935.331992,-1305129.966291,-153990.780139,827367.816702,1755730.982130,-4189731.165917,350202.944248,1166752.670486,7558376.534677,-13077165.995533,5337283.427354,3782072.663017,-4856106.208466,3039937.572157,-2193807.819229,2229239.168873,-2850511.625061,2328050.334305,-885530.769749,117992.429622
-170103.405979,-2218803.674945,3860798.275561,-3174879.655018,-1084480.788127,6814013.932030,-2550443.201771,-3987852.810752,6456020.802045,-8365680.150643,7008411.575253,4144787.601645,-4774423.239069,-6513429.623276,6846330.221342,-309078.864503,-5644479.255454,-1481345.371141,1936551.174950,-9055362.253368,11745823.284233,3686583.166703,-486447.123901,-2310144.116297,6371908.283428,-3290273.260096,4326974.812207,-9772799.795402,3112967.078650,2199132.949025,-4443873.562305,-5399137.632516,3823262.570260,4756162.726828,2758946.998228,-4451661.813659,-2891261.702935,-3968457.715554,1717749.176271,3792506.978163,-14526113.037200,14130673.808380,15378590.107683,-4110172.803516,3193840.896284,-11043647.970510,-4874781.245147,7297524.731294,-9919125.432994,-6889361.224840,2232938.588778,11049452.506218,1190789.170391,-1275806.165999,6463745.704717,-5003013.410099,4965277.240447,-8879617.133886,-9550958.574318,9303417.412653,7658859.098766,-5311597.071325,-3670937.438240,3709346.771697,5187748.018363,-6881275.098536,-2348661.797762,-1797521.961867,7168197.189186,6213307.468699,-8830787.542255,-2004779.298344,-175239.061297,3331733.512948,3528716.065733,-3057254.739280,-6923477.151388,8030028.780402,14736.152058,-2493309.336798,358111.276760,-192900.453290,530009.220763,631612.307768,-2450303.688765,2647007.759372,-1306553.387781,-152544.854842,826111.272026,1757256.551583,-4192405.335770,353862.837691,1164876.608747,7555908.089905,-13071739.801231,5333763.297799,3783874.999639,-4855690.186978,3034937.008753,-2193559.621368,2232129.165958,-2840916.803852,2311599.021451,-876933.753444,116501.385917
-177387.847590,-2198544.651685,3830945.967164,-3151901.436060,-1081728.259791,6812943.167003,-2557524.368534,-3991363.644510,6458215.001832,-8361036.783035,6974311.045336,4144188.354750,-4736799.926542,-6515127.492583,6832319.802154,-312301.686278,-5624049.733454,-1482968.530486,1951668.097054,-9037350.185873,11718857.891539,3688322.829662,-492540.472617,-2311770.309259,6348543.440291,-3285883.018394,4315611.396705,-9772381.011885,3109331.396735,2204896.540652,-4434252.807444,-5386073.754666,3834322.783629,4755901.287212,2757509.595084,-4439002.371634,-2899860.404210,-3970010.329742,1709418.187030,3785943.694471,-14505633.495529,14112334.861733,15345306.143678,-4108177.721934,3200873.233827,-11024180.679955,-4870007.686887,7296312.011127,-9914799.017058,-6860682.602775,2209189.856968,11060106.536225,1168821.287659,-1280025.658684,6455301.818367,-5004986.408027,4962084.382176,-8848557.142251,-9530751.469835,9272643.206568,7642868.725546,-5297664.599992,-3661431.394664,3706165.649516,5161458.094096,-6848572.480723,-2352253.126989,-1804578.933552,7170674.289877,6194088.834623,-8813819.019486,-1996421.409372,-182864.788907,3331057.166557,3517817.399509,-3041958.803450,-6923765.453680,8025711.383519,9180.328054,-2490540.069327,365035.089010,-198817.571216,531212.406007,631022.338120,-2448820.481264,2647121.097407,-1308941.909849,-150117.230032,824004.326313,1759782.349215,-4196823.364416,359965.192787,1161733.134758,7551720.568402,-13062562.691806,5327835.321090,3786853.036640,-4854953.098209,3026559.554224,-2193117.759657,2236931.202679,-2824887.039184,2284131.300177,-862581.608385,114012.371103
-187550.578441,-2170251.613913,3789250.832663,-3119817.380758,-1077887.845053,6811342.905239,-2567314.768990,-3996193.399132,6461158.561998,-8354435.295559,6926667.895439,4143288.538682,-4684265.020770,-6517399.946801,6812677.786339,-316786.940386,-5595494.070556,-1485212.479752,1972713.118108,-9012085.990208,11681056.874230,3690706.396590,-501021.090335,-2313998.381666,6315869.407865,-3279713.251575,4299705.476986,-9771676.843961,3104234.622300,2212901.721148,-4420751.907480,-5367759.961704,3849664.023250,4755450.555314,2755445.755779,-4421262.015331,-2911798.548556,-3972134.205673,1697762.224594,3776737.691981,-14476815.532529,14086532.751934,15298656.085807,-4105332.562331,3210624.388869,-10996859.913499,-4863267.201753,7294512.127486,-9908636.905834,-6820593.286605,2176060.151965,11074774.665299,1138193.077610,-1285895.561691,6443425.815766,-5007666.987712,4957558.164560,-8805109.002688,-9502415.527348,9229566.084794,7620472.601948,-5278162.205767,-3648120.561801,3701667.898385,5124727.662433,-6802872.193598,-2357213.087065,-1814400.955658,7174017.802013,6167185.995005,-8790000.069052,-1984747.246550,-193502.251726,3330068.240975,3502573.038974,-3020591.084575,-6924064.105015,8019558.633721,1472.373508,-2486673.865659,374687.939137,-207059.908030,532880.475290,630191.089943,-2446720.939868,2647251.463348,-1312266.002452,-146718.405311,821043.371630,1763273.488933,-4202897.508455,368461.563470,1157319.047720,7545762.830800,-13049542.789752,5319466.596429,3790953.874088,-4853851.863741,3014835.552739,-2192456.241454,2243580.339397,-2802515.096228,2245833.871945,-842574.996612,110543.170024
-200592.951099,-2133933.024005,3735663.014384,-3078587.027157,-1072950.824607,6809080.316725,-2579703.828234,-4002255.896518,6464754.071808,-8345739.705704,6865466.059528,4142023.256188,-4616828.008976,-6520159.978286,6787284.970847,-322547.277584,-5558759.491090,-1488057.805203,1999617.997816,-8979434.901380,11632283.824545,3693712.225759,-511865.744785,-2316753.744318,6273790.689581,-3271732.352329,4279216.440557,-9770534.163651,3097603.709880,2223106.305426,-4403297.662599,-5344134.812758,3869205.826275,4754744.396356,2752701.951462,-4398411.906901,-2927016.534502,-3974765.973979,1682776.942133,3764877.167899,-14439434.201907,14053055.624819,15238404.258537,-4101581.057693,3223033.149403,-10961514.206520,-4854493.345295,7291991.862623,-9900481.818968,-6769004.892899,2133571.101119,11093206.242623,1098924.473935,-1293396.055337,6428067.789235,-5010983.204055,4951631.148910,-8749194.018691,-9465819.568112,9174059.912330,7591598.178056,-5253025.329898,-3630980.949189,3695806.168458,5077526.734202,-6744103.974076,-2363519.439671,-1826954.991643,7178090.899630,6132578.449152,-8759221.534829,-1969774.106082,-207103.467697,3328699.633697,3482940.365893,-2993110.705190,-6924286.786383,8011458.115984,-8351.807569,-2481691.940392,387020.462444,-217577.263579,535005.800244,629074.182730,-2443944.354793,2647376.883610,-1316544.112899,-142318.396449,817202.101708,1767695.257015,-4210532.295494,379328.211097,1151606.667560,7537928.246609,-13032476.202282,5308565.472330,3796127.208494,-4852324.783487,2999734.900264,-2191523.270803,2252019.993673,-2773800.336274,2196743.251619,-816936.820489,106098.160071
-216506.306604,-2089586.670194,3670158.702586,-3028206.192529,-1066902.800693,6805986.244492,-2594564.582598,-4009449.083216,6468844.933842,-8334771.875438,6790712.573186,4140301.286740,-4534508.328425,-6523293.416938,6756030.033667,-329576.997415,-5513821.211308,-1491474.318914,2032290.096505,-8939249.027600,11572379.411509,3697313.671643,-525041.140614,-2319972.379637,6222202.221927,-3261905.079363,4254125.899308,-9768801.279502,3089405.950670,2235444.220867,-4381765.976011,-5315141.498250,3892835.583019,4753673.541216,2749200.012729,-4370407.021504,-2945434.292878,-3977844.929576,1664451.220440,3750348.917048,-14393211.222697,14011661.380610,15164308.738746,-4096833.019466,3237989.409314,-10917965.083320,-4843612.369451,7288610.871798,-9890157.023974,-6705848.801110,2081790.520399,11115088.662038,1051063.617680,-1302501.034969,6409143.414488,-5014824.382738,4944217.959268,-8680734.502131,-9420821.100497,9106006.677845,7556148.512160,-5222184.380222,-3609970.633121,3688516.884059,5019820.905454,-6672210.158105,-2371104.282370,-1842213.708024,7182727.410244,6090234.007124,-8721351.278537,-1951507.712817,-223633.555910,3326882.279364,3458883.906662,-2959496.452267,-6924320.751676,8001273.473273,-20220.912068,-2475612.861048,401993.906222,-230311.839475,537578.546696,627623.811737,-2440430.960530,2647478.904710,-1321791.958153,-136892.411486,812456.378251,1773000.644996,-4219610.115200,392540.506913,1144562.310577,7528065.359979,-13011080.826954,5294999.689593,3802310.249705,-4850285.437411,2981217.533785,-2190254.772833,2262180.484363,-2738756.973820,2136926.434569,-785706.371250,100684.601527
-235253.655167,-2037333.195703,3592876.131350,-2968798.635732,-1059755.268500,6801889.676136,-2611697.361576,-4017620.098106,6473269.550843,-8321364.841774,6702569.312521,4138022.689999,-4437527.566942,-6526642.400374,6718839.672258,-337862.393557,-5460742.634233,-1495422.974354,2070538.361395,-8891446.057853,11501295.322283,3701430.087769,-540462.460953,-2323569.068238,6161141.154148,-3250189.172426,4224442.882737,-9766263.740665,3079584.653996,2249824.056196,-4356113.290655,-5280759.415460,3920329.461117,4752109.830005,2744876.582306,-4337236.774390,-2966890.337299,-3981272.508541,1642811.719376,3733121.830077,-14337907.596680,13962137.936884,15076243.808707,-4091006.422551,3255353.192355,-10866081.966458,-4830554.668004,7284188.353963,-9877448.714669,-6631207.726537,2020908.046110,11139993.010964,994801.769315,-1313155.655555,6386585.303341,-5019059.313827,4935234.451983,-8599787.206664,-9367353.472275,9025414.163910,7514105.507349,-5185628.921484,-3585109.124487,3679747.050149,4951733.439495,-6587315.052792,-2379883.043837,-1860086.591836,7187722.587998,6040193.046857,-8676301.394274,-1930011.883777,-243001.895025,3324534.006622,3430412.852676,-2919804.988133,-6923994.934810,7988824.994018,-34035.901041,-2468430.151544,419524.626802,-245187.535774,540575.601947,625811.023454,-2436116.983975,2647500.314121,-1327980.446922,-130436.463478,806785.892558,1779126.338275,-4229971.006109,408037.184448,1136157.777442,7516034.720422,-12985097.469985,5278665.543422,3809401.732116,-4847637.425152,2959293.018891,-2188583.851064,2273951.045305,-2697488.672849,2066616.032408,-749011.007350,94325.195324
-256794.221135,-1977196.073339,3503782.829835,-2900336.953074,-1051496.961540,6796550.433507,-2630913.428705,-4026615.792944,6477775.915861,-8305258.716356,6600994.562826,4135062.700723,-4325920.721524,-6530020.025545,6675554.533881,-347391.766453,-5399452.498576,-1499850.142650,2114253.340478,-8835801.300460,11418743.782852,3705983.321173,-558076.132017,-2327442.253294,6090491.029947,-3236525.460580,4190092.203516,-9762643.733616,3068062.975511,2266132.138540,-4326202.762880,-5240848.154735,3951509.347700,4749901.858772,2739613.883400,-4298822.401538,-2991253.301037,-3984950.503989,1617844.794527,3713163.107759,-14273098.887667,13904086.834196,14973837.220108,-4083988.265623,3274979.582969,-10805587.409214,-4815164.418180,7278495.888484,-9862104.279404,-6544960.343295,1950982.099596,11167484.045699,930195.414546,-1325298.298375,6360257.993318,-5023534.198966,4924527.408700,-8506214.483021,-9305165.147359,8932074.282766,7465327.923392,-5143262.087697,-3556315.693943,3669373.375235,4873224.507250,-6489326.474357,-2389760.317424,-1880508.391225,7192819.579903,5982371.371001,-8623856.297963,-1905283.673913,-265155.314014,3321543.993139,3397470.972272,-2874002.123616,-6923120.797362,7973890.043866,-49718.717287,-2460128.078647,439551.302567,-262133.347573,543973.602498,623592.827823,-2430921.699812,2647391.629600,-1335114.720861,-122913.532234,800151.813920,1785992.757438,-4241416.582977,425759.606772,1126357.512111,7501601.698666,-12954112.156398,5259392.425009,3817277.048641,-4844239.392591,2933907.297804,-2186414.329996,2287214.181748,-2650007.995485,1985914.306441,-706913.040838,87031.685861
-281120.095019,-1909267.733431,3402961.539803,-2822899.854245,-1042141.480927,6789728.433498,-2651943.084700,-4036251.455398,6482152.718925,-8286223.960122,6486172.734671,4131284.816618,-4199895.535789,-6533239.319242,6626029.996034,-358157.642582,-5329998.917500,-1504711.868864,2163187.995555,-8772157.006496,11324610.082443,3710934.962948,-577799.898026,-2331444.424884,6010203.740438,-3220872.573892,4151078.458416,-9757706.888328,3054774.101658,2284270.147850,-4291911.938977,-5195380.828685,3986135.095189,4746894.039525,2733312.239620,-4255151.313752,-3018356.040127,-3988773.566122,1589568.330901,3690475.319519,-14198445.901368,13837216.287715,14856847.296316,-4075663.161572,3296691.981061,-10736266.740858,-4797356.112341,7271301.428018,-9843859.465665,-6447131.689554,1872228.656411,11197006.666263,857450.159188,-1338897.406916,6330086.983525,-5028088.691586,4912003.599779,-8400037.227275,-9234134.153022,8825918.789036,7409774.193610,-5095041.161752,-3523601.945897,3657338.108675,4784371.577184,-6378310.614423,-2400640.913371,-1903390.810699,7197747.838998,5916817.215624,-8563872.996505,-1877407.421059,-289985.159877,3317806.561592,3360046.512458,-2822111.344911,-6921532.416562,7956272.457916,-67128.769342,-2450732.325693,461961.663314,-281026.080125,547751.191003,620898.391576,-2424759.730629,2647125.129363,-1343209.231811,-114292.710416,792517.311866,1793523.160745,-4253744.183662,445643.679832,1115104.826768,7484586.247248,-12917757.532269,5236999.072907,3825840.924642,-4839968.523211,2905043.632269,-2183650.285985,2301839.290250,-2596424.982628,1895071.204150,-659548.813196,78828.315285
