-1422014.347398,1868555.349241,2589071.517965,3705740.357263,-306521.801247,-4536503.000124,-700463.529905,-3392790.013579,-658021.851734,-4002197.676136,2582181.408472,2143706.880443,3492543.418128,3671934.271487,-659505.985182,-3837572.186515,-1154436.271192,-2398079.593430,1774882.204918,-718709.759967,2555008.309242,-100907.940528,-354250.719374,400729.736388,-2052550.584357,-311382.569074,5227407.128162,1076151.025392,-1432495.065435,-4011928.035674,2078163.138656,-2373550.018528,-3864787.839546,2733832.480887,1917568.296694,-2129290.915393,899831.111215,4139202.391850,-1019216.560631,2749307.727594,-595046.620951,-3590714.849606,-529043.804330,-887794.943563,-573582.453442,-1439178.687125,3446941.216588,1006715.856187,1141772.340592,-2436839.121192,1353222.653218,-1167337.234469,-2038966.973451,4231138.786743,-4054896.409600,4510452.415531,-5575657.412463,3615937.070199,2073635.222605,-4011201.643319,1077837.314388,435910.424706,-1101798.909432,829291.670354,1239724.768900,-1121187.117046,-203889.856305,474258.626499,-1930547.497295,3144437.368124,-1741223.621931,1649673.502274,-3746825.505238,2928880.195621,545050.785849,-2293728.098584,1170197.254052,767999.380707,-1318824.961011,1062194.334756,-1138421.524308,1084417.689423,-968506.633867,-499544.443381,3931554.057735,-3237445.845405,-2598129.523056,4611268.708852,-1262115.814013,-1372864.400453,1129740.300776,393165.250847,-1052931.132338,561879.723472,-97681.660033
-1419649.082169,1882821.834379,2566869.486226,3680185.607232,-332831.907057,-4507780.647520,-688318.049158,-3406007.546099,-633952.192562,-3941422.307385,2579853.822337,2130210.318060,3466347.519236,3635724.259751,-668281.141839,-3796287.553077,-1142073.722745,-2395970.734819,1752641.067882,-719005.766255,2477943.668426,-48693.816351,-326728.560476,423992.740273,-2066429.488022,-318648.985469,5198699.042135,1091298.713481,-1449834.093123,-3956260.521686,2060396.483449,-2349520.827210,-3875282.749641,2684281.868816,1906233.177815,-2103108.250886,889672.034026,4172024.003180,-1021232.164436,2741184.452878,-624641.854888,-3557576.031367,-528419.044599,-880495.066103,-581858.238630,-1463430.617893,3448998.719383,1019572.048484,1145429.104863,-2428189.230553,1331893.046098,-1138501.351698,-2038827.572350,4165357.279644,-3980772.347308,4467874.681329,-5544267.117462,3602062.743140,2050864.124554,-3959987.607906,1035283.454377,433214.107764,-1084979.998203,856987.446382,1190812.976118,-1103383.883676,-200486.286144,469853.136627,-1907144.208746,3104522.273512,-1726107.942792,1654839.741341,-3730897.023045,2906797.668905,536652.553351,-2267807.980153,1158370.570531,761150.200244,-1308668.775660,1058052.577653,-1141281.272886,1099007.530821,-996572.341794,-472921.261942,3925065.742447,-3262644.121433,-2551230.524420,4592762.901711,-1294606.236236,-1341089.069288,1137546.670199,367949.932830,-1037821.032112,557944.877984,-97307.350364
-1416765.392905,1874056.187406,2575183.143702,3688156.708650,-327347.486708,-4520328.562951,-688007.964218,-3405540.644220,-644634.668430,-3955269.807317,2585804.523924,2134039.318461,3477393.577782,3651863.484245,-668590.320387,-3808308.917459,-1153921.590438,-2396587.853968,1758043.181968,-721296.901036,2498344.060915,-55829.834018,-332535.639920,412910.639133,-2067000.718359,-310870.582290,5208409.767209,1089527.371473,-1448386.645691,-3969822.479131,2058989.134555,-2352174.736443,-3873963.271608,2696038.608870,1911724.873044,-2113480.799572,898188.367099,4164837.205276,-1019236.542511,2739089.105315,-620751.886550,-3563153.336533,-527278.956028,-886575.246551,-576912.508235,-1458717.098591,3450829.712988,1013119.702800,1145243.701805,-2423861.521387,1335477.728664,-1148185.106905,-2044489.604716,4187556.794651,-3999279.312231,4475597.120239,-5547512.648601,3602819.647831,2057106.868282,-3971309.097638,1041298.255036,431868.391557,-1078467.619026,845823.104689,1201502.010464,-1111777.723912,-197132.359562,475203.631309,-1920812.407861,3114951.315249,-1723399.994998,1649010.853913,-3733297.430823,2911121.585881,537904.228688,-2269550.735236,1153312.339473,770605.016650,-1315964.631446,1062933.153065,-1146318.801359,1100993.664828,-990843.320393,-481370.868957,3927597.087855,-3256595.765859,-2561777.660428,4594795.213648,-1283837.766110,-1348785.528083,1134033.319596,373075.870152,-1038786.919252,557415.440682,-97137.091685
-1411947.566924,1859505.984231,2588930.995445,3701266.334573,-318273.653640,-4541060.017180,-687469.284591,-3404719.920710,-662327.337386,-3978104.998004,2595622.679580,2140323.590840,3495639.691656,3678582.486682,-669077.937402,-3828172.063701,-1173542.806561,-2397610.582156,1766983.341034,-725111.622179,2532118.710523,-67611.877789,-342127.944925,394495.451058,-2067949.708856,-297958.301332,5224431.274054,1086570.755807,-1445987.317667,-3992209.966326,2056607.651124,-2356513.099649,-3871701.446494,2715475.616793,1920794.245734,-2130651.685272,912281.593986,4152884.714786,-1015901.041084,2735559.946304,-614323.227780,-3572341.643356,-525385.802104,-896632.704110,-568685.272509,-1450893.308061,3453841.843552,1002415.080975,1144858.281344,-2416633.568377,1341398.737394,-1164183.925262,-2053862.396341,4224265.607562,-4029863.024147,4488314.541281,-5552803.094103,3604013.952073,2067424.075976,-3990007.049102,1051262.060457,429603.152926,-1067662.782917,827350.220190,1219170.598976,-1125672.458276,-191567.151034,484072.974576,-1943456.399957,3132200.802001,-1718873.858724,1639301.098908,-3737201.523488,2918236.841327,539970.044432,-2272399.477735,1144897.374138,786288.021295,-1328060.371321,1071024.009245,-1154670.748962,1104294.264468,-981356.669995,-495353.052477,3931723.325233,-3246522.780911,-2579197.075251,4598079.370721,-1265994.748911,-1361487.350041,1128179.807847,381568.975016,-1040375.734365,556531.824969,-96853.864135
-1405185.004201,1839196.251225,2607993.087722,3719345.317225,-305636.597945,-4569756.617431,-686692.062325,-3403483.943891,-686937.561046,-4009710.861053,2609169.310312,2149000.046635,3520916.491832,3715722.857552,-669738.141798,-3855711.799128,-1200836.706896,-2398989.062153,1779423.064867,-730441.984449,2579084.824875,-83987.771604,-355465.038408,368817.366262,-2069242.214729,-279975.327926,5246584.469555,1082421.249960,-1442622.695351,-4023245.869327,2053241.946233,-2362463.429153,-3868416.927164,2742474.413928,1933339.236724,-2154515.360390,931869.902346,4136139.205299,-1011211.440438,2730532.652922,-605351.303335,-3585038.405400,-522753.586567,-910590.273087,-557198.666718,-1439953.865123,3457954.257041,987483.634244,1144240.917917,-2406483.199228,1349595.947534,-1186408.095903,-2066867.503125,4275264.120534,-4072324.217049,4505896.590648,-5560037.315647,3605585.116865,2081746.323535,-4015948.562513,1065146.328151,426382.992074,-1052576.354012,801632.344007,1243708.797119,-1144961.649016,-183827.322196,496403.269431,-1974921.426361,3156131.974060,-1712517.871280,1625707.482705,-3742505.013958,2928053.962000,542827.895811,-2276295.313705,1133141.048285,808109.865805,-1344875.240272,1082269.980474,-1166274.027229,1108870.002218,-968139.945332,-514788.348672,3937337.405820,-3232391.133804,-2603366.323799,4602511.175450,-1241138.804566,-1379106.011553,1119980.465896,393412.127333,-1042590.011565,555300.319106,-96459.128461
-1396485.266310,1813185.514255,2632188.534440,3742213.800824,-289434.333195,-4606136.173038,-685737.675367,-3401694.188682,-718307.286005,-4049913.248647,2626337.783027,2159956.150993,3553022.695803,3762971.333012,-670524.974421,-3890734.503984,-1235605.813315,-2400673.898330,1795273.392778,-737193.827642,2638950.877590,-104922.082705,-372459.183299,336002.866280,-2070799.380319,-257040.941969,5274620.844621,1077042.003379,-1438263.727017,-4062616.080955,2048849.759486,-2369974.201852,-3863977.837597,2776832.150434,1949227.874955,-2184887.590516,956771.268125,4114556.881885,-1005151.580676,2723976.860999,-593785.152279,-3601100.644103,-519385.849839,-928387.301716,-542496.308328,-1425917.136193,3462998.708662,968444.153512,1143381.261262,-2393430.759668,1359996.750933,-1214721.479375,-2083392.488418,4340247.162843,-4126419.170339,4528149.890489,-5568990.998916,3607407.644468,2099914.774678,-4048871.937571,1082853.917901,422245.272264,-1033287.294755,768749.077727,1275000.045091,-1169524.918487,-173951.276611,512105.140010,-2014964.196070,3186532.938670,-1704366.079237,1608306.062771,-3749082.289221,2940430.160706,546436.633339,-2281143.815406,1118100.165048,835884.273937,-1366250.274913,1096572.737546,-1181043.123408,1114674.501761,-951224.906348,-539572.262026,3944283.369271,-3214145.708667,-2634122.729767,4607943.302085,-1209315.565125,-1401586.777155,1109489.877137,408537.908245,-1045409.432331,553722.012632,-95953.966145
-1385811.883886,1781578.853671,2661274.864212,3769423.675582,-269834.958758,-4649721.701627,-684537.728230,-3399257.035598,-756172.773308,-4098086.711358,2646825.339509,2172972.301387,3591546.295772,3819935.241009,-671391.218757,-3932804.207491,-1277574.653064,-2402618.106137,1814410.346966,-745378.607032,2711182.822539,-130175.747760,-392935.003513,296184.868634,-2072601.840795,-229271.396920,5308138.129772,1070431.620048,-1432955.978741,-4109830.560798,2043380.045214,-2378826.114410,-3858215.073625,2818181.450248,1968237.202537,-2221499.731287,986762.853782,4088186.155149,-997683.595189,2715765.588551,-579758.141562,-3620266.756655,-515307.540005,-949816.799616,-524620.674220,-1408822.569426,3468864.734153,945381.313460,1142103.968599,-2377419.892484,1372470.893712,-1248814.068901,-2103281.677905,4418546.435840,-4191531.209347,4554713.196738,-5579403.582069,3609330.938990,2121743.949613,-4088400.108001,1104266.943672,417095.364041,-1009861.267370,728990.014661,1312690.902279,-1199117.034409,-162006.896957,531061.041884,-2063252.035191,3223073.362283,-1694351.954352,1587060.598460,-3756676.874417,2955146.993180,550745.762674,-2286802.283292,1099791.072785,869445.746391,-1392038.029092,1113830.404622,-1198862.693758,1121666.991419,-930746.571796,-569469.618624,3952332.960997,-3191789.319422,-2671092.845350,4614125.512711,-1170777.472576,-1428608.897479,1096683.619065,426849.395035,-1048794.141061,551796.333051,-95339.830803
-1373155.093915,1744457.788359,2694967.035119,3800633.334118,-246869.399812,-4700058.176062,-683111.410320,-3395997.268170,-800306.859000,-4153833.438990,2670395.439968,2187877.328349,3636134.855853,3886190.757669,-672294.554058,-3981571.574322,-1326480.468362,-2404721.901374,1836723.236865,-754924.600113,2795354.109694,-159653.426284,-416780.278812,249516.020201,-2074554.627449,-196824.873534,5346743.937663,1062558.214456,-1426667.970937,-4164442.596474,2036778.173694,-2388876.458583,-3850928.088125,2866239.650355,1990142.430568,-2264092.590267,1021609.252368,4056951.389185,-988778.872882,2705791.579486,-563231.695353,-3642302.644747,-510529.155951,-974738.172189,-503622.423091,-1388692.988666,3475363.511757,918397.999381,1140344.278995,-2358443.110282,1386888.546488,-1288459.685773,-2126345.152782,4509647.444059,-4267219.545776,4585272.737944,-5590982.538299,3611185.340932,2147031.758134,-4134182.380074,1129297.476468,410915.831244,-982394.627354,682510.746866,1356554.688093,-1233516.617480,-148067.454553,553138.643359,-2119428.028858,3265440.036187,-1682493.996390,1562025.890274,-3765068.512652,2971988.075344,555702.192510,-2293133.079874,1078271.861873,908555.300030,-1422026.209741,1133899.799025,-1219585.956245,1129757.149154,-906754.186560,-604306.910272,3961231.773741,-3165238.506537,-2713991.603050,4620808.117891,-1125635.405690,-1460015.553245,1081592.890528,448270.796113,-1052726.428088,549529.272716,-94618.913994
-1358493.828160,1701949.525809,2732902.469275,3835376.077593,-220637.391057,-4756527.957564,-681481.317797,-3391723.878951,-850373.644299,-4216570.622792,2696716.178276,2204449.739257,3686300.353234,3961166.921288,-673175.433095,-4036555.634562,-1381937.715069,-2406895.891091,1862040.522264,-765745.571391,2890821.743149,-193164.736645,-443801.745519,196245.190189,-2076562.090100,-159917.505321,5389910.421769,1053385.721888,-1419371.950849,-4225835.078554,2028984.013633,-2399946.415446,-3841903.499888,2920572.616655,2014668.587898,-2312288.998303,1060994.020905,4020831.845515,-978410.011557,2693961.259969,-544226.029676,-3666914.515944,-505090.569167,-1002939.205716,-479585.406943,-1365546.808967,3482219.778570,887670.475613,1138011.209699,-2336494.583488,1403093.946961,-1333334.302526,-2152367.582343,4612822.810903,-4352857.800829,4619426.023353,-5603366.955528,3612769.396771,2175503.845635,-4185718.874426,1157766.320353,403677.417627,-950997.189842,629572.106384,1406248.484737,-1272434.072584,-132226.011335,578157.884320,-2183008.897270,3313205.468055,-1668797.405782,1533261.852715,-3773970.542298,2990675.950131,561233.473215,-2299961.546367,1053628.597899,952902.878211,-1455953.953112,1156616.951562,-1243051.948337,1138873.025887,-879374.833635,-643825.111980,3970691.587061,-3134451.920988,-2762425.943248,4627699.454508,-1074100.356198,-1495555.568130,1064256.726160,472694.994482,-1057186.515873,546933.276739,-93795.104542
-1341816.551018,1654238.242249,2774674.664192,3873037.494662,-191317.756623,-4818404.799251,-679614.460976,-3386225.158456,-905982.202319,-4285482.680674,2725395.950249,2222358.451747,3741442.204869,4044176.950435,-673953.988355,-4097137.294349,-1443492.321176,-2409041.250896,1890156.172049,-777784.427769,2996787.875614,-230412.675113,-473751.630493,136620.326891,-2078531.939969,-118775.984005,5437007.781739,1042884.549204,-1411083.957657,-4293246.652756,2019904.468825,-2411750.933450,-3830862.260441,2980632.411541,2041478.543519,-2365685.539942,1104540.399362,3979859.236071,-966526.927851,2680101.310373,-522833.302145,-3693693.923972,-499006.102997,-1034167.497741,-452592.257394,-1339471.043283,3489213.102160,853375.327135,1134909.445031,-2311519.059179,1420868.762757,-1382988.948582,-2181081.923454,4727097.755329,-4447575.955249,4656627.499223,-5616107.314089,3613823.911007,2206845.556466,-4242410.478931,1189471.186132,395325.605752,-915813.575226,570539.273877,1461306.538717,-1315507.361012,-114587.833644,605922.730074,-2253442.034217,3365841.011795,-1653226.139780,1500817.780783,-3783031.967723,3010869.752448,567253.634501,-2307061.804063,1025927.664265,1002155.977791,-1493524.889912,1181779.408019,-1269053.866037,1148923.881718,-848778.441686,-687683.428214,3980342.778875,-3099393.993930,-2815863.319714,4634418.131435,-1016487.188734,-1534835.151732,1044694.632072,499953.708783,-1062105.735616,544004.748570,-92870.248154
