-9238070.464449,-11330142.253892,11547427.534579,8194593.900060,2411527.996136,2434553.320232,-2684884.768282,-2914490.058067,-4501259.814545,5233798.062394,-9614021.655600,-118885.702328,14636203.338145,7446843.046373,-36769.690420,-12782023.794009,10720237.813416,-7753616.315507,-7574975.213855,-6730739.062762,-1886498.376373,7652309.168581,-498157.636915,13738476.755326,10958538.796666,4315658.089450,-2345731.926176,-12408280.648383,-8258202.963989,-6185228.252959,-818873.144269,11342237.807575,-9939728.137165,-1009688.107604,-7127983.258038,10125020.429531,2491052.073995,-5629691.785008,15217531.446246,-7682859.316277,9473332.710278,-6368465.979781,-4371577.911730,-17207207.738095,30072016.201823,8972366.800610,5277676.646147,-5352265.716758,-23241270.370504,-19673734.663133,-9233705.886325,19055494.603840,10411592.663411,4086453.949730,9361561.126488,849340.384158,-1284039.318573,-6295220.773819,-8845749.490196,2831227.367336,4220216.876298,-14076553.925988,10981831.960788,5310951.408370,-3264636.665733,-219387.324540,-234835.295146,-965380.653454,-344858.411975,5386962.909189,-11629706.974195,5172869.603576,-3023853.951231,17118703.743430,-6863541.214778,-13343978.056074,5499200.543989,-260826.467704,6820197.949591,-4438312.097860,209524.898150,-1063759.696342,2051074.544607,2686446.427724,-9062082.848306,3279670.143287,6431280.056308,-710164.799572,-9825912.884609,10551367.875007,-6326893.072791,-2198045.014701,12213561.473787,-13808142.794254,8998036.805352,-5486436.348154,3922439.337385,-2025832.481858,3842796.611766,-8162954.474462,3363226.442819,3690289.954945,-1879228.769703,2324965.852169,-8987859.592656,10695884.213809,-3630363.111981,-6716934.723985,10771736.700156,-6316169.752308,2843258.964501,-3258551.555651,2581916.085215,-845217.629615,88987.212952
-9246110.354754,-11315550.419211,11545732.535121,8182229.220701,2407084.689096,2433966.190286,-2677995.426380,-2913243.320799,-4496548.033364,5234301.931154,-9615661.105377,-103788.863583,14629787.830898,7434790.260598,-26194.026715,-12780163.516049,10716243.316505,-7759604.452388,-7574080.868998,-6737822.937968,-1882517.134730,7657159.894819,-495709.378742,13739906.586588,10954348.417629,4309758.534012,-2346880.172443,-12405363.098423,-8257656.864642,-6179442.197376,-825848.503289,11338272.410236,-9935858.002027,-1004658.257069,-7122134.273581,10133026.687870,2483142.104910,-5626101.729191,15207128.117397,-7682022.010288,9473566.612900,-6379658.797454,-4367690.626248,-17200825.894516,30060953.498641,8978964.682111,5280710.839931,-5347872.252421,-23238971.333759,-19674900.925486,-9230236.895540,19053921.297309,10401230.001325,4083602.857174,9364353.869615,847971.646505,-1264176.385024,-6301197.084010,-8864086.232013,2836780.853189,4221632.292887,-14072096.881968,10985289.100117,5308710.805766,-3266410.465384,-219254.852199,-241298.295484,-963865.181138,-333038.388535,5383539.430932,-11636971.300844,5169014.581397,-3017064.717022,17124412.937334,-6867561.842331,-13347974.307040,5498004.927506,-252198.098888,6813162.488179,-4436188.607559,209343.575891,-1061227.639567,2041242.484928,2701381.879860,-9072893.630984,3285837.214822,6424488.314291,-703968.217783,-9829558.157760,10553746.162011,-6330053.473085,-2191386.279527,12205578.680267,-13806097.862163,9002349.307572,-5489930.548394,3921664.298206,-2023812.114991,3842618.643685,-8161784.781162,3357354.198791,3694815.448362,-1874684.421922,2318387.405147,-8990089.896728,10702521.871914,-3633166.761550,-6716797.652382,10771963.142702,-6315912.928494,2842201.830058,-3259204.014864,2584375.849796,-846794.213509,89294.990248
-9242829.077655,-11306970.546898,11542064.399961,8177766.491665,2408074.644784,2429472.503381,-2677063.261093,-2912703.077916,-4495624.142293,5228836.222185,-9612435.051457,-99973.123139,14620158.456045,7433300.872887,-21257.724009,-12776203.026861,10712915.825932,-7756646.017700,-7574054.993201,-6737220.227628,-1880273.884546,7657495.517212,-497270.788337,13734389.015303,10949366.415968,4305614.739294,-2345632.142430,-12400704.553384,-8251477.943605,-6173625.898069,-826719.429148,11328387.293779,-9929750.635745,-1004496.148555,-7116937.007553,10132115.441929,2479913.520190,-5620116.500255,15196665.882936,-7679284.509152,9468981.887675,-6382444.434053,-4366537.679555,-17189264.346404,30045483.518761,8975334.956559,5283452.262379,-5345724.385380,-23227880.434696,-19665193.060994,-9224400.204663,19044501.464543,10393434.088155,4077624.134057,9360203.100859,848761.763658,-1260606.068546,-6297749.892225,-8864534.322122,2838013.132090,4220999.406836,-14063762.400291,10979908.099472,5303331.613845,-3265307.512691,-218234.475779,-241975.525382,-964022.165284,-329020.143906,5380581.795168,-11634127.585990,5164667.702710,-3012553.886614,17117171.561679,-6864856.107913,-13343875.388341,5496991.757352,-251271.571214,6808643.297501,-4433755.876584,209416.056375,-1060604.548502,2038815.882508,2703782.766727,-9074043.217103,3288843.892866,6420425.508991,-704637.409835,-9824778.773217,10549342.891183,-6327703.850326,-2189099.736987,12198254.109634,-13798930.267595,8998272.601912,-5487010.784785,3918510.541995,-2021695.398248,3841169.046203,-8159647.304771,3357640.010049,3692044.581463,-1873448.812537,2316077.417040,-8983889.428019,10696471.393537,-3631580.806531,-6712601.953682,10764983.302179,-6311541.318118,2841557.718065,-3259862.948152,2584848.353833,-846929.665316,89304.383535
-9237320.811065,-11292686.672557,11535928.889066,8170304.359527,2409692.382041,2422019.210239,-2675502.991738,-2911773.047705,-4494069.043300,5219750.681159,-9607006.552868,-93701.975180,14604110.244386,7430780.117574,-13064.865958,-12769579.323273,10707331.465550,-7751680.437413,-7573968.687888,-6736170.734224,-1876567.052371,7658011.205329,-499845.943258,13725132.787433,10941063.115326,4298712.360119,-2343520.117279,-12392898.228455,-8241176.168546,-6163943.514981,-828178.368280,11311959.728964,-9919541.205812,-1004273.724993,-7108289.453263,10130508.073296,2474559.998448,-5610132.404712,15179221.320040,-7674698.602568,9461264.307817,-6386939.419378,-4364631.036921,-17170014.290829,30019682.850329,8969277.724096,5287963.400936,-5342153.343277,-23209302.403011,-19648996.733934,-9214677.871490,19028734.550694,10380477.091051,4067706.893590,9353228.250107,850069.552520,-1254716.767579,-6291959.725718,-8865215.579048,2840041.247561,4219935.973811,-14049850.164162,10970884.776359,5294395.481653,-3263459.747323,-216565.428361,-243060.086636,-964280.346277,-322385.592276,5375646.127592,-11629287.107033,5157401.851367,-3005065.058539,17105024.771350,-6860295.117701,-13336980.837077,5495267.377122,-249751.464006,6801142.264170,-4429719.792746,209544.309210,-1059585.269979,2034796.379606,2707759.017956,-9075905.703013,3293791.271126,6413690.518423,-705781.683263,-9816778.795901,10541977.965138,-6323757.307719,-2185318.161041,12186038.383068,-13786947.820931,8991455.291776,-5482141.051551,3913259.439319,-2018173.445320,3838730.663150,-8156038.295332,3358106.322225,3687397.046558,-1871380.137744,2312233.164977,-8973532.575889,10686360.101015,-3628935.644846,-6705614.081715,10753364.570397,-6304254.228144,2840459.913584,-3260922.285451,2585604.595245,-847143.729575,89318.516530
-9229460.137108,-11272530.777411,11527139.580922,8159736.756051,2411945.362377,2411555.750992,-2673282.005505,-2910436.714611,-4491821.353161,5206935.068616,-9599244.875615,-84907.428694,14581415.397589,7427130.411506,-1573.846767,-12760125.676875,10699335.138987,-7744605.604442,-7573709.925031,-6734597.828310,-1871348.910737,7658610.408253,-503443.880536,13711952.209604,10929266.354473,4288987.329956,-2340525.622394,-12381780.815790,-8226621.105252,-6150291.797349,-830227.825714,11288785.934896,-9905093.803698,-1003939.819952,-7096070.530087,10128088.596949,2467049.661997,-5596057.553331,15154544.344851,-7668145.493562,9450319.742867,-6393144.652265,-4361893.088650,-17142783.558960,29983081.482393,8960645.588489,5294195.838272,-5337068.060716,-23182931.983808,-19626023.094621,-9200918.228574,19006376.657885,10362154.973609,4053764.241490,9343332.576788,851876.050275,-1246425.774990,-6283748.668239,-8866058.440311,2842830.249962,4218395.574303,-14030166.849694,10958065.512446,5281818.981581,-3260817.493623,-214207.556234,-244594.578002,-964622.425604,-313097.553207,5368653.533397,-11622334.717080,5147159.633027,-2994527.502702,17087736.263279,-6853800.170187,-13327103.030649,5492754.551459,-247621.891358,6790533.082574,-4424001.625494,209725.501514,-1058133.466216,2029142.438125,2713256.400698,-9078370.887160,3300697.270600,6404144.895796,-707382.173410,-9805407.673871,10531488.425674,-6318135.296745,-2179968.381911,12168727.491942,-13769963.001036,8981789.472177,-5475253.230474,3905861.276534,-2013227.613091,3835268.420970,-8150860.714285,3358703.749288,3680840.667495,-1868460.723682,2306813.397998,-8958902.467933,10672065.599814,-3625196.665198,-6695724.055188,10736931.544409,-6293950.473264,2838877.860306,-3262359.123966,2586627.432405,-847431.676124,89337.053542
-9219135.892715,-11246369.240583,11515558.920400,8145942.595931,2414805.373147,2398049.476379,-2670344.040740,-2908639.110417,-4488783.369503,5190309.893157,-9589048.720781,-73621.820100,14551917.910155,7422249.297532,13168.942153,-12747672.787303,10688791.683347,-7735360.484782,-7573160.105315,-6732375.739458,-1864575.849906,7659181.211921,-508042.121155,13694681.659800,10913865.091488,4276372.710178,-2336618.501311,-12367221.341457,-8207718.569845,-6132625.143529,-832870.952452,11258707.417540,-9886255.526522,-1003480.360027,-7080196.995266,10124766.006815,2457362.103082,-5577822.847343,15122433.221460,-7659506.014961,9436019.982989,-6400977.954798,-4358254.147578,-17107379.540835,29935287.771095,8949314.536007,5302083.530041,-5330401.475997,-23148484.145086,-19596007.256167,-9183028.192797,18977223.003497,10338331.332085,4035759.189503,9330387.528502,854176.487184,-1235712.643972,-6273049.716362,-8866953.481164,2846339.137713,4216325.169272,-14004551.986451,10941307.120225,5265583.704453,-3257363.102102,-211140.453482,-246600.274229,-965020.671919,-301166.826816,5359531.928094,-11613131.223302,5133929.757895,-2980953.898973,17065118.535974,-6845306.180993,-13314061.281362,5489363.981125,-244847.599259,6776694.905462,-4416511.513408,209935.430688,-1056223.005872,2021807.859743,2720262.587084,-9081313.099809,3309482.430536,6391717.255870,-709415.876140,-9790532.521928,10517721.328231,-6310767.550359,-2172991.892138,12146158.425778,-13747813.288106,8969160.245834,-5466267.110401,3896260.992399,-2006828.110437,3830728.178839,-8144005.013085,3359377.075359,3672335.099352,-1864643.067247,2299768.629297,-8939915.251699,10653495.578733,-3620323.997200,-6682865.299454,10715571.141576,-6280572.635904,2836779.974095,-3264116.923561,2587870.422701,-847778.752229,89358.566555
-9206208.805278,-11214100.866292,11500990.996708,8128826.025547,2418248.120153,2381521.203812,-2666677.484359,-2906362.542741,-4484906.732343,5169849.128841,-9576262.242882,-59860.001410,14515476.022471,7416003.309601,31129.247812,-12732032.751920,10675544.218283,-7723827.523380,-7572159.594655,-6729401.694212,-1856221.340962,7659552.364396,-513634.741699,13673125.260165,10894685.829200,4260853.089887,-2331778.224591,-12349022.292544,-8184391.256656,-6110886.192392,-836100.418706,11221647.284820,-9862922.735675,-1002867.770489,-7060604.161932,10120334.050162,2445505.954441,-5555400.549161,15082743.165501,-7648676.877736,9418271.543282,-6410296.781554,-4353627.146646,-17063606.919923,29875904.977014,8935159.764477,5311489.228099,-5322089.582018,-23105674.435296,-19558709.247145,-9160907.494523,18941047.431356,10308897.139185,4013695.414836,9314302.225218,856914.596149,-1222566.896854,-6259786.261145,-8867747.965360,2850491.719502,4213667.046123,-13972860.538793,10920465.899210,5245664.230763,-3253044.735489,-207361.446452,-249084.060154,-965449.540838,-286630.125183,5348221.850868,-11601505.156795,5117654.220307,-2964316.078529,17036929.004093,-6834715.769741,-13297647.305749,5484980.844259,-241408.537652,6759541.286787,-4407202.886159,210179.606637,-1053837.628631,2012782.620666,2728692.396360,-9084558.051755,3320064.132100,6376331.563591,-711856.497266,-9772029.980353,10500526.746190,-6301565.550665,-2164359.516576,12118184.521997,-13720345.848794,8953472.774096,-5455126.135105,3884427.013127,-1998967.685596,3825057.163390,-8135332.049749,3360037.487006,3661858.467154,-1859899.153503,2291071.384087,-8916487.707196,10630546.919409,-3614287.668132,-6666952.094051,10689160.155079,-6264050.223131,2834123.617144,-3266142.396998,2589294.654108,-848173.151552,89381.976721
-9190452.305086,-11175391.206835,11483124.143667,8108166.485261,2422216.460292,2361879.510792,-2662183.208954,-2903522.770202,-4480046.842741,5145348.500138,-9560655.967054,-43581.416621,14471703.743488,7408193.595051,52323.236588,-12712868.330130,10659307.780950,-7709847.732095,-7570506.730723,-6725497.010575,-1846196.013028,7659561.310352,-520223.114307,13646934.405906,10871445.311567,4242291.797705,-2325935.810474,-12326902.743873,-8156407.362521,-6084906.567023,-839923.197734,11177212.622458,-9834804.713216,-1002045.588660,-7037072.313366,10114626.424526,2431409.572653,-5528624.206497,15035011.377533,-7635424.614704,9396827.586810,-6421038.064500,-4347884.623332,-17010957.216495,29804061.440206,8917943.292745,5322328.464088,-5311993.654400,-23053895.738905,-19513592.593869,-9134269.741197,18897384.428207,10273484.624266,3987429.237914,9294846.767025,860061.466326,-1206864.585302,-6243798.211281,-8868287.287024,2855229.491981,4210321.786804,-13934728.282700,10895263.025487,5221918.264974,-3247782.538798,-202822.665114,-252100.872646,-965865.968759,-269454.392688,5334592.420300,-11587228.699236,5098259.023873,-2944554.380050,17002745.688269,-6821850.477079,-13277531.761098,5479440.232104,-237244.556755,6738834.927495,-4395919.089670,210436.080441,-1050922.193625,2001970.318842,2738510.506909,-9087891.941654,3332382.500006,6357784.116453,-714664.893427,-9749629.990292,10479609.318405,-6290385.865774,-2153942.871773,12084431.769516,-13687204.970815,8934514.501105,-5441691.770949,3870252.737961,-1989593.142534,3818165.251090,-8124646.742875,3360612.450838,3649310.490271,-1854167.374265,2280631.449986,-8888387.446003,10602978.936682,-3607018.647354,-6647793.150617,10657401.257788,-6244218.262197,2830844.354519,-3268360.069658,2590841.438044,-848597.382254,89405.794465
-9171637.485938,-11130108.164676,11461699.569681,8083799.159936,2426719.083988,2339106.396871,-2656825.239768,-2900074.554037,-4474064.625880,5116737.839993,-9541996.356540,-24877.546855,14420344.265404,7398643.180042,76671.441046,-12689942.337128,10639855.978038,-7693246.403979,-7567969.905274,-6720434.145112,-1834498.052168,7658967.181516,-527754.419127,13615802.754945,10843961.425741,4220607.888898,-2319041.522935,-12300614.345533,-8123613.806998,-6054623.723120,-844348.573006,11125252.747768,-9801674.934395,-1001017.247058,-7009484.536051,10107336.092784,2415120.156106,-5497386.754050,14978927.607382,-7619566.378305,9371475.740428,-6432949.065412,-4340917.616226,-16949175.626471,29719218.479127,8897414.136064,5334407.315983,-5299993.396335,-22992683.051415,-19460230.393759,-9103024.108126,18845891.208873,10231966.650526,3956973.759123,9271807.676109,863588.478266,-1188696.405112,-6224945.550212,-8868294.555797,2860436.257195,4206192.316549,-13889886.234272,10865422.570834,5194344.741061,-3241537.636075,-197500.137737,-255630.932525,-966238.649299,-249742.296501,5318517.119499,-11569956.222079,5075690.984661,-2921669.294333,16962178.951216,-6806622.325284,-13253337.759887,5472624.849247,-232381.692372,6714434.701592,-4382563.575801,210695.869730,-1047439.718271,1989350.903994,2749571.060354,-9091023.907204,3346302.769741,6335980.995452,-717867.565924,-9723075.055686,10454706.628839,-6277080.796439,-2141705.076521,12044663.617134,-13648106.905642,8912080.055640,-5425844.017946,3853678.175938,-1978683.579673,3809958.242753,-8111732.489480,3360982.588949,3634636.893705,-1847394.753827,2268408.692519,-8855499.246305,10570636.312619,-3598433.173824,-6625316.800066,10620136.882080,-6220974.169045,2826870.023764,-3270658.832770,2592417.284211,-849018.245425,89426.049023
-9149519.519092,-11077894.604135,11436343.451384,8055450.336643,2431662.257627,2313166.054668,-2650481.514475,-2895904.328788,-4466812.541326,5083820.084317,-9520001.007231,-3720.732119,14361005.994686,7387079.190466,104187.553706,-12662852.664151,10616822.227263,-7673838.124936,-7564261.401448,-6714020.562484,-1821017.436006,7657527.918793,-536211.222087,13579302.039642,10811884.376750,4195682.499529,-2311016.362952,-12269777.882376,-8085772.689369,-6019863.045578,-849393.153352,11065395.511278,-9763219.344057,-999717.500965,-6977642.193090,10098203.259217,2396548.512456,-5461513.857695,14914019.548731,-7600828.765948,9341947.644463,-6445874.758947,-4332577.149409,-16877695.435351,29620358.739033,8873330.895157,5347581.449455,-5285942.892480,-22921315.326791,-19398072.088682,-9066850.475408,18786021.626106,10183935.829051,3922195.497825,9244941.252685,867440.647028,-1167861.812241,-6203055.613208,-8867617.494763,2866043.855717,4201179.505461,-13837963.379843,10830610.235660,5162822.331372,-3234197.092331,-191366.849084,-259744.906677,-966509.329543,-227449.366371,5299850.812868,-11549424.150559,5049838.259042,-2895582.457327,16914723.406828,-6788773.565786,-13224678.281620,5464277.237691,-226732.935808,6686105.905475,-4366984.919801,210944.052470,-1043346.200156,1974833.739728,2761841.399802,-9093723.359729,3361744.679565,6310692.938338,-721390.038434,-9692083.567921,10425486.689358,-6261484.342935,-2127503.002248,11998464.470492,-13602674.582991,8885964.179779,-5407450.956488,3834599.342553,-1966194.219049,3800334.679421,-8096342.659192,3361030.164453,3617740.074906,-1839505.726789,2254293.927799,-8817563.996948,10533277.105407,-3588508.332898,-6599276.494602,10577046.389206,-6194148.663810,2822125.149756,-3272950.760276,2593960.270585,-849419.535512,89441.807603
